VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.06,-3.6749847724210544e-06,3.409295873190715e-06,-6.798718637692817e-05,-6.25746927595925e-05,-3.676133863616349e-06,3.409381688024382e-06,2.892858037501583e-09,2.186538176511758e-09,37,35,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-2.6675217559196716e-07,3.6262345239215947e-09,7.085515551640731e-06,3.6262345239215947e-09,-0.037647532299918206,0.0005121438779108221
-0.055,-3.716708385940752e-06,3.4738839663915477e-06,-7.887763380077908e-05,-7.309985925083587e-05,-3.714454113592755e-06,3.4737094115320072e-06,2.057809668034516e-09,1.972194862064369e-09,39,39,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-2.4074470206074775e-07,2.8502865125824492e-09,7.188163525124763e-06,2.8502865125824492e-09,-0.03349182322011368,0.00039674732509063814
-0.05,-3.751700116042545e-06,3.5352474251984027e-06,-8.688498723817086e-05,-8.146685496112308e-05,-3.750400437862898e-06,3.535739150255897e-06,2.724780632018236e-09,1.4338240276654884e-09,43,41,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-2.1466128760700128e-07,3.0790064688033024e-09,7.286139588118795e-06,3.0790064688033024e-09,-0.029461594169433773,0.00042276742138174986
-0.045,-3.7866958156881904e-06,3.5933527939168394e-06,-9.338319288002898e-05,-8.748916610846389e-05,-3.783720897708975e-06,3.5926733382570766e-06,2.162241157174689e-09,2.513214646935016e-09,45,43,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-1.910475594518982e-07,3.315348350226388e-09,7.376394235966052e-06,3.315348350226388e-09,-0.025899857483265006,0.00044960451270565624
-0.04,-3.814762582620052e-06,3.646951694945905e-06,-9.8307490639911e-05,-9.237671432243729e-05,-3.815220883948848e-06,3.64705535282178e-06,2.526449360403201e-09,2.4993878198669366e-09,45,45,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-1.68165531127068e-07,3.5538550680607306e-09,7.4622762367706275e-06,3.5538550680607306e-09,-0.022535420264721166,0.00047636367842597793
-0.035,-3.842681712570548e-06,3.6957307782952953e-06,-9.8749525401137e-05,-9.285121879879651e-05,-3.841563248892612e-06,3.693542671630869e-06,2.871614533646592e-09,2.624320906228458e-09,45,45,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-1.4802057726174303e-07,3.890145273472199e-09,7.535105920523481e-06,3.890145273472199e-09,-0.0196441269469852,0.0005163690901688917
-0.03,-3.863890522889708e-06,3.737633313530909e-06,-9.979882529673508e-05,-9.412029634684004e-05,-3.864410253058331e-06,3.73584974312624e-06,2.086464026158517e-09,1.9517551228916767e-09,45,45,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-1.2856050993209128e-07,2.8570404603693513e-09,7.600259996184572e-06,2.8570404603693513e-09,-0.016915277897944322,0.0003759672919406024
-0.025,-3.8847299081720365e-06,3.7726987098925696e-06,-0.0001023167637802,-9.637864111258132e-05,-3.883893324520316e-06,3.772026947373916e-06,2.4553292493863104e-09,2.496318006948376e-09,43,45,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-1.1186637714640038e-07,3.5014633104898664e-09,7.655920271894232e-06,3.5014633104898664e-09,-0.014611747924945713,0.00045740250067228194
-0.02,-3.894382922387442e-06,3.8015311481172982e-06,-0.0001017991646714,-9.581412214336302e-05,-3.895707264431695e-06,3.80350794998592e-06,1.6876339771439915e-09,2.0321016032018012e-09,45,45,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-9.219931444577522e-08,2.6415043756439582e-09,7.699215214417615e-06,2.6415043756439582e-09,-0.011975157451518175,0.0003431120831090777
-0.015,-3.9039110022982775e-06,3.828916346793111e-06,-0.00010053833085,-9.476875301462023e-05,-3.904416967444386e-06,3.830684363449368e-06,2.1286735515193837e-09,2.2604269067580917e-09,45,47,3.0,2024/01/Data_0108/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-117.hdf5,-7.373260399501853e-08,3.104960690529608e-09,7.735101330893754e-06,3.104960690529608e-09,-0.009532209190399718,0.00040143000298703774
