VectorMagnet - Field Z,ic-,ic+,datafile
0.355,-1.0549999999999999e-06,1.085e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.36,-1.04e-06,1.065e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.365,-1.02e-06,1.04e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.37,-1e-06,1.02e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.375,-9.849999999999999e-07,1.0050000000000001e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.38,-9.7e-07,9.8e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.385,-9.550000000000002e-07,9.649999999999999e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.39,-9.35e-07,9.450000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.395,-9.200000000000001e-07,9.25e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4,-9.05e-07,9.100000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.405,-8.900000000000001e-07,8.95e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.41000000000000003,-8.75e-07,8.75e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.41500000000000004,-8.6e-07,8.6e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.42000000000000004,-8.45e-07,8.45e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.42500000000000004,-8.349999999999999e-07,8.300000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.43000000000000005,-8.200000000000001e-07,8.15e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.43500000000000005,-8.05e-07,8.000000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.44000000000000006,-7.900000000000001e-07,7.85e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.44500000000000006,-7.8e-07,7.7e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.45000000000000007,-7.65e-07,7.6e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.45500000000000007,-7.55e-07,7.45e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4600000000000001,-7.4e-07,7.35e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4650000000000001,-7.3e-07,7.2e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4700000000000001,-7.2e-07,7.1e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4750000000000001,-7.049999999999999e-07,7.000000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4800000000000001,-6.95e-07,6.85e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4850000000000001,-6.85e-07,6.75e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4900000000000001,-6.75e-07,6.65e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.4950000000000001,-6.65e-07,6.55e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5000000000000001,-6.55e-07,6.45e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5050000000000001,-6.45e-07,6.350000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5100000000000001,-6.350000000000001e-07,6.25e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5150000000000001,-6.25e-07,6.15e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5200000000000001,-6.15e-07,6.05e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5250000000000001,-6.05e-07,5.95e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5300000000000001,-5.95e-07,5.85e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5350000000000001,-5.85e-07,5.8e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5400000000000001,-5.750000000000001e-07,5.7e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5450000000000002,-5.7e-07,5.6e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5500000000000002,-5.6e-07,5.5e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5550000000000002,-5.5e-07,5.450000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5600000000000002,-5.5e-07,5.4e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5650000000000002,-5.350000000000001e-07,5.250000000000001e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5700000000000002,-5.250000000000001e-07,5.2e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5750000000000002,-5.2e-07,5.1e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5800000000000002,-5.1e-07,5.05e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5850000000000002,-5.05e-07,4.95e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5900000000000002,-4.95e-07,4.9e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.5950000000000002,-4.85e-07,4.8e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.6000000000000002,-4.85e-07,4.8e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.6050000000000002,-4.7500000000000006e-07,4.6500000000000005e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.6100000000000002,-4.6500000000000005e-07,4.6000000000000004e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
0.6150000000000002,-4.6000000000000004e-07,4.5500000000000004e-07,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-082.hdf5
