gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-5.25,-0.005985080570842236,0.0015629987110427367,0.0006080696689902314,20.20824483046934,-22.974398869125643,4.441741506268066e-05,5.643562787164266e-05,5.915175785060926e-05,2.465932871841627,5.737767110562703,25,5.663051176108272,0.2831525588054136,-160799.05392222165,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-5.25V/data.csv,True
