VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.9176159099573534e-08,-4.1438266513419335e-08,0.0001005920420708,0.0001025903094376,3.900964135830224e-08,-4.1394874193321824e-08,1.3126121332114402e-10,8.201808774746579e-11,26,31,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-2.385232835019584e-09,1.547787867903411e-10,8.040451555162406e-08,1.547787867903411e-10,-0.029665408946940735,0.0019258480228470825
-0.045,4.016878274509792e-08,-4.2209445245182346e-08,0.0001012169701506,0.000107579127783,3.9892943278244616e-08,-4.213503333032919e-08,2.0058793875819855e-10,8.018129837430983e-11,31,33,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-2.2420900520845755e-09,2.1601981803587584e-10,8.202797660857381e-08,2.1601981803587584e-10,-0.027333236107767472,0.0026344730997069146
-0.04,4.0683066212289124e-08,-4.269029861794298e-08,0.0001160079472568,0.000116270686243,4.0578312595422665e-08,-4.25609387119887e-08,1.0377009275303855e-10,1.0694547098789144e-10,21,25,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-1.9826261165660324e-09,1.4901532107402967e-10,8.313925130741136e-08,1.4901532107402967e-10,-0.023847052810653507,0.001792867795509637
-0.035,4.10467449773624e-08,-4.2926400151122594e-08,0.0001087096416743,0.000110720525072,4.088444238449975e-08,-4.282767204826862e-08,1.4335090863912522e-10,6.866529621090621e-11,31,31,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-1.943229663768869e-09,1.5894780876562696e-10,8.371211443276837e-08,1.5894780876562696e-10,-0.023213243112256268,0.0018992547131175884
-0.03,4.150008077708717e-08,-4.319794423143652e-08,0.000110532978644,0.0001097306303472,4.139810586445521e-08,-4.3183666257505365e-08,1.4770877625849543e-10,6.266368712955843e-11,25,29,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-1.7855603930501533e-09,1.6045130185964041e-10,8.458177212196057e-08,1.6045130185964041e-10,-0.02111046326240965,0.001897418871057101
-0.025,4.1748802013858864e-08,-4.340978466495565e-08,0.0001046350978543,0.000111320014593,4.1682386334822416e-08,-4.330508163520738e-08,1.0550080940802827e-10,1.2482093810028528e-10,31,30,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-1.6226953003849611e-09,1.6343404594509787e-10,8.49874679700298e-08,1.6343404594509787e-10,-0.01909334798581354,0.0019233875012498493
-0.02,4.2231854646287353e-08,-4.367198654860269e-08,0.0001070965085988,0.0001102053371953,4.205325331831427e-08,-4.3538307775321786e-08,1.2034472276919525e-10,6.991756243602067e-11,29,29,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-1.4850544570075149e-09,1.3918088171652495e-10,8.559156109363606e-08,1.3918088171652495e-10,-0.017350477524097085,0.0016263499322023798
-0.015,4.289086322905692e-08,-4.3950923450704206e-08,0.000103509157438,0.0001093764822639,4.2503798702335166e-08,-4.3712014827995464e-08,1.5190690363381355e-10,1.1450205156844296e-10,29,25,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-1.2082161256602984e-09,1.9022730399444524e-10,8.621581353033063e-08,1.9022730399444524e-10,-0.014013857506955487,0.0022066251478290136
-0.01,4.2944702394284224e-08,-4.392031838609111e-08,9.901949798884666e-05,0.0001023798903198,4.28398315533888e-08,-4.3763793578119234e-08,9.317007562331688e-11,6.381488886033467e-11,29,29,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-9.239620247304338e-10,1.1292919477226185e-10,8.660362513150803e-08,1.1292919477226185e-10,-0.01066886083957101,0.0013040518971073984
-0.005,4.336304734017696e-08,-4.3891721673832286e-08,9.65142793405664e-05,0.0001017166461236,4.3330176030474215e-08,-4.373169807772281e-08,7.754299596459403e-11,7.188491159305514e-11,35,35,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,-4.0152204724859535e-10,1.0573720602468367e-10,8.706187410819703e-08,1.0573720602468367e-10,-0.004611915966219607,0.0012145193473582238
0.0,4.366732288064459e-08,-4.365434658500243e-08,9.328582431827482e-05,9.864934126486776e-05,4.357320860804618e-08,-4.3542577265548616e-08,8.341747148999559e-11,7.505629701801541e-11,35,33,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,3.063134249756071e-11,1.1221373477360414e-10,8.71157858735948e-08,1.1221373477360414e-10,0.000351616440010159,0.0012880988283013315
0.005,4.5756052257046593e-08,-4.5501918751027976e-08,7.980644554093165e-05,8.826716557919392e-05,4.5744310182711335e-08,-4.53894213688716e-08,8.67743398991066e-11,9.92215152004544e-11,31,35,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,3.54888813839734e-10,1.3181310687332913e-10,9.113373155158294e-08,1.3181310687332913e-10,0.0038941543136403025,0.0014463810935993885
0.01,4.6031634179553694e-08,-4.5487614672118056e-08,7.682444567465297e-05,8.299809171128583e-05,4.595942181666616e-08,-4.518029394992e-08,8.806416052701662e-11,1.398418324888121e-10,30,30,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,7.791278667461641e-10,1.6526050491014824e-10,9.113971576658616e-08,1.6526050491014824e-10,0.008548719514789289,0.0018133317849262404
0.015,4.42235137708211e-08,-4.32240434288303e-08,8.836724203486337e-05,9.245624944552108e-05,4.4219063501651713e-08,-4.306917387955328e-08,8.264000718213903e-11,1.456976878243219e-10,34,37,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,1.1498896220984327e-09,1.6750279706445962e-10,8.7288237381205e-08,1.6750279706445962e-10,0.013173477396234241,0.0019191283467267322
0.02,4.4512489869045145e-08,-4.3210353161173566e-08,8.71493816982905e-05,8.906915745389299e-05,4.446169823462682e-08,-4.2967565093917976e-08,8.86104786850669e-11,1.6730800763510111e-10,36,37,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,1.4941331407088413e-09,1.893245529550347e-10,8.742926332854479e-08,1.893245529550347e-10,0.017089622899990987,0.002165775969497859
0.025,4.368643370714304e-08,-4.198929367920256e-08,8.056589974892402e-05,9.809104193287684e-05,4.360504732399029e-08,-4.173899160080573e-08,9.10430027051763e-11,1.7778259806318178e-10,24,24,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,1.86605572318456e-09,1.997385303732597e-10,8.534403892479603e-08,1.997385303732597e-10,0.021865097395131514,0.0023409516696351403
0.03,4.366287902769676e-08,-4.170466946565681e-08,7.894069191258957e-05,8.17945570033925e-05,4.357609200857398e-08,-4.1569127758640054e-08,7.687413679669297e-11,1.771105569777406e-10,32,33,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,2.006964249933927e-09,1.9307455114851923e-10,8.514521976721403e-08,1.9307455114851923e-10,0.023571073695281334,0.0022682210452450104
0.035,4.318603487129585e-08,-4.115492432198834e-08,8.135819696514834e-05,8.719777736584769e-05,4.311442234209574e-08,-4.088480709971424e-08,9.038988406844504e-11,1.6572245123113088e-10,35,25,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,2.2296152423815025e-09,1.8877039488214642e-10,8.399922944180998e-08,1.8877039488214642e-10,0.02654328208958222,0.002248078739828851
0.04,4.302654629647424e-08,-4.0744407162369696e-08,8.613114370843669e-05,8.837417466321907e-05,4.2987414671203935e-08,-4.060396026801077e-08,5.985782601037093e-11,1.4985068853862048e-10,33,35,-6.5,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-273.hdf5,2.3834544031931635e-09,1.6136352806686672e-10,8.35913749392147e-08,1.6136352806686672e-10,0.02851316185343697,0.001931169443784869
