VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.32359635664256e-06,-3.339753825140612e-06,9.836860812081112e-05,5.4341184548546726e-05,3.3232209254474056e-06,-3.3409750708764227e-06,8.99159113636141e-10,1.964833110745187e-09,19,16,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-1.775414542901717e-08,2.1607999131607577e-09,6.664195996323828e-06,2.1607999131607577e-09,-0.0026641091346669412,0.00032424130119424474
-0.045,3.409701419369822e-06,-3.398859318701268e-06,0.0001032536818273,6.007301001179158e-05,3.4084729217400747e-06,-3.3958774700954345e-06,1.7422923990300783e-09,1.807542467472079e-09,23,17,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,1.2595451644640151e-08,2.5105363123111838e-09,6.804350391835509e-06,2.5105363123111838e-09,0.0018510880421080819,0.0003689611011993198
-0.04,3.4750472774772345e-06,-3.449806730688322e-06,0.0001070406911728,6.267582929791341e-05,3.4759104430488458e-06,-3.4477451136357665e-06,2.099904106982514e-09,1.5030004825678535e-09,21,17,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,2.8165329413079244e-08,2.5823647513705787e-09,6.923655556684612e-06,2.5823647513705787e-09,0.004067985355783094,0.00037298015438199636
-0.035,3.5301780279686374e-06,-3.496106476095812e-06,0.0001114408768114,6.669081114234394e-05,3.530491457758172e-06,-3.496559701541276e-06,2.86385139998563e-09,1.264555504852097e-09,21,15,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,3.393175621689613e-08,3.13061423143309e-09,7.027051159299449e-06,3.13061423143309e-09,0.004828733340299021,0.00044551415067186403
-0.03,3.575348243022775e-06,-3.540039303321294e-06,0.0001150282578683,7.02167191940008e-05,3.5743825523409526e-06,-3.538211647450304e-06,3.0900895921796636e-09,2.3966690790707955e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,3.6170904890648456e-08,3.9105851687785975e-09,7.112594199791257e-06,3.9105851687785975e-09,0.005085472877351841,0.0005498184806340391
-0.025,3.605699606418648e-06,-3.5755945657824808e-06,0.0001213707885706,7.600816575241156e-05,3.6075369693982464e-06,-3.574242171133918e-06,2.0927903965876913e-09,1.7952247863718415e-09,19,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,3.329479826432864e-08,2.7572819365551813e-09,7.181779140532164e-06,2.7572819365551813e-09,0.004636009770395351,0.0003839315457913188
-0.02,3.63091611074725e-06,-3.605773579639031e-06,0.0001180537378199,7.28524374348214e-05,3.6313989079030185e-06,-3.6044707109347007e-06,1.8030103013338118e-09,1.6216944996276852e-09,19,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,2.6928196968317806e-08,2.4250235456255946e-09,7.235869618837719e-06,2.4250235456255946e-09,0.003721487310690822,0.0003351415193962188
-0.015,3.648649464507928e-06,-3.625932045829943e-06,0.0001174904629105,7.266846531867587e-05,3.648494724485692e-06,-3.6261212227600736e-06,2.863686002367822e-09,1.8416520443883622e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,2.2373501725618294e-08,3.404758401525317e-09,7.274615947245765e-06,3.404758401525317e-09,0.003075557787224369,0.0004680349490719167
-0.01,3.657718228378757e-06,-3.640953628842854e-06,0.0001196764430302,7.459065091917426e-05,3.657152977416924e-06,-3.640298161595248e-06,1.533864192033803e-09,1.78157778172802e-09,19,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,1.6854815821676055e-08,2.350905942812354e-09,7.297451139012172e-06,2.350905942812354e-09,0.0023096853271918757,0.0003221552523814613
-0.005,3.6574550775923273e-06,-3.647525751210737e-06,0.0001128341640679,6.75688506869223e-05,3.658184147363405e-06,-3.648558573881944e-06,1.9057420938529904e-09,1.6180239253000207e-09,21,17,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,9.625573481460935e-09,2.4999708700555828e-09,7.306742721245348e-06,2.4999708700555828e-09,0.001317354921157039,0.0003421460334220252
0.0,3.658078971460271e-06,-3.651655991766554e-06,0.0001126779581655,6.794131220019723e-05,3.6584010511284175e-06,-3.6523263734202656e-06,1.8037533099471e-09,1.6910142099167162e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,6.074677708151916e-09,2.4724593143842376e-09,7.310727424548683e-06,2.4724593143842376e-09,0.000830926576164468,0.00033819619093210295
0.005,3.656295537169157e-06,-3.651898393391157e-06,0.0001137262269229,6.886815920165833e-05,3.6553737494045422e-06,-3.6514538989382672e-06,1.7150590049633583e-09,2.210185900236294e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,3.919850466274998e-09,2.7975612779900325e-09,7.306827648342809e-06,2.7975612779900325e-09,0.0005364640655187783,0.00038286953178439043
0.01,3.646021932148688e-06,-3.64624501946198e-06,0.0001148961394944,6.997147303207033e-05,3.647147133657605e-06,-3.647165630209493e-06,2.2074371572911483e-09,1.6546302915283814e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-1.8496551887883436e-11,2.7587280049024263e-09,7.294312763867098e-06,2.7587280049024263e-09,-2.5357497665177498e-06,0.00037820259347485797
0.015,3.632941084052685e-06,-3.640222666736979e-06,0.0001140517656033,6.897053496138742e-05,3.631988023551777e-06,-3.638750667136253e-06,2.0155023155411023e-09,2.0558324536846366e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-6.76264358447581e-09,2.879009666808109e-09,7.27073869068803e-06,2.879009666808109e-09,-0.0009301178150078533,0.0003959722711308989
0.02,3.6110316164475495e-06,-3.622058973847757e-06,0.000115412736257,7.004947888143258e-05,3.609758521549136e-06,-3.621577988583421e-06,1.6251337331662084e-09,2.7608440389603526e-09,21,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-1.1819467034284964e-08,3.203641593271265e-09,7.231336510132557e-06,3.203641593271265e-09,-0.001634478912400704,0.00044302265121777366
0.025,3.580683348545591e-06,-3.59574166882408e-06,0.000118485670675,7.336953848939997e-05,3.578500151685883e-06,-3.59688679140744e-06,1.4326264935390475e-09,1.795731704120506e-09,19,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-1.8386639721556906e-08,2.2971876334277798e-09,7.175386943093323e-06,2.2971876334277798e-09,-0.00256245967881286,0.0003201493095118492
0.03,3.544243127217637e-06,-3.565323828575516e-06,0.0001216572613933,7.677284476309981e-05,3.5436764668790174e-06,-3.5649648162009205e-06,1.833124069420902e-09,3.1557336268612558e-09,19,21,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-2.1288349321903113e-08,3.649520321575583e-09,7.108641283079938e-06,3.649520321575583e-09,-0.0029947142462475726,0.0005133944084710799
0.035,3.500682903662405e-06,-3.5200978803000893e-06,0.0001205137376545,7.685730615111569e-05,3.5007729023024786e-06,-3.5196448866041104e-06,1.7569785424775542e-09,2.869344205697358e-09,19,21,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-1.8871984301631774e-08,3.3645370810106334e-09,7.020417788906589e-06,3.3645370810106334e-09,-0.0026881568688764653,0.0004792519958987144
0.04,3.450246357262196e-06,-3.464639557249241e-06,0.0001192471879858,7.547759317789948e-05,3.45065396395202e-06,-3.4641164468150627e-06,1.390406540787142e-09,1.7188184178015004e-09,19,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,-1.3462482863042737e-08,2.210784273066307e-09,6.914770410767083e-06,2.210784273066307e-09,-0.0019469168263461245,0.00031971972049749375
0.045,3.3997025315560884e-06,-3.3946242486941257e-06,0.0001187864041418,7.508033576256689e-05,3.3973942005975644e-06,-3.3952976469459868e-06,2.325816055086762e-09,7.798785674181051e-10,19,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,2.0965536515775952e-09,2.4530859956425224e-09,6.792691847543551e-06,2.4530859956425224e-09,0.00030864842666692945,0.00036113608088593653
0.05,3.3394241771499105e-06,-3.304780755089966e-06,0.0001205710254333,7.601698895861595e-05,3.338074727244433e-06,-3.304286081231243e-06,1.487658308009701e-09,7.781961278730414e-10,17,19,-3.0,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-243.hdf5,3.37886460131901e-08,1.678903348864038e-09,6.642360808475676e-06,1.678903348864038e-09,0.005086842914355942,0.00025276029393167765
