gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-0.6,-0.0003495732682852515,0.007742274455324636,0.0009145538123023592,5.5146388642315145,-7.643249862376255,3.667288766818093e-05,4.91152130983627e-05,4.972586348331789e-05,0.41316951463237755,3.402909369792289,25,6.032159325494629,0.3016079662747314,-7729.395018339195,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-0.6V/data.csv,True
