VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,1.0662520891689638e-06,-1.0670563154169195e-06,9.634688764183586e-05,6.888875300444894e-05,1.0656414057303296e-06,-1.0660863464734282e-06,8.70865078084614e-10,8.005981300482167e-10,23,17,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,-4.4494074309861227e-10,1.1829468923261189e-09,2.1317277522037577e-06,1.1829468923261189e-09,-0.0002087230616755058,0.0005549240126329117
-0.045,1.0894769318658383e-06,-1.0874779490348443e-06,0.0001012682950667,7.624949914756e-05,1.0893794112665245e-06,-1.0854501056472528e-06,1.1203738478695071e-09,1.649310579816616e-09,23,17,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,3.929305619271693e-09,1.9938563006608446e-09,2.1748295169137773e-06,1.9938563006608446e-09,0.0018067189123162307,0.0009167888974091165
-0.04,1.1117324610750384e-06,-1.1031419490889769e-06,0.000103583328238,7.960342804537797e-05,1.1111491236948635e-06,-1.1028301577453584e-06,8.340481405496111e-10,5.662623385361489e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,8.318965949505156e-09,1.0081117680092281e-09,2.2139792814402217e-06,1.0081117680092281e-09,0.0037574723572361356,0.0004553425106539257
-0.035,1.1262740585548765e-06,-1.1173254688863022e-06,0.00010388832798,8.206678276130035e-05,1.1265770096342249e-06,-1.1166333722018473e-06,5.896231859200754e-10,9.630711238963639e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,9.94363743237761e-09,1.1292304862416463e-09,2.243210381836072e-06,1.1292304862416463e-09,0.004432770779278724,0.0005034042235689363
-0.03,1.1386919629599925e-06,-1.1279223423989383e-06,0.0001106379182055,8.818727504807464e-05,1.138585829858687e-06,-1.1267488041699512e-06,1.033107042189004e-09,6.809358055832425e-10,23,21,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.1837025688735817e-08,1.2373292738579379e-09,2.2653346340286384e-06,1.2373292738579379e-09,0.005225287915933648,0.0005462090001841597
-0.025,1.1500885750482402e-06,-1.1380919059294536e-06,0.0001131846713298,9.179749523541855e-05,1.1502124134735232e-06,-1.1377504934575e-06,5.46802860845269e-10,6.348533997913951e-10,21,21,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.2461920016023134e-08,8.378736228425284e-10,2.2879629069310233e-06,8.378736228425284e-10,0.005446731666091137,0.00036621487558328265
-0.02,1.158000828874147e-06,-1.1460017138289715e-06,0.0001074031576571,8.741994033657823e-05,1.1589195731667566e-06,-1.145823466990925e-06,8.271567918101725e-10,8.54135450022932e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3096106175831534e-08,1.189006192256194e-09,2.3047430401576815e-06,1.189006192256194e-09,0.005682241337817664,0.0005159036676195271
-0.015,1.1668696748052436e-06,-1.1556907923797552e-06,0.0001096115026389,8.759936688206738e-05,1.1668787346389402e-06,-1.1548649831716e-06,4.888294031962334e-10,4.69023305758299e-10,23,21,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.201375146734012e-08,6.774489255830499e-10,2.3217437178105405e-06,6.774489255830499e-10,0.005174452018618735,0.00029178844747473155
-0.01,1.1691639128064983e-06,-1.1583353711165683e-06,0.0001057516216383,8.338727105897365e-05,1.1693819782406427e-06,-1.1575638855407927e-06,9.53415210022445e-10,8.647143326872147e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.1818092699849984e-08,1.287140800323274e-09,2.3269458637814355e-06,1.287140800323274e-09,0.005078800020145218,0.000553153135464156
-0.005,1.169154851623264e-06,-1.155828006633013e-06,0.0001044321077681,8.3070946138362e-05,1.1689487034420154e-06,-1.1557715344035446e-06,4.4517517103390235e-10,4.490815462153418e-10,23,19,-5.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-262.hdf5,1.3177169038470771e-08,6.323410219622213e-10,2.32472023784556e-06,6.323410219622213e-10,0.005668281638345758,0.0002720117328357607
