in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-1.5561792698201071e-06,1.5478769605826264e-06,-5.166635922896037e-05,-1.4272657817574389e-05,-1.5560266610940512e-06,1.5461939513057743e-06,7.564194709354015e-10,1.512608793772747e-09,19,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,-9.832709788276875e-09,1.6911995089311129e-09,3.1022206123998253e-06,1.6911995089311129e-09,-0.003169571418929635,0.0005451604560938522
-0.045,-1.5688438439992111e-06,1.5683962912297895e-06,-4.478434955572448e-05,-6.861505847561043e-06,-1.568497817049813e-06,1.568635664838745e-06,6.688542659277719e-10,9.480961497507395e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,1.3784778893196484e-10,1.160281146197746e-09,3.137133481888558e-06,1.160281146197746e-09,4.3940683342865064e-05,0.0003698539300340454
-0.04,-1.5938666585994758e-06,1.5968374313555368e-06,-4.252998963127648e-05,-4.997979920244033e-06,-1.593946301186397e-06,1.596814596105314e-06,7.409099899632856e-10,7.096785700264645e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,2.868294918917011e-09,1.0259587155349886e-09,3.1907608972917113e-06,1.0259587155349886e-09,0.0008989375923942135,0.00032154058642833465
-0.035,-1.6181588634437502e-06,1.6234639729024166e-06,-3.7331619873437294e-05,-2.7062041901188256e-07,-1.6191118381593284e-06,1.6228364366198091e-06,9.838105403234947e-10,7.23141897157124e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,3.724598460480713e-09,1.220990328657689e-09,3.2419482747791376e-06,1.220990328657689e-09,0.0011488765843231897,0.00037662264508023295
-0.03,-1.6411750811206753e-06,1.64270891446651e-06,-3.6050372299105534e-05,1.2894873370626557e-06,-1.6406678627954064e-06,1.6425814409670208e-06,6.463981062180941e-10,5.926543104197257e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,1.913578171614438e-09,8.769661586295215e-10,3.283249303762427e-06,8.769661586295215e-10,0.0005828306030314482,0.0002671031732416825
-0.025,-1.661448414408443e-06,1.6604839215382209e-06,-3.3782774732501536e-05,4.25194470417798e-06,-1.66107290639822e-06,1.6605450934300772e-06,1.0779210109031647e-09,4.327515641843266e-10,23,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,-5.278129681429053e-10,1.1615453594459761e-09,3.3216179998282973e-06,1.1615453594459761e-09,-0.00015890236871614655,0.00034969264201076337
-0.02,-1.6739392749285232e-06,1.6700346772198423e-06,-3.215424193831433e-05,5.999295422385673e-06,-1.673314135828662e-06,1.6697215630683857e-06,1.308243373282525e-09,5.284047337317772e-10,23,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,-3.59257276027624e-09,1.4109260385887667e-09,3.3430356988970474e-06,1.4109260385887667e-09,-0.001074643851832489,0.0004220495921609923
-0.015,-1.6816271224555e-06,1.6740506004457491e-06,-2.9526142756708478e-05,8.709635960296378e-06,-1.6818249171445415e-06,1.674504232454475e-06,1.1951098660760666e-09,6.918062526167228e-10,21,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,-7.320684690066501e-09,1.3808995195711912e-09,3.3563291495990167e-06,1.3808995195711912e-09,-0.0021811581533775102,0.0004114324736336084
-0.01,-1.6869879489740248e-06,1.6755639774716682e-06,-3.207538482826621e-05,6.905354532946557e-06,-1.686420610720086e-06,1.675031387307301e-06,1.184457679885384e-09,9.370379145012436e-10,23,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,-1.1389223412784975e-08,1.5102913787254124e-09,3.361451998027387e-06,1.5102913787254124e-09,-0.00338818564699676,0.00044929990031385446
-0.005,-1.6915377066108827e-06,1.675589420191836e-06,-2.7532525416006323e-05,1.1041041270651264e-05,-1.691391717006058e-06,1.6762986851320134e-06,9.295281812295067e-10,6.533313410598303e-10,23,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-080.hdf5,-1.5093031874044505e-08,1.1361621719239163e-09,3.367690402138071e-06,1.1361621719239163e-09,-0.004481715974978661,0.0003373747127989894
