imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,quiet
5.81e-06,30.309427155843554,-0.3842022112918792,0.013781198616586403,0.0,0.7003983111895292,0.06671151192160926,0.0016444550620811095,70,1.3975858167438532e-13,2.0859489802147063e-15,0.9875015576999641,/home/wfsch/repos/diode-paper/data/processed/extract_ic/JS633-W2/Wsc=inf-SSE_diode-3V/data_qca.csv,,ic+,ic-,rmse+,rmse-,0.06,0.025,True
