in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-3.542540917168001e-06,3.4867131945540453e-06,-5.582804985998265e-05,-1.1803061159975812e-05,-3.54093041284878e-06,3.4880383835311023e-06,1.6116774877633346e-09,1.3198081876793903e-09,19,21,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-5.289202931767774e-08,2.0831221704040046e-09,7.028968796379882e-06,2.0831221704040046e-09,-0.007524863297859372,0.00029637080584944773
-0.045,-3.6003870357016088e-06,3.5659085646805306e-06,-5.155563974696114e-05,-7.050908811502141e-06,-3.598516719083722e-06,3.565153691604088e-06,1.497316808454638e-09,1.202927635223368e-09,17,19,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-3.336302747963431e-08,1.920675016879448e-09,7.16367041068781e-06,1.920675016879448e-09,-0.004657253274781943,0.0002681161662084885
-0.04,-3.6481250206157912e-06,3.628202713617761e-06,-4.814853731553191e-05,-3.237245787280907e-06,-3.648171692378708e-06,3.62953935071084e-06,1.941289972130992e-09,1.668094229684445e-09,21,19,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-1.8632341667867715e-08,2.559520485364962e-09,7.2777110430895485e-06,2.559520485364962e-09,-0.0025601925602088587,0.0003516942151859797
-0.035,-3.6953994982668326e-06,3.68351039216766e-06,-4.433268350786711e-05,9.015786451586976e-07,-3.694561715208884e-06,3.6840560654625657e-06,1.441955597436718e-09,1.106583547204807e-09,19,19,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-1.05056497463184e-08,1.8176256743134588e-09,7.37861778067145e-06,1.8176256743134588e-09,-0.00142379644245001,0.00024633712853590193
-0.03,-3.733440423461132e-06,3.727828400239638e-06,-4.310459354927717e-05,2.798008107962296e-06,-3.732971111612679e-06,3.727952800421312e-06,1.8327913454950435e-09,1.2723947354554203e-09,21,17,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-5.018311191366755e-09,2.2311684111550614e-09,7.460923912033991e-06,2.2311684111550614e-09,-0.0006726125678982654,0.00029904726842946614
-0.025,-3.7669578202543504e-06,3.763460505789091e-06,-3.6860364058791214e-05,8.012355881146652e-06,-3.765911406556313e-06,3.763846264802253e-06,2.243398749759278e-09,1.2249439693307267e-09,23,17,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-2.0651417540600906e-09,2.556037104273177e-09,7.529757671358566e-06,2.556037104273177e-09,-0.0002742640393216645,0.00033945809572720687
-0.02,-3.7949298537438026e-06,3.790819990278245e-06,-3.4238857751656384e-05,1.0937692802523634e-05,-3.79159625046463e-06,3.7907575771401487e-06,2.2759446934689216e-09,1.0272278379260351e-09,23,17,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-8.386733244814378e-10,2.4970224826259655e-09,7.582353827604779e-06,2.4970224826259655e-09,-0.00011060857136844664,0.00032932022887269643
-0.015,-3.812886169857224e-06,3.810560765652903e-06,-2.9580946444129968e-05,1.578663276720971e-05,-3.811423548468473e-06,3.809890804745651e-06,3.580985323660189e-09,1.0390545977137436e-09,23,15,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,-1.5327437228221155e-09,3.728684801012247e-09,7.621314353214124e-06,3.728684801012247e-09,-0.00020111278078638944,0.0004892443355056731
-0.01,-3.822247212999248e-06,3.821344784110967e-06,-3.0726445108008004e-05,1.4265205108419676e-05,-3.821575010292098e-06,3.822026481345235e-06,2.7416673353481164e-09,1.7539048897780703e-09,23,15,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,4.514710531369938e-10,3.2546769640169e-09,7.643601491637333e-06,3.2546769640169e-09,5.906522646829987e-05,0.0004258041151484749
-0.005,-3.830433218062868e-06,3.83061592165222e-06,-3.13882420268353e-05,1.3393134985746338e-05,-3.83029360833615e-06,3.830296991609657e-06,2.502730585369306e-09,7.96257661819102e-10,23,15,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-118.hdf5,3.383273507034381e-12,2.6263447311707985e-09,7.660590599945808e-06,2.6263447311707985e-09,4.416465627413002e-07,0.0003428384139454775
