VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err
0.0100000000000001,-5.1e-06,5.25e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.499999999999994e-07,1.035e-05,3.535533905932737e-08,3.535533905932737e-08,0.0144927536231883,0.0034163335150194
0.0150000000000001,-5e-06,5.0750000000000005e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,7.500000000000014e-08,1.0075e-05,3.535533905932737e-08,3.535533905932737e-08,0.0074441687344913,0.0035093120263296
0.0250000000000001,-4.9000000000000005e-06,5.225000000000001e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.250000000000003e-07,1.0125000000000002e-05,3.535533905932737e-08,3.535533905932737e-08,0.0320987654320987,0.003493683774473
0.0300000000000001,-4.800000000000001e-06,5.2e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.999999999999996e-07,1e-05,3.535533905932737e-08,3.535533905932737e-08,0.0399999999999999,0.0035383612025908
0.0350000000000002,-4.7e-06,5.2e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,5.000000000000003e-07,9.9e-06,3.535533905932737e-08,3.535533905932737e-08,0.0505050505050505,0.0035757981652637
0.0400000000000002,-4.450000000000001e-06,5.150000000000001e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,7.000000000000001e-07,9.6e-06,3.535533905932737e-08,3.535533905932737e-08,0.0729166666666666,0.0036926253962642
0.0450000000000002,-4.25e-06,5.0750000000000005e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,8.250000000000006e-07,9.325e-06,3.535533905932737e-08,3.535533905932737e-08,0.0884718498659518,0.0038062667253758
0.0550000000000002,-3.800000000000001e-06,4.9000000000000005e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.0999999999999996e-06,8.700000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,0.1264367816091953,0.0040961860213839
0.0600000000000002,-3.575e-06,4.800000000000001e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.2250000000000006e-06,8.375e-06,3.535533905932737e-08,3.535533905932737e-08,0.1462686567164179,0.0042664528700608
0.0650000000000002,-3.4000000000000005e-06,4.675e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.2749999999999997e-06,8.075e-06,3.535533905932737e-08,3.535533905932737e-08,0.1578947368421052,0.0044326121912124
0.0700000000000002,-3.425e-06,4.775e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.3500000000000002e-06,8.2e-06,3.535533905932737e-08,3.535533905932737e-08,0.1646341463414634,0.0043696680820728
0.0750000000000002,-3.1500000000000003e-06,4.5e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.3499999999999998e-06,7.65e-06,3.535533905932737e-08,3.535533905932737e-08,0.1764705882352941,0.0046930240737153
0.0800000000000002,-3.0500000000000004e-06,4.25e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.1999999999999995e-06,7.3e-06,3.535533905932737e-08,3.535533905932737e-08,0.1643835616438355,0.004908197278908
0.0850000000000002,-2.9250000000000004e-06,4.175e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.2499999999999997e-06,7.1e-06,3.535533905932737e-08,3.535533905932737e-08,0.1760563380281689,0.0050562101139217
0.0900000000000002,-2.85e-06,4e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.15e-06,6.85e-06,3.535533905932737e-08,3.535533905932737e-08,0.1678832116788321,0.0052335938794868
0.0950000000000002,-2.7750000000000005e-06,3.900000000000001e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.1250000000000002e-06,6.675000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,0.1685393258426966,0.0053713806794121
0.1000000000000002,-2.7e-06,3.775e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,1.075e-06,6.475e-06,3.535533905932737e-08,3.535533905932737e-08,0.166023166023166,0.0055350252819577
0.1050000000000002,-2.6500000000000005e-06,3.625e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,9.749999999999996e-07,6.275e-06,3.535533905932737e-08,3.535533905932737e-08,0.1553784860557768,0.0057019245371378
0.1100000000000002,-2.55e-06,3.525000000000001e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,9.750000000000008e-07,6.075000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,0.1604938271604939,0.0058942864450635
0.1150000000000002,-2.5250000000000004e-06,3.35e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,8.249999999999997e-07,5.8750000000000005e-06,3.535533905932737e-08,3.535533905932737e-08,0.1404255319148935,0.0060769751654999
0.1200000000000002,-2.425e-06,3.225e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,8e-07,5.65e-06,3.535533905932737e-08,3.535533905932737e-08,0.1415929203539823,0.0063199985870346
