VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err,ic+ smoothed,ic- smoothed,delta smoothed,eta smoothed
0.1450000000000003,-2.1750000000000004e-06,2.675e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,4.999999999999994e-07,4.85e-06,3.535533905932737e-08,3.535533905932737e-08,0.1030927835051545,0.0073283964781928,2.6445701357466225e-06,-2.1603846153846286e-06,4.841855203619938e-07,0.10106111275269085
0.1500000000000003,-2.1e-06,2.55e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,4.500000000000005e-07,4.65e-06,3.535533905932737e-08,3.535533905932737e-08,0.0967741935483871,0.0076388191278339,2.548778280543002e-06,-2.1042533936651713e-06,4.4452488687783064e-07,0.09557705047218985
0.1550000000000003,-2.0500000000000003e-06,2.475e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,4.249999999999997e-07,4.525e-06,3.535533905932737e-08,3.535533905932737e-08,0.0939226519337016,0.0078477214567213,2.4577601809954903e-06,-2.0523755656108723e-06,4.053846153846178e-07,0.09012519957608428
0.1600000000000003,-2e-06,2.375e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.750000000000002e-07,4.375e-06,3.535533905932737e-08,3.535533905932737e-08,0.0857142857142857,0.008110852145877,2.367828054298657e-06,-1.9969683257918677e-06,3.708597285067895e-07,0.08489623830398534
0.1650000000000003,-1.9500000000000004e-06,2.275e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.249999999999995e-07,4.225e-06,3.535533905932737e-08,3.535533905932737e-08,0.0769230769230767,0.0083928488459653,2.281312217194584e-06,-1.9420135746606456e-06,3.392986425339387e-07,0.08020279111574519
0.1700000000000003,-1.875e-06,2.1750000000000004e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,3.000000000000003e-07,4.05e-06,3.535533905932737e-08,3.535533905932737e-08,0.0740740740740741,0.0087536304156729,2.193998060762767e-06,-1.8847495151906911e-06,3.092485455720749e-07,0.07566318979035272
0.1750000000000003,-1.825e-06,2.125e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.999999999999999e-07,3.95e-06,3.535533905932737e-08,3.535533905932737e-08,0.0759493670886075,0.0089764968725712,2.110715452847806e-06,-1.8282741686418153e-06,2.8244128420599003e-07,0.07157400480175022
0.1800000000000003,-1.7750000000000002e-06,2.025e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.5e-07,3.8e-06,3.535533905932737e-08,3.535533905932737e-08,0.0657894736842105,0.0093241499748466,2.032243679523092e-06,-1.773234845220139e-06,2.590088343029519e-07,0.06799469799598776
0.1850000000000003,-1.725e-06,1.975e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.5000000000000015e-07,3.7e-06,3.535533905932737e-08,3.535533905932737e-08,0.0675675675675676,0.0095772844238088,1.9593620268620275e-06,-1.7202788551317961e-06,2.390831717302305e-07,0.06498473121911591
0.1900000000000003,-1.675e-06,1.875e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2e-07,3.55e-06,3.535533905932737e-08,3.535533905932737e-08,0.056338028169014,0.0099750431158695,1.8928497809380166e-06,-1.6700535085829203e-06,2.227962723550959e-07,0.06260356631718524
0.1950000000000003,-1.625e-06,1.85e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2.2500000000000018e-07,3.475e-06,3.535533905932737e-08,3.535533905932737e-08,0.0647482014388489,0.0101955027812173,1.8334862278244633e-06,-1.6232061157796454e-06,2.1028011204481798e-07,0.06091066513624629
0.2,-1.5750000000000002e-06,1.7750000000000002e-06,2023/10/Data_1022/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-156.hdf5,2.5e-08,2.5e-08,2e-07,3.35e-06,3.535533905932737e-08,3.535533905932737e-08,0.0597014925373134,0.0105726241702689,1.7820506535947714e-06,-1.5803839869281049e-06,2.016666666666667e-07,0.05996548952234961
