angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
30.0,-8.341835347711002e-07,8.274043000645162e-07,-6.957484157072907e-05,-3.455650540134976e-05,-8.343313559888493e-07,8.272973329625617e-07,3.2362914055924016e-10,9.734762849909832e-10,17,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-133.hdf5,-7.034023026287521e-09,1.0258615394189212e-09,1.661628688951411e-06,1.0258615394189212e-09,-0.0042332099060749,0.000617388672904,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
45.0,-8.311456792524592e-07,8.232359952555522e-07,-6.93963609663778e-05,-3.459912553389844e-05,-8.307301954106908e-07,8.228372961395784e-07,3.0854335712852835e-10,7.194706635719227e-10,17,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-133.hdf5,-7.89289927111241e-09,7.828390888099324e-10,1.653567491550269e-06,7.828390888099324e-10,-0.0047732549844171,0.0004734297274516,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
60.0,-8.269425200767386e-07,8.182828350038681e-07,-6.445329566527564e-05,-2.956827303462402e-05,-8.272327865698555e-07,8.184777056345703e-07,5.321619144782151e-10,4.720096033716655e-10,17,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-133.hdf5,-8.755080935285231e-09,7.11329297088343e-10,1.6457104922044258e-06,7.11329297088343e-10,-0.005319939914558,0.0004322384564736,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
75.0,-8.246366072684506e-07,8.154879917941507e-07,-6.453491150242337e-05,-3.036683749098022e-05,-8.247021272203725e-07,8.15323685555924e-07,3.154139574641983e-10,7.830202486796858e-10,17,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-133.hdf5,-9.378441664448436e-09,8.441603369062205e-10,1.6400258127762964e-06,8.441603369062205e-10,-0.0057184719846404,0.0005147322271561,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
90.0,-8.24443740554123e-07,8.131023775851276e-07,-6.8940340021225e-05,-3.4431366807700075e-05,-8.241472918887955e-07,8.131337831726498e-07,4.283172270257788e-10,7.058483565842453e-10,17,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-133.hdf5,-1.1013508716145668e-08,8.256376623312023e-10,1.6372810750614453e-06,8.256376623312023e-10,-0.0067267061739734,0.0005042850333765,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
105.0,-8.254069771960641e-07,8.132271389708599e-07,-5.9614875602737873e-05,-2.516274896565874e-05,-8.252609194057523e-07,8.134779927245669e-07,3.4454057721619823e-10,7.099669810057485e-10,19,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-1.1782926681185316e-08,7.891522815444989e-10,1.6387389121303192e-06,7.891522815444989e-10,-0.0071902403695704,0.0004815731626622,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
120.0,-8.284321415122377e-07,8.155934066632179e-07,-6.0759516685732345e-05,-2.5789915877356577e-05,-8.279276787101572e-07,8.157357280031451e-07,7.82330452757362e-10,6.34599006000157e-10,17,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-1.2191950707012032e-08,1.007351396349817e-09,1.6436634067133022e-06,1.007351396349817e-09,-0.0074175470824597,0.0006128864973774,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
135.0,-8.323960699717788e-07,8.202917092459736e-07,-6.034944993951377e-05,-2.650269268242702e-05,-8.31862138195681e-07,8.194310499156865e-07,3.049926263953403e-10,4.700238454497471e-10,19,23,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-1.2431088279994565e-08,5.603060926376717e-10,1.6512931881113675e-06,5.603060926376717e-10,-0.007528092751483,0.000339323127674,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
150.0,-8.362971574681425e-07,8.239440055693083e-07,-5.0012187031018665e-05,-1.6178199901987768e-05,-8.361065759254799e-07,8.23862813218287e-07,3.9932715185716247e-10,5.150758755899629e-10,19,21,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-1.2243762707192889e-08,6.517402333945023e-10,1.659969389143767e-06,6.517402333945023e-10,-0.0073758966805456,0.0003926325184099,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
165.0,-8.391191095810362e-07,8.279973641134298e-07,-4.948157381809011e-05,-1.6271460886619722e-05,-8.388840668315846e-07,8.281041424627015e-07,3.755933904658501e-10,6.43992895727516e-10,19,21,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-1.0779924368883044e-08,7.455181048835391e-10,1.666988209294286e-06,7.455181048835391e-10,-0.0064667070281479,0.0004472339328578,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
180.0,-8.403229781080893e-07,8.304713831689597e-07,-4.296077329289325e-05,-9.12509599797156e-06,-8.402542446293684e-07,8.302074292316978e-07,7.668018762494873e-10,6.014995942449726e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-1.004681539767064e-08,9.745700997345446e-10,1.6704616738610663e-06,9.745700997345446e-10,-0.0060143944365084,0.000583424176297,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
195.0,-8.393709869946884e-07,8.305196214988996e-07,-4.28411818486968e-05,-9.164943254603998e-06,-8.398536941963441e-07,8.3037491404278e-07,7.255757848896295e-10,4.2179351888947003e-10,19,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-9.47878015356408e-09,8.392675331474246e-10,1.670228608239124e-06,8.392675331474246e-10,-0.0056751393831993,0.0005024947148732,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
210.0,-8.380657552009252e-07,8.281929515459678e-07,-4.152334434337418e-05,-7.887930772502757e-06,-8.367002233646811e-07,8.280532594200264e-07,6.376843434441369e-10,5.654021876550567e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-8.646963944654668e-09,8.522446571724012e-10,1.6647534827847076e-06,8.522446571724012e-10,-0.0051941407746392,0.0005119413548638,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
225.0,-8.327718074737627e-07,8.256806747988813e-07,-4.390447634710848e-05,-1.0541236594078042e-05,-8.329603313543287e-07,8.249334630733328e-07,6.92043262715266e-10,6.530958360078207e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-8.026868280995895e-09,9.515555940040207e-10,1.6578937944276614e-06,9.515555940040207e-10,-0.0048416058422891,0.0005739612211073,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
240.0,-8.278290529366599e-07,8.207035057009729e-07,-3.7361998513513616e-05,-3.79945940199837e-06,-8.277033506515047e-07,8.209533507400888e-07,3.851575378845512e-10,4.249566108981584e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-6.7499999114158965e-09,5.735280726654436e-10,1.6486567013915934e-06,5.735280726654436e-10,-0.0040942422432264,0.0003478788999159,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
255.0,-8.24187617667523e-07,8.182520975143697e-07,-3.3955128570793554e-05,2.3412260442474298e-07,-8.239086996146208e-07,8.183858395216008e-07,7.407926036607601e-10,3.9272274075334096e-10,22,17,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-5.5228600930200044e-09,8.384538345927601e-10,1.6422945391362217e-06,8.384538345927601e-10,-0.0033628925636717,0.000510540926524,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
270.0,-8.216002334660847e-07,8.181095445734752e-07,-3.5486682516451144e-05,-1.17288876350192e-06,-8.212573254234658e-07,8.176474286483528e-07,7.147433095875346e-10,4.0624220526162077e-10,23,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-3.609896775113031e-09,8.22125737302979e-10,1.6389047540718186e-06,8.22125737302979e-10,-0.0022026275573027,0.0005016324039316,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
285.0,-8.213156127576389e-07,8.182631922833815e-07,-3.921760245328184e-05,-5.186315758986573e-06,-8.217787985111166e-07,8.183666824215532e-07,9.077690273408567e-10,5.490629514028216e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-3.4121160895634126e-09,1.0609027908354952e-09,1.6401454809326697e-06,1.0609027908354952e-09,-0.0020803740456139,0.0006468359660388,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
300.0,-8.235915522126658e-07,8.207616140923637e-07,-3.6830534018975685e-05,-3.378607760814048e-06,-8.235420508881009e-07,8.211387954325869e-07,3.5664675176324244e-10,4.1168590855262886e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-2.4032554555140133e-09,5.446854072251938e-10,1.6446808463206878e-06,5.446854072251938e-10,-0.0014612290651346,0.0003311803563268,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
315.0,-8.263289962298518e-07,8.240629783355213e-07,-4.564224606286528e-05,-1.2323235747896718e-05,-8.267206074360499e-07,8.242137693881637e-07,6.294204542381875e-10,4.711625357432931e-10,21,21,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-2.5068380478861654e-09,7.862342165674654e-10,1.6509343768242136e-06,7.862342165674654e-10,-0.0015184359130666,0.0004762364476708,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
330.0,-8.311854357703079e-07,8.279945143320593e-07,-4.363694520712736e-05,-1.0106638449345129e-05,-8.312647640382735e-07,8.278317613219926e-07,3.41870133385973e-10,3.724394054011938e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-3.433002716280821e-09,5.055554359285813e-10,1.659096525360266e-06,5.055554359285813e-10,-0.0020692001121124,0.0003047179657663,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
345.0,-8.345447333051708e-07,8.305493270989396e-07,-4.3097451066888286e-05,-9.22506877248093e-06,-8.346415947588725e-07,8.3051466187664e-07,5.19717110089284e-10,4.6213687841275567e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-4.126932882232526e-09,6.954684528493318e-10,1.6651562566355126e-06,6.954684528493318e-10,-0.0024784057747055,0.0004176608567697,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
360.0,-8.376559624043757e-07,8.335125262735805e-07,-4.654058842001309e-05,-1.3739358280941324e-05,-8.369811715639845e-07,8.316352168191394e-07,6.219237831038005e-10,6.523437621573375e-10,21,19,-5.4,2024/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-134.hdf5,-5.345954744845111e-09,9.012999367667416e-10,1.6686163883831235e-06,9.012999367667416e-10,-0.0032038249067092,0.0005401508511624,Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv
0.0,-3.788587475135927e-06,3.796393335289249e-06,-5.0378305660648354e-05,-4.095198002974336e-06,-3.788998455352204e-06,3.797723319257362e-06,2.406341238370949e-09,1.4985805946882855e-09,19,19,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,8.724863905158148e-09,2.8348230904698322e-09,7.586721774609566e-06,2.8348230904698322e-09,0.0011500176445586,0.0003736561125176,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
15.0,-3.781067425565409e-06,3.7885866465506655e-06,-5.46684384529292e-05,-7.320940310413965e-06,-3.78278426495084e-06,3.789818227160149e-06,1.8128462939038487e-09,1.0199540141127292e-09,19,19,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,7.033962209308885e-09,2.080076411150703e-09,7.572602492110989e-06,2.080076411150703e-09,0.0009288698590262,0.0002746846029039,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
30.0,-3.763100271994942e-06,3.7689801456386e-06,-5.989706366037565e-05,-1.3407983771098622e-05,-3.763501251965495e-06,3.76979406105973e-06,1.65985738161252e-09,1.7149020736056363e-09,19,21,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,6.292809094234861e-09,2.3866327009723302e-09,7.533295313025225e-06,2.3866327009723302e-09,0.0008353328567054,0.0003168113600324,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
45.0,-3.73040206609048e-06,3.739806244312246e-06,-6.658550094167813e-05,-1.991640055819236e-05,-3.729657596805234e-06,3.739253205382132e-06,1.0982975022315787e-09,2.844338657742596e-09,17,21,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,9.595608576898084e-09,3.0490194822823092e-09,7.468910802187366e-06,3.0490194822823092e-09,0.0012847400151154,0.0004082284658799,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
60.0,-3.700396841692862e-06,3.708532872351664e-06,-7.472924395417545e-05,-2.895607053576944e-05,-3.7004592433025615e-06,3.7081767190883822e-06,1.181677676757623e-09,1.7742639815861901e-09,15,23,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,7.717475785820753e-09,2.131753927661768e-09,7.408635962390943e-06,2.131753927661768e-09,0.001041686462258,0.0002877392134095,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
75.0,-3.6779719319332928e-06,3.6824996474952017e-06,-6.413634724989187e-05,-1.948883684127225e-05,-3.6783711783992207e-06,3.6810004594877136e-06,1.1451908044379064e-09,2.140759589598367e-09,17,21,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,2.6292810884929236e-09,2.4278207510083003e-09,7.359371637886935e-06,2.4278207510083003e-09,0.0003572697803379,0.0003298951358095,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
90.0,-3.670512058484947e-06,3.6681327534714736e-06,-6.975109979237466e-05,-2.563630727078516e-05,-3.671806902326447e-06,3.6674467921338703e-06,9.355471797577111e-10,2.119260016643467e-09,17,23,-2.2,2024/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-120.hdf5,-4.360110192576589e-09,2.316573232966373e-09,7.339253694460317e-06,2.316573232966373e-09,-0.0005940808662694,0.0003156415813111,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
105.0,-3.683660482584886e-06,3.6710443969805886e-06,-7.148920898694463e-05,-2.6832468961609166e-05,-3.682884622855583e-06,3.670526663502312e-06,1.212344129682411e-09,1.957609014632154e-09,17,23,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,-1.2357959353271336e-08,2.3026096809803604e-09,7.353411286357895e-06,2.3026096809803604e-09,-0.0016805750245736,0.0003131353385492,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
120.0,-3.705394299688703e-06,3.690391605790767e-06,-6.832456526000263e-05,-2.3957043624773696e-05,-3.705809429760889e-06,3.689288019502861e-06,6.5860061579564e-10,2.3113225247945964e-09,17,23,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,-1.6521410258027965e-08,2.403324069856012e-09,7.395097449263749e-06,2.403324069856012e-09,-0.0022341031164738,0.0003249896413256,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
135.0,-3.735380604451631e-06,3.7203860558489776e-06,-5.8467820844538704e-05,-1.2907841535190132e-05,-3.7347580968916985e-06,3.7208240608848894e-06,1.4672498115003967e-09,1.5716654373536912e-09,19,21,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,-1.3934036006809082e-08,2.1501056384094526e-09,7.4555821577765875e-06,2.1501056384094526e-09,-0.0018689400387433,0.0002883892026131,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
150.0,-3.7646431098586393e-06,3.755688907325583e-06,-5.337674774593213e-05,-7.556031630731401e-06,-3.765406630636746e-06,3.756911198406277e-06,1.391585828703529e-09,1.1758207780672527e-09,19,19,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,-8.495432230469145e-09,1.82183029417758e-09,7.522317829043023e-06,1.82183029417758e-09,-0.0011293636381155,0.0002421901729518,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
165.0,-3.788239298036562e-06,3.785397336703356e-06,-5.048910056061417e-05,-3.914241195855844e-06,-3.787975684349619e-06,3.786772938246021e-06,1.079382012625213e-09,1.866156518254646e-09,19,19,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,-1.202746103598157e-09,2.155830624099017e-09,7.57474862259564e-06,2.155830624099017e-09,-0.0001587836327677,0.0002846075505192,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
180.0,-3.8006472991896543e-06,3.803022397208629e-06,-4.347582035117795e-05,2.613948724981588e-06,-3.80022332439041e-06,3.803325569988922e-06,2.097912567822997e-09,1.679127239666594e-09,21,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,3.1022455985117982e-09,2.687137032088248e-09,7.603548894379332e-06,2.687137032088248e-09,0.0004079996908818,0.0003534056653111,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
195.0,-3.797876903095472e-06,3.800470737738825e-06,-4.9848663608685656e-05,-3.477597598274237e-06,-3.7978493262689112e-06,3.8000756137949262e-06,1.3819230474809787e-09,2.5004806428117168e-09,21,19,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,2.226287526014996e-09,2.856941503467512e-09,7.597924940063837e-06,2.856941503467512e-09,0.0002930125716662,0.0003760160370953,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
210.0,-3.7779294750419935e-06,3.778186655102987e-06,-5.039158958965219e-05,-4.755725573209926e-06,-3.777804513687503e-06,3.7800943386788232e-06,1.487660684333651e-09,1.6861309190113027e-09,19,19,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-121.hdf5,2.2898249913202447e-09,2.2485932908727553e-09,7.557898852366326e-06,2.2485932908727553e-09,0.000302971108247,0.0002975156770415,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
225.0,-3.747886152958307e-06,3.745624687807646e-06,-4.219964411993133e-05,3.30675735843233e-06,-3.7466663979065455e-06,3.745857760441992e-06,2.3875718203188456e-09,1.4915974788207372e-09,21,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,-8.086374645534704e-10,2.815201988491239e-09,7.4925241583485376e-06,2.815201988491239e-09,-0.0001079259068724,0.0003757347918258,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
240.0,-3.712918902633312e-06,3.715349904007248e-06,-3.991309579159539e-05,4.308031574498303e-06,-3.7130474492212233e-06,3.7140153252878433e-06,1.2560706128653394e-09,1.254872722172261e-09,21,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,9.678760666200007e-10,1.775505261427273e-09,7.427062774509066e-06,1.775505261427273e-09,0.0001303174748895,0.0002390588756833,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
255.0,-3.6855905463898e-06,3.6906652014028353e-06,-3.690831136879261e-05,6.570763662775599e-06,-3.684847892351793e-06,3.6915622838911545e-06,2.895432983199889e-09,9.976690248566172e-10,23,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,6.714391539361443e-09,3.0624950029935006e-09,7.3764101762429475e-06,3.0624950029935006e-09,0.0009102519218611,0.0004151743461317,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
270.0,-3.6728659619868058e-06,3.683417784120359e-06,-3.447006426776937e-05,8.927400440577796e-06,-3.670434724721735e-06,3.683972482854593e-06,2.306273516233769e-09,1.030450773613775e-09,23,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,1.3537758132857881e-08,2.526009962079029e-09,7.354407207576328e-06,2.526009962079029e-09,0.0018407680933021,0.0003434694558486,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
285.0,-3.672876094978021e-06,3.693472030086996e-06,-3.66813925221176e-05,6.9852507655523365e-06,-3.671417465200552e-06,3.6925386757408735e-06,2.264393216583581e-09,1.6034932930573224e-09,23,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,2.1121210540321644e-08,2.7746472532899662e-09,7.363956140941425e-06,2.7746472532899662e-09,0.0028681879870106,0.0003767891352124,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
300.0,-3.6903802005086658e-06,3.715029277862376e-06,-3.5335093158309706e-05,8.999393794891135e-06,-3.687997119191074e-06,3.7144499999869744e-06,2.139632775941674e-09,1.0143807003128072e-09,21,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,2.6452880795900368e-08,2.367909757792931e-09,7.402447119178048e-06,2.367909757792931e-09,0.0035735318834452,0.0003198840652124,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
315.0,-3.7157910816516777e-06,3.740776188328957e-06,-4.2840397663837e-05,1.5998240544683272e-06,-3.716614388598828e-06,3.741798285762006e-06,1.703652000432813e-09,1.464641757603227e-09,21,19,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,2.5183897163178058e-08,2.2466876989679262e-09,7.458412674360834e-06,2.2466876989679262e-09,0.0033765759904584,0.0003012303830004,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
330.0,-3.748153869384173e-06,3.770196230804424e-06,-4.1981536177914754e-05,3.839513511228568e-06,-3.748412089305569e-06,3.7692892835034974e-06,1.7952818781554101e-09,2.614605002082966e-09,21,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,2.087719419792931e-08,3.1716236124342503e-09,7.517701372809067e-06,3.1716236124342503e-09,0.0027770714960081,0.0004218890436194,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
345.0,-3.7764852590655504e-06,3.7911834929651255e-06,-4.399775593131155e-05,2.48086469950475e-06,-3.775298907646978e-06,3.790886200421762e-06,1.896088481789482e-09,8.048117197304781e-10,21,17,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,1.5587292774783968e-08,2.059823641720396e-09,7.56618510806874e-06,2.059823641720396e-09,0.0020601257505795,0.0002722412924561,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
360.0,-3.790360347804971e-06,3.800379260553699e-06,-5.035633681545419e-05,-3.731237988241716e-06,-3.7892479765895777e-06,3.799400124282383e-06,1.9875514102168633e-09,1.494908576619207e-09,21,19,-2.2,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-122.hdf5,1.0152147692805269e-08,2.486988592797463e-09,7.588648100871961e-06,2.486988592797463e-09,0.0013378071506094,0.000327725147517,Wsc=0.9um-NNE_diode-angle_20mT_-2.2V/data.csv
0.0,-3.63145315040094e-06,3.595404580719726e-06,-5.200336862277753e-05,-1.6873882987780487e-06,-3.6313512526758064e-06,3.595457352003936e-06,1.6837351074447807e-09,1.2628681087817607e-09,19,19,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-048.hdf5,-3.5893900671870185e-08,2.1047089519028764e-09,7.2268086046797425e-06,2.1047089519028764e-09,-0.0049667706224607,0.0002912398857101,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
15.0,-3.625498301054872e-06,3.590223700184265e-06,-6.011599809110237e-05,-9.60445483082525e-06,-3.6245901838672233e-06,3.5892038320719336e-06,2.0236579684984148e-09,2.117434874097284e-09,17,21,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-049.hdf5,-3.538635179528966e-08,2.9289455473788703e-09,7.213794015939155e-06,2.9289455473788703e-09,-0.0049053731943415,0.0004060250098414,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
30.0,-3.603176850802796e-06,3.5759601184352565e-06,-6.778329985518598e-05,-1.7973505645066852e-05,-3.60290376684528e-06,3.5761748267202386e-06,1.5357924846818003e-09,1.989256664752806e-09,17,21,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-050.hdf5,-2.6728940125041592e-08,2.513125670210018e-09,7.179078593565519e-06,2.513125670210018e-09,-0.0037231714037785,0.0003500648524565,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
45.0,-3.570161154904872e-06,3.551369981408198e-06,-7.49560656451762e-05,-2.5950404878004133e-05,-3.569931861471903e-06,3.5514161142753744e-06,9.45380060293748e-10,2.8320753466643203e-09,17,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-051.hdf5,-1.8515747196528545e-08,2.9856982814050117e-09,7.121347975747277e-06,2.9856982814050117e-09,-0.0026000340468667,0.0004192616880232,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
60.0,-3.5356018692492733e-06,3.525714435061577e-06,-7.140204914270379e-05,-2.208914312236933e-05,-3.53593511643575e-06,3.5255542672995545e-06,1.510331266682728e-09,1.5077089893320895e-09,19,19,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-052.hdf5,-1.0380849136195511e-08,2.134077536462123e-09,7.061489383735304e-06,2.134077536462123e-09,-0.0014700651055435,0.0003022138427828,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
