angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
75.0,-3.5106986241736297e-06,3.5047936414963427e-06,-6.585473201731086e-05,-1.796519470520483e-05,-3.511092714229011e-06,3.5040609420041645e-06,1.854134110123973e-09,1.0883581004644679e-09,21,17,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-053.hdf5,-7.031772224846325e-09,2.1499620120299434e-09,7.015153656233175e-06,2.1499620120299434e-09,-0.0010023689529021,0.0003064741269351,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
90.0,-3.500990934992816e-06,3.49531345017776e-06,-7.173895171885735e-05,-2.3830097571688604e-05,-3.501993873602632e-06,3.494416928256861e-06,1.096992356734473e-09,1.888988456026269e-09,19,21,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-054.hdf5,-7.576945345770974e-09,2.1844151660649037e-09,6.996410801859493e-06,2.1844151660649037e-09,-0.0010829760516288,0.000312219580712,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
105.0,-3.508285122738454e-06,3.5018166547765875e-06,-5.999609878338421e-05,-1.3277115849917384e-05,-3.508129355575812e-06,3.499897182473034e-06,1.7402052337768823e-09,3.675630087140137e-09,23,25,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-055.hdf5,-8.232173102778034e-09,4.0667641673884e-09,7.008026538048846e-06,4.0667641673884e-09,-0.0011746777866897,0.00058030130895,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
120.0,-3.528230273381538e-06,3.5205827264969792e-06,-6.22082210238608e-05,-1.5132808575204854e-05,-3.527449627072608e-06,3.5205832345524253e-06,2.271423959541688e-09,3.394772930385276e-09,23,25,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-055.hdf5,-6.866392520182358e-09,4.084586888885665e-09,7.048032861625033e-06,4.084586888885665e-09,-0.0009742282215465,0.0005795360077714,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
135.0,-3.555537658083492e-06,3.552847260750766e-06,-5.876836796226857e-05,-1.106775268073781e-05,-3.554227320904489e-06,3.552924388489136e-06,2.6994952202525277e-09,3.654240628366474e-09,23,25,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-055.hdf5,-1.3029324153531272e-09,4.543209109668016e-09,7.107151709393625e-06,4.543209109668016e-09,-0.0001833269456779,0.0006392447174033,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
150.0,-3.581540426106496e-06,3.585352330900783e-06,-5.533607024562414e-05,-6.770196195680563e-06,-3.5811152100391298e-06,3.5857131610337704e-06,2.248840352377375e-09,2.7198429867286027e-09,25,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-055.hdf5,4.5979509946406175e-09,3.5291399523024813e-09,7.1668283710729e-06,3.5291399523024813e-09,0.0006415600816114,0.0004924271233901,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
165.0,-3.603635179596204e-06,3.6152799722086815e-06,-5.284835930979025e-05,-3.527959608421435e-06,-3.6034418365307375e-06,3.6149528364092e-06,2.634064999709913e-09,3.5742347687596794e-09,25,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-055.hdf5,1.1510999878462528e-08,4.439983401422503e-09,7.218394672939938e-06,4.439983401422503e-09,0.0015946758801668,0.0006150936943753,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
180.0,-3.613787027195314e-06,3.627877422652587e-06,-5.084972520696063e-05,-2.128574956900879e-06,-3.614610853749145e-06,3.6298080897388655e-06,2.6031938381610635e-09,4.014167534467153e-09,25,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-055.hdf5,1.5197235989720418e-08,4.7843661182867085e-09,7.244418943488011e-06,4.7843661182867085e-09,0.0020977853583938,0.000660422413845,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
195.0,-3.6126866586264527e-06,3.6229257360401416e-06,-4.883081975167368e-05,-1.0495488111375036e-07,-3.6104425997953663e-06,3.6229234071175457e-06,2.427844997196094e-09,3.355793635039387e-09,25,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-056.hdf5,1.2480807322179391e-08,4.141953917100112e-09,7.233366006912911e-06,4.141953917100112e-09,0.0017254494394796,0.000572618623031,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
210.0,-3.5931967178668167e-06,3.595652043816331e-06,-5.154435400911108e-05,-1.0164444374244288e-06,-3.5916455023615286e-06,3.5963001032784246e-06,2.0483824180335158e-09,2.54185069110211e-09,19,19,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-058.hdf5,4.654600916896002e-09,3.264487014274234e-09,7.187945605639953e-06,3.264487014274234e-09,0.0006475565025483,0.0004541614360799,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
225.0,-3.5656131415393986e-06,3.563282814348736e-06,-4.716424976761538e-05,2.300287353838421e-06,-3.5658906421476228e-06,3.5644051234832287e-06,1.3110933183348591e-09,2.0650787390690862e-09,19,19,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-058.hdf5,-1.4855186643941043e-09,2.446122623242236e-09,7.1302957656308514e-06,2.446122623242236e-09,-0.0002083389964767,0.0003430604783773,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
240.0,-3.5384668015959667e-06,3.530714081679596e-06,-4.163330164564676e-05,7.240152237959753e-06,-3.537996588589228e-06,3.532726843085368e-06,1.4963135036197323e-09,1.493529853733097e-09,21,19,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-058.hdf5,-5.269745503860111e-09,2.114139428965546e-09,7.070723431674596e-06,2.114139428965546e-09,-0.0007452908538684,0.0002989991104238,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
255.0,-3.5160681347354854e-06,3.509088972340447e-06,-3.7983756040728326e-05,1.0419914554132905e-05,-3.5174414347560986e-06,3.509052261687056e-06,1.4565728433290755e-09,2.185381848234903e-09,21,17,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-058.hdf5,-8.389173069042716e-09,2.6263088680728982e-09,7.0264936964431545e-06,2.6263088680728982e-09,-0.0011939344759235,0.0003737725889196,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
270.0,-3.505885762673674e-06,3.498587295433107e-06,-3.740366283190159e-05,1.1016664176970632e-05,-3.507472278047689e-06,3.498648403051997e-06,1.4991548738706183e-09,2.3043304638624967e-09,21,17,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-058.hdf5,-8.823874995692121e-09,2.7490733388788993e-09,7.006120681099686e-06,2.7490733388788993e-09,-0.0012594523270911,0.0003923819820306,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
285.0,-3.5083430095529825e-06,3.5033070377576227e-06,-3.935791254012192e-05,8.493474752196999e-06,-3.5104432398600126e-06,3.5029798680027503e-06,1.9017359595455522e-09,2.0468901267980154e-09,19,19,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-059.hdf5,-7.463371857262287e-09,2.7939861937761676e-09,7.013423107862763e-06,2.7939861937761676e-09,-0.0010641553692796,0.0003983771879719,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
300.0,-3.5276063844996903e-06,3.520203523883368e-06,-4.9405643689528056e-05,-9.007677767420543e-07,-3.528524640361141e-06,3.5195127049470708e-06,1.3849915237551344e-09,2.5352657262431e-09,17,21,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-059.hdf5,-9.011935414070393e-09,2.888905298471468e-09,7.048037345308212e-06,2.888905298471468e-09,-0.001278644674048,0.0004098882452681,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
315.0,-3.555979365568157e-06,3.543111921335466e-06,-4.202784702558393e-05,6.66894088755243e-06,-3.5571304002648985e-06,3.542592029625655e-06,1.3739575118135475e-09,2.372718669917857e-09,19,21,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-059.hdf5,-1.4538370639243576e-08,2.7418156631775304e-09,7.099722429890553e-06,2.7418156631775304e-09,-0.0020477378915597,0.0003861871275644,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
330.0,-3.5883174021076425e-06,3.567893431774936e-06,-4.782246346313273e-05,2.12954199085606e-06,-3.5886763560401195e-06,3.5671572585438782e-06,1.710872080299467e-09,1.8889402079221788e-09,17,21,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-059.hdf5,-2.1519097496241297e-08,2.548563984728127e-09,7.155833614583998e-06,2.548563984728127e-09,-0.0030072104321129,0.0003561535448841,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
345.0,-3.612929730281469e-06,3.585873506785044e-06,-4.829121347395142e-05,2.6058011418176497e-06,-3.613313567187922e-06,3.586436672882669e-06,1.0819318400058227e-09,2.4171178150662103e-09,17,21,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-059.hdf5,-2.6876894305252833e-08,2.648213556027692e-09,7.199750240070591e-06,2.648213556027692e-09,-0.0037330314815183,0.0003678227604822,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
360.0,-3.6277369687249766e-06,3.596065970169803e-06,-4.6901300878024254e-05,4.385478705246647e-06,-3.627000377178807e-06,3.5968042060072043e-06,1.838559157150173e-09,2.3815184896350102e-09,17,21,-3.0,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-059.hdf5,-3.0196171171602866e-08,3.0086425661441035e-09,7.223804583186011e-06,3.0086425661441035e-09,-0.0041800924739695,0.0004164936657199,Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv
0.0,-3.760750469817948e-06,3.746862620282068e-06,-4.24859945658098e-05,6.3178476162500575e-06,-3.7616617533205088e-06,3.747431106234064e-06,9.660236584309746e-10,1.97324006604105e-09,17,21,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-031.hdf5,-1.4230647086444909e-08,2.1970157183957633e-09,7.509092859554573e-06,2.1970157183957633e-09,-0.0018951220011,0.0002925812351453,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
15.0,-3.752838368961093e-06,3.735608341655501e-06,-3.990140690011678e-05,9.86299288469912e-06,-3.75078720566444e-06,3.735997743650873e-06,1.9554699822584822e-09,1.834429326832684e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-032.hdf5,-1.4789462013566871e-08,2.681229905595155e-09,7.4867849493153135e-06,2.681229905595155e-09,-0.0019754089523994,0.0003581290440614,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
30.0,-3.728105837578311e-06,3.712937426474406e-06,-4.503106275284568e-05,3.872924151126898e-06,-3.727773237076284e-06,3.713202523237317e-06,1.191863634539814e-09,1.796088541900218e-09,19,21,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-033.hdf5,-1.4570713838967284e-08,2.1555679005041124e-09,7.440975760313601e-06,2.1555679005041124e-09,-0.0019581724639771,0.00028968943088,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
45.0,-3.6955964393607138e-06,3.682940173591192e-06,-5.1227071514673126e-05,-2.5305117632761376e-06,-3.6951999969925576e-06,3.683118564555311e-06,1.7010401052153843e-09,1.271268820303093e-09,17,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-034.hdf5,-1.2081432437246712e-08,2.123596443071513e-09,7.3783185615478686e-06,2.123596443071513e-09,-0.0016374235317256,0.0002878161565133,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
60.0,-3.665092579336216e-06,3.651693314941917e-06,-6.064238174511179e-05,-1.2938983901154046e-05,-3.6645790375999256e-06,3.650335635077652e-06,1.072268099296643e-09,2.2243978553055716e-09,19,21,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-035.hdf5,-1.4243402522273641e-08,2.469353092503634e-09,7.314914672677578e-06,2.469353092503634e-09,-0.0019471727504184,0.00033757847962,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
75.0,-3.642059778432097e-06,3.623023148646687e-06,-6.086868281236016e-05,-1.363954803296267e-05,-3.64244718439938e-06,3.6230338641746594e-06,1.41349999464363e-09,1.824386290668841e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-036.hdf5,-1.941332022472061e-08,2.307892452528487e-09,7.265481048574039e-06,2.307892452528487e-09,-0.002671993787463,0.0003176528402925,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
90.0,-3.638342202580458e-06,3.610379834284255e-06,-6.24178497116084e-05,-1.5530845694355784e-05,-3.637607418082972e-06,3.6101660275358376e-06,1.4682685755359923e-09,2.207754722263063e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-037.hdf5,-2.744139054713453e-08,2.65141349539851e-09,7.24777344561881e-06,2.65141349539851e-09,-0.0037861821638095,0.0003658271770583,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
105.0,-3.648549094369116e-06,3.6133258483938593e-06,-5.6724922378748536e-05,-1.0355040009006582e-05,-3.648094793239386e-06,3.61324187980008e-06,1.3725116171897379e-09,1.5270140943732494e-09,21,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-038.hdf5,-3.4852913439305654e-08,2.053182939665958e-09,7.261336673039466e-06,2.053182939665958e-09,-0.0047997930696025,0.000282758765033,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
120.0,-3.67070549707564e-06,3.633006497660861e-06,-5.067029106404695e-05,-3.3643681012703896e-06,-3.66991322542153e-06,3.633318200059471e-06,2.345226840799964e-09,1.0461512298266923e-09,21,17,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-039.hdf5,-3.6595025362059e-08,2.567980009750169e-09,7.303231425481001e-06,2.567980009750169e-09,-0.0050107990874257,0.0003516268482396,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
135.0,-3.700519695229594e-06,3.665349717091672e-06,-5.778831571416986e-05,-1.0017810900861611e-05,-3.698759413199141e-06,3.665361353769058e-06,1.3767914034745974e-09,1.3201579346950604e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-040.hdf5,-3.3398059430082906e-08,1.907451582929402e-09,7.364120766968199e-06,1.907451582929402e-09,-0.0045352405924533,0.0002590222593856,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
150.0,-3.728440530976093e-06,3.70107543647874e-06,-5.716401659412511e-05,-9.164278941677444e-06,-3.728666142048541e-06,3.701185961757859e-06,2.052453734059622e-09,1.9101709353706484e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-041.hdf5,-2.7480180290682063e-08,2.8038044391130524e-09,7.4298521038064e-06,2.8038044391130524e-09,-0.0036986174027076,0.0003773727360349,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
165.0,-3.7530439056235503e-06,3.7328923678447487e-06,-4.05617520041089e-05,7.82146121520642e-06,-3.751694373223382e-06,3.733412388850236e-06,1.702107614000446e-09,1.9986268656407475e-09,21,17,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-042.hdf5,-1.828198437314573e-08,2.6252008833038373e-09,7.485106762073618e-06,2.6252008833038373e-09,-0.0024424480443991,0.0003507242845193,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
180.0,-3.765361877792848e-06,3.7538792389052953e-06,-4.2772197082223496e-05,6.495240292315705e-06,-3.7652933628866496e-06,3.754034296354199e-06,1.78838084604441e-09,1.535638568141644e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-043.hdf5,-1.1259066532450585e-08,2.3572212162761982e-09,7.519327659240848e-06,2.3572212162761982e-09,-0.001497350167819,0.000313488647604,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
195.0,-3.7653910600925673e-06,3.755409385881272e-06,-3.4557427718926007e-05,1.4630811462618195e-05,-3.7639199121410537e-06,3.75627095966469e-06,1.0327557385863811e-09,1.4536290346150763e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-044.hdf5,-7.64895247636355e-09,1.7831494008801e-09,7.520190871805744e-06,1.7831494008801e-09,-0.0010171221192058,0.0002371150351957,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
210.0,-3.74826549984602e-06,3.740404800057843e-06,-3.4458205017340745e-05,1.3295000602027745e-05,-3.747494534796007e-06,3.741027976254901e-06,1.8306178630710222e-09,2.59806182535885e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,-6.466558541105702e-09,3.178220730059773e-09,7.488522511050908e-06,3.178220730059773e-09,-0.000863529291868,0.0004244124138428,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
225.0,-3.7175700489416177e-06,3.708428700211072e-06,-3.718172691117596e-05,9.74587198491472e-06,-3.715896910306173e-06,3.709041654262236e-06,1.928930831654993e-09,2.37167086040763e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,-6.855256043937074e-09,3.0570568891363293e-09,7.4249385645684095e-06,3.0570568891363293e-09,-0.000923274446559,0.0004117284157334,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
240.0,-3.6829515172277328e-06,3.677950479121024e-06,-3.366001848488196e-05,1.2510448592997566e-05,-3.6808163120663954e-06,3.6769033883745663e-06,2.678735329413363e-09,2.431082545637257e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,-3.9129236918290385e-09,3.6174279963462222e-09,7.357719700440962e-06,3.6174279963462222e-09,-0.0005318120084942,0.0004916507634392,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
255.0,-3.653223924568673e-06,3.6537535563992407e-06,-3.684824229232895e-05,8.715026932316354e-06,-3.652888854164589e-06,3.653725392587481e-06,1.903177376083553e-09,3.249024136383733e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,8.365384228920393e-10,3.7654006378658225e-09,7.30661424675207e-06,3.7654006378658225e-09,0.0001144905690435,0.0005153413791097,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
270.0,-3.638569402684064e-06,3.645617651542701e-06,-4.187817366084382e-05,4.005397509004593e-06,-3.637845043872383e-06,3.6454241596584673e-06,2.735366670588042e-09,1.897871872989473e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,7.579115786084147e-09,3.329286480441189e-09,7.28326920353085e-06,3.329286480441189e-09,0.0010406200257447,0.0004571145443109,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
285.0,-3.6407283106544593e-06,3.653253660914069e-06,-3.447631918257918e-05,1.0538442623885572e-05,-3.640035864057337e-06,3.653394265134748e-06,3.227438289363016e-09,2.272394865715966e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,1.3358401077411114e-08,3.9471681415134515e-09,7.293430129192085e-06,3.9471681415134515e-09,0.0018315663330952,0.0005411959382957,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
300.0,-3.660364043093062e-06,3.67383369706048e-06,-4.276262823746341e-05,2.922959821163913e-06,-3.659033379817336e-06,3.672619257351514e-06,1.8712789489527367e-09,2.511842336160437e-09,23,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,1.3585877534178025e-08,3.132257464915932e-09,7.331652637168851e-06,3.132257464915932e-09,0.0018530443552798,0.0004272246651134,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
315.0,-3.688426895273913e-06,3.700370868314153e-06,-4.2635887038425305e-05,3.628994820968289e-06,-3.687636649865429e-06,3.698626463801535e-06,2.399479181061447e-09,2.950879698576155e-09,25,23,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,1.0989813936105853e-08,3.803313205064264e-09,7.386263113666964e-06,3.803313205064264e-09,0.0014878719816751,0.0005149176730303,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
330.0,-3.720604917048395e-06,3.72537256689623e-06,-4.707206795256496e-05,1.6491405589015108e-07,-3.719570747761184e-06,3.723026493388749e-06,2.1306328407886517e-09,2.925469210020968e-09,23,25,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,3.4557456275653634e-09,3.619111272263928e-09,7.442597241149933e-06,3.619111272263928e-09,0.0004643198490519,0.0004862699868241,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
345.0,-3.745523833183083e-06,3.740932378473912e-06,-5.079716247592167e-05,-2.7132093451971508e-06,-3.745602920028633e-06,3.74134315132994e-06,2.2145418911112717e-09,2.934680367905768e-09,23,25,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,-4.259768698692774e-09,3.6764853663870635e-09,7.486946071358573e-06,3.6764853663870635e-09,-0.0005689594472956,0.0004910528173186,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
360.0,-3.760533212226463e-06,3.7503970191202567e-06,-5.199373354305213e-05,-3.391928238982064e-06,-3.760691414763881e-06,3.750261087323545e-06,1.4093272425787304e-09,2.7866744055263366e-09,23,25,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-045.hdf5,-1.0430327440335944e-08,3.122780414805071e-09,7.510952502087426e-06,3.122780414805071e-09,-0.0013886823858142,0.0004157639693475,Wsc=0.9um-NNE_diode-angle_20mT_-2.4V/data.csv
0.0,-2.6519254419724733e-06,2.592807234649909e-06,-5.620266996570464e-05,-9.232191363698788e-06,-2.652344665193357e-06,2.591265275693005e-06,5.3059476036246e-10,1.5234114519657907e-09,19,19,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-6.107938950035191e-08,1.6131686990840775e-09,5.2436099408863625e-06,1.6131686990840775e-09,-0.0116483472624638,0.0003076655499065,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
15.0,-2.648145873385066e-06,2.59033629545182e-06,-5.973824713209761e-05,-1.2916087318775948e-05,-2.6484771471819435e-06,2.589193469865063e-06,6.32224239825831e-10,8.006434232263564e-10,19,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-5.9283677316880514e-08,1.0201653692313654e-09,5.237670617047006e-06,1.0201653692313654e-09,-0.0113187104824672,0.000194787108633,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
30.0,-2.6343030909492587e-06,2.582126427062692e-06,-6.179250651481197e-05,-1.502447832509172e-05,-2.6348453691831894e-06,2.581570874080107e-06,6.134293550843033e-10,1.3762861074339696e-09,17,21,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-5.327449510308253e-08,1.50680424182934e-09,5.216416243263296e-06,1.50680424182934e-09,-0.0102128535413337,0.0002888731939976,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
45.0,-2.6139762893519013e-06,2.5680512092781766e-06,-7.406104157905276e-05,-2.7618970089264342e-05,-2.6145712289962778e-06,2.568027933725811e-06,7.547523228592406e-10,1.3915381022153631e-09,15,23,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-4.654329527046687e-08,1.5830443325373275e-09,5.182599162722089e-06,1.5830443325373275e-09,-0.008980685908578,0.0003054660644127,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
60.0,-2.5929038106551777e-06,2.555341538687483e-06,-7.245354171147019e-05,-2.570366738841868e-05,-2.5929140017573885e-06,2.553906358391104e-06,8.310109816165407e-10,1.529669335354548e-09,17,23,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-3.9007643366284426e-08,1.740823807021064e-09,5.146820360148493e-06,1.740823807021064e-09,-0.0075789789883319,0.0003382425811954,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
75.0,-2.5737438319525537e-06,2.542983976087976e-06,-7.316541690743161e-05,-2.674176853685224e-05,-2.574829175122227e-06,2.543436971595316e-06,9.536554694325864e-10,1.2566909891636815e-09,15,23,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-3.1392203526910843e-08,1.5775712334547302e-09,5.118266146717543e-06,1.5775712334547302e-09,-0.0061333667744189,0.0003082295567754,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
90.0,-2.566113965947549e-06,2.5397242946151287e-06,-7.199856320971171e-05,-2.5417822361500444e-05,-2.566496665056133e-06,2.539503392448484e-06,8.916275774627075e-10,1.2325487765065154e-09,17,23,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-076.hdf5,-2.69932726076488e-08,1.521241671582699e-09,5.106000057504617e-06,1.521241671582699e-09,-0.0052865789862213,0.0002979363321719,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
105.0,-2.568092438074883e-06,2.545349189538749e-06,-7.553938600624967e-05,-2.881054550937277e-05,-2.5685846110104435e-06,2.5458102465437646e-06,9.724812383803883e-10,1.4643657012788124e-09,15,23,-4.2,2024/06/Data_0618/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-077.hdf5,-2.2774364466678933e-08,1.7578642342580503e-09,5.114394857554208e-06,1.7578642342580503e-09,-0.0044529929934995,0.0003437125430487,Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv
