imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,invert_current,remove_zero_field_offset,quiet,parent_csv,device,wsc,gate
3.805711918105728e-06,34.568734046657646,-0.1344519997279654,-0.001839972511748,0.0,0.293825945683233,0.0279281161506779,0.0005757701019533,42,2.1154157884599494e-15,5.4241430473332033e-17,0.9958251872895262,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-2.4V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-2.4V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-2.4
3.939273980914424e-06,31.830142403559588,-0.0543052341974548,0.0056544498222377,0.0,0.2067020492880334,0.023186286045364,0.0004614834216425,42,1.3342071803537778e-15,3.421044052189174e-17,0.997672246737752,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_0.00V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_0.00V/fit_diode/data_fit.csv,0.9-NNE,9e-07,0.0
3.4423218614258105e-07,39.92673909014427,0.0817584889402511,0.0059414560336381,0.0,2.462029282218253,0.1870806608400537,0.0037597048942405,42,9.806969503754748e-16,2.5146075650653202e-17,0.8551463316150647,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.8V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-5.8V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-5.8
1.689823972539824e-06,33.17905694233149,-0.2229460654140138,-0.0059759327203123,0.0,0.9634444394526052,0.0659656452747539,0.0013892137288459,42,2.109514411838564e-15,5.409011312406574e-17,0.976774768637051,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-4.8V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-4.8V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-4.8
2.64121870910474e-06,36.983217700246975,-0.2826328039359209,-0.0080010036997748,0.0,0.7423266257752926,0.0368204092761611,0.0007923886253488,42,1.985776734427935e-15,5.0917352164818843e-17,0.9923432556451566,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-4.2V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-4.2V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-4.2
3.3653045953543897e-06,37.15696166956364,-0.2787456864861432,-0.0080605470680148,0.0,0.7396203483820373,0.0367417848574687,0.0007885168953001,42,3.2240310395140044e-15,8.266746255164114e-17,0.992446783349219,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-3.6V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-3.6V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-3.6
8.21619730012062e-07,28.78280746077011,-0.0495578575492302,0.0007511864811626,0.0,0.4602716188224753,0.0633211026297526,0.0012860174526826,42,3.4572876996855973e-16,8.864840255604094e-18,0.9802512543936454,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.4V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-5.4V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-5.4
1.068471804998563e-06,33.79417569426288,-0.1149051220677485,-0.0014994072131614,0.0,1.0065747313128144,0.1029600464180314,0.0021132618730525,42,2.1521194485264047e-15,5.518254996221552e-17,0.9425270844680442,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.2V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-5.2V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-5.2
1.3948527823809107e-06,32.55600215571973,-0.195321695378399,-0.004767596564282,0.0,1.2444996099870946,0.0973074949375974,0.0020344295606503,42,3.028909807343841e-15,7.766435403445747e-17,0.94529512954684,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.0V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-5.0V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-5.0
3.9282469569409685e-06,33.01647826609576,-0.1015317630247775,0.0024115535006664,0.0,0.2364034582207854,0.0270617852303677,0.0005506373813759,42,1.978080980247841e-15,5.0720025134560013e-17,0.9964347432612962,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-1.2V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True,diode-lowfield_-1.2V/fit_diode/data_fit.csv,0.9-NNE,9e-07,-1.2
