angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.0,-3.851409113006931e-06,3.865971713784864e-06,-5.576653659770409e-05,1.50291577089771e-06,-3.850525314721711e-06,3.866876208980492e-06,2.001539938880364e-09,1.2421057193737663e-09,19,19,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-069.hdf5,1.6350894258780766e-08,2.355629161186929e-09,7.717401523702204e-06,2.355629161186929e-09,0.0021187046194969636,0.0003052367355837318
15.0,-3.845347115887216e-06,3.857637936708212e-06,-6.281029612064424e-05,-4.1771173712619015e-06,-3.846152383516128e-06,3.857315260712135e-06,2.722237829232597e-09,1.5260763110804464e-09,17,21,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-070.hdf5,1.1162877196006715e-08,3.1208152310167138e-09,7.703467644228263e-06,3.1208152310167138e-09,0.0014490717312703163,0.00040511866236122933
30.0,-3.826629631597997e-06,3.838812776829299e-06,-6.470820681717385e-05,-6.713348199358925e-06,-3.826818556872808e-06,3.838175911933335e-06,1.8802655348384887e-09,1.5419384329943684e-09,17,21,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-070.hdf5,1.1357355060527285e-08,2.4316604640957987e-09,7.664994468806142e-06,2.4316604640957987e-09,0.0014817173197903487,0.0003172426468575902
45.0,-3.7987763739568073e-06,3.8105874975675056e-06,-7.024358812835174e-05,-1.2834466447626568e-05,-3.7995888799761703e-06,3.81018056027825e-06,1.096531627545154e-09,2.255101940762994e-09,15,21,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-070.hdf5,1.059168030207974e-08,2.5075618384079477e-09,7.60976944025442e-06,2.5075618384079477e-09,0.0013918529838829945,0.00032951908556324796
60.0,-3.770712789545456e-06,3.778135698049853e-06,-8.002108109888004e-05,-2.369417124796928e-05,-3.77294785640266e-06,3.77868422744832e-06,1.539448638347178e-09,2.4753630130350042e-09,15,23,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-070.hdf5,5.736371045660279e-09,2.915017007911054e-09,7.5516320838509795e-06,2.915017007911054e-09,0.0007596200373595263,0.00038601163517486384
75.0,-3.7550876009610823e-06,3.75070197744445e-06,-7.814805211906564e-05,-2.173373922704701e-05,-3.753618310160936e-06,3.7507861072541673e-06,1.3624768432514547e-09,2.338392828823529e-09,15,23,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-070.hdf5,-2.832202906768596e-09,2.7063673383873363e-09,7.504404417415104e-06,2.7063673383873363e-09,-0.00037740542076810806,0.00036063721790463614
90.0,-3.748628620277523e-06,3.737861281613077e-06,-7.947130886440061e-05,-2.3538737661445e-05,-3.7495059585871e-06,3.7354463638806826e-06,1.243580091549204e-09,3.044020162712562e-09,13,23,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-070.hdf5,-1.4059594706417608e-08,3.2882442420079045e-09,7.484952322467783e-06,3.2882442420079045e-09,-0.0018783813310626633,0.00043931476131323414
105.0,-3.760416725189368e-06,3.735381909289332e-06,-7.733432349515051e-05,-2.2142034002731063e-05,-3.761190665550229e-06,3.734313744025279e-06,1.6199770739249056e-09,2.6247359322363366e-09,15,23,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-071.hdf5,-2.6876921524949663e-08,3.0844066583404417e-09,7.495504409575508e-06,3.0844066583404417e-09,-0.0035857388717715102,0.00041150352513321455
120.0,-3.7853260482107465e-06,3.7502064733468174e-06,-7.221189828544381e-05,-1.635791810079652e-05,-3.7841068166898106e-06,3.7495648939782486e-06,1.2404629328017214e-09,1.1753604476967724e-09,15,21,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-071.hdf5,-3.4541922711561966e-08,1.7088652579021567e-09,7.533671710668059e-06,1.7088652579021567e-09,-0.004585005033156523,0.00022683271657594273
135.0,-3.815397511049612e-06,3.775411253541784e-06,-6.982846493511955e-05,-1.3241518477206436e-05,-3.814070972077062e-06,3.77661959195324e-06,1.0894646236400608e-09,2.3466333278732892e-09,17,21,-1.8,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-071.hdf5,-3.745138012382212e-08,2.5872033436993017e-09,7.590690564030302e-06,2.5872033436993017e-09,-0.004933856782582004,0.0003408431435525944
