imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,quiet
5.462500000000001e-06,50.27329934794681,0.12063893651268659,0.022581209215541718,0.0,2.4735459387807435,0.07511175984795378,0.0014926766548729203,50,1.4526158177094583e-13,3.0906719525733154e-15,0.986383684054391,/home/wfsch/repos/diode-paper/data/processed/extract_ic/JS633-W2/Wsc=inf-SSE_diode-0V/data_qca.csv,,ic+,ic-,rmse+,rmse-,0.06,,True
