in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-9.156886812265456e-07,9.000508216734528e-07,-4.433814337417221e-05,-3.0767967534162077e-06,-9.156222664994544e-07,8.99732820498564e-07,6.897787065775996e-10,5.962545302257875e-10,15,17,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.588944600089041e-08,9.117642945754351e-10,1.8153550869980184e-06,9.117642945754351e-10,-0.008752803302612364,0.0005022704518152391
-0.045,-9.308998375233598e-07,9.163168617686194e-07,-4.1933734104280944e-05,-1.736230985666827e-06,-9.303236313288388e-07,9.162818858584388e-07,5.004019999374902e-10,5.635829848445849e-10,15,15,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.4041745470399975e-08,7.536762848516407e-10,1.8466055171872775e-06,7.536762848516407e-10,-0.007604085084608734,0.00040815326668210415
-0.04,-9.426499658071482e-07,9.313281003106282e-07,-4.0411218960796336e-05,8.538172148611464e-08,-9.427993566129408e-07,9.31037067285827e-07,5.63488167323967e-10,5.891788965898531e-10,15,15,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.1762289327113787e-08,8.152611157788404e-10,1.8738364238987679e-06,8.152611157788404e-10,-0.0062771163891887465,0.0004350844965757969
-0.035,-9.540264007645634e-07,9.433231911489206e-07,-3.693780435912698e-05,2.6555461597326688e-06,-9.543323162302384e-07,9.43466909036908e-07,4.5719619861434567e-10,4.2271577542767467e-10,17,15,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.0865407193330458e-08,6.226692467296169e-10,1.8977992252671465e-06,6.226692467296169e-10,-0.005725266955887272,0.0003281060733370595
-0.03,-9.617423807792335e-07,9.505094544799572e-07,-3.730245820774647e-05,2.4098201616588243e-06,-9.6168373352475e-07,9.504568030734968e-07,6.168405412129013e-10,5.520413686553907e-10,16,15,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.1226930451253265e-08,8.277934077961372e-10,1.912140536598247e-06,8.277934077961372e-10,-0.0058713939882401615,0.0004329219846557924
-0.025,-9.682147514903e-07,9.586370164858486e-07,-3.0987793007739505e-05,8.674608471145553e-06,-9.684376421671648e-07,9.584525679268211e-07,4.5248856785352204e-10,3.9030761666091135e-10,17,13,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-9.985074240343663e-09,5.975666821884001e-10,1.926890210093986e-06,5.975666821884001e-10,-0.00518196324213855,0.00031012389920112603
-0.02,-9.750338844492162e-07,9.643126860181042e-07,-3.005079390128504e-05,6.816370021507309e-06,-9.744580176005146e-07,9.63399529675568e-07,5.978645752395373e-10,6.454686933503963e-10,17,13,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.1058487924946702e-08,8.798135509423689e-10,1.9378575472760827e-06,8.798135509423689e-10,-0.005706553580520344,0.0004540209250769149
-0.015,-9.78788210347033e-07,9.700106590495892e-07,-3.387881461602431e-05,2.887911386120652e-06,-9.781546389032863e-07,9.687688716547893e-07,1.1109793492417387e-09,6.915088109096497e-10,17,15,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-9.385767248497024e-09,1.3086097775911942e-09,1.9469235105580756e-06,1.3086097775911942e-09,-0.004820819717671725,0.0006721501777804521
-0.01,-9.822810454445958e-07,9.701519606515586e-07,-3.427156143876824e-05,9.837610893691954e-07,-9.809779820580035e-07,9.70236921138501e-07,5.254523331091541e-10,4.0527795047865544e-10,15,15,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.074106091950258e-08,6.635890079816218e-10,1.9512149031965045e-06,6.635890079816218e-10,-0.005504806724213946,0.00034009532274125267
-0.005,-9.83254268531983e-07,9.72142696618333e-07,-2.7808264308606013e-05,7.105571230324049e-06,-9.823721238090138e-07,9.72324685161479e-07,7.97386229024474e-10,5.113539335899015e-10,17,13,-5.25,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-086.hdf5,-1.0047438647534703e-08,9.472632388284348e-10,1.9546968089704926e-06,9.472632388284348e-10,-0.005140151967008391,0.0004846151834373502
