in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-3.6231524587193546e-06,3.520952644024536e-06,-6.456248275471052e-05,-7.97674913764673e-06,-3.6229730884678727e-06,3.5224618628812684e-06,1.6661368901258322e-09,1.8038749155330879e-09,17,21,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-1.0051122558660429e-07,2.4556011173494127e-09,7.1454349513491415e-06,2.4556011173494127e-09,-0.014066495079858868,0.00034369412952297825
-0.045,-3.680393765325625e-06,3.602958880244598e-06,-6.13354855173624e-05,-4.0099555368934506e-06,-3.678722813013175e-06,3.602523323305274e-06,1.5645063044472796e-09,2.019133794065428e-09,17,21,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-7.619948970790096e-08,2.5543259883954387e-09,7.281246136318448e-06,2.5543259883954387e-09,-0.010465171521646848,0.00035082811532481716
-0.04,-3.7303689729657463e-06,3.670375434307379e-06,-5.970030035286353e-05,-1.3306151263187233e-06,-3.729363717036295e-06,3.6697468924788816e-06,1.7099238844113014e-09,1.6603002060364335e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-5.961682455741361e-08,2.383366624051964e-09,7.399110609515177e-06,2.383366624051964e-09,-0.008057296032410573,0.0003221257408741778
-0.035,-3.7752955194539424e-06,3.726354084245267e-06,-5.452721434035423e-05,3.717194113778892e-06,-3.7753589511170665e-06,3.726348643268055e-06,1.2068126233889538e-09,1.8135168408111574e-09,19,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-4.901030784901129e-08,2.1783571883133883e-09,7.501707594385122e-06,2.1783571883133883e-09,-0.00653322023450961,0.0002903877083694125
-0.03,-3.815717219321887e-06,3.7753338670248416e-06,-5.703717774705881e-05,1.5034919345426504e-06,-3.815030120659391e-06,3.774819370407567e-06,1.249844013212469e-09,2.218335472598673e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-4.0210750251824465e-08,2.5461976212290803e-09,7.589849491066959e-06,2.5461976212290803e-09,-0.0052979641163044666,0.00033547876777426333
-0.025,-3.850244933092426e-06,3.812902022382392e-06,-5.297887200149968e-05,5.791870480495336e-06,-3.849327581209655e-06,3.813492915374976e-06,1.708812317719978e-09,2.6364606630107024e-09,19,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-3.583466583467898e-08,3.1418090910802257e-09,7.662820496584631e-06,3.1418090910802257e-09,-0.004676432894474133,0.0004100113589301644
-0.02,-3.875452071058028e-06,3.843700564340808e-06,-5.588096426350563e-05,2.597726093778016e-06,-3.875863590959637e-06,3.844688901020089e-06,1.3836052317003634e-09,2.2561970920009307e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-3.117468993954821e-08,2.646656145996694e-09,7.720552491979727e-06,2.646656145996694e-09,-0.004037883295519736,0.0003428093682236776
-0.015,-3.893382934259536e-06,3.8653556657986825e-06,-5.311702402932624e-05,5.774674973850371e-06,-3.894206672576595e-06,3.86597989541219e-06,1.6255966848561166e-09,2.0298734060528e-09,19,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-2.8226777164404903e-08,2.6005673662521397e-09,7.760186567988786e-06,2.6005673662521397e-09,-0.0036373838331209686,0.0003351188205198028
-0.01,-3.903476661562091e-06,3.882843281198325e-06,-5.481797362811863e-05,4.302046736292125e-06,-3.9054045149081404e-06,3.882559189918599e-06,1.1975266450170632e-09,1.493963856650248e-09,19,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-2.284532498954169e-08,1.914679626074061e-09,7.78796370482674e-06,1.914679626074061e-09,-0.002933414414268888,0.0002458521811936925
-0.005,-3.910386464753596e-06,3.892994519679625e-06,-5.246142894329876e-05,6.764846003024637e-06,-3.909124736128066e-06,3.893784066754357e-06,1.7182503101393223e-09,1.5963419624972735e-09,19,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-1.5340669373708946e-08,2.3453553652961685e-09,7.802908802882423e-06,2.3453553652961685e-09,-0.0019660193091122695,0.00030057507491265553
0.0,-3.909449955347349e-06,3.897921993693895e-06,-6.293225133236852e-05,-4.715626014213829e-06,-3.908699745511272e-06,3.898206501197245e-06,1.528610086610286e-09,1.840980363910145e-09,17,21,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-1.0493244314027087e-08,2.3928764065846437e-09,7.806906246708518e-06,2.3928764065846437e-09,-0.001344097646676769,0.00030650791650994614
0.005,-3.902916371423909e-06,3.899039347908958e-06,-6.377493264840625e-05,-5.580128811584637e-06,-3.90140333677258e-06,3.900070220125868e-06,2.3328446715322043e-09,2.029675726652999e-09,17,21,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,-1.3331166467119316e-09,3.092207596016247e-09,7.80147355689845e-06,3.092207596016247e-09,-0.000170880108352495,0.0003963619973342359
0.01,-3.892844271761105e-06,3.892980686170364e-06,-6.964242852169409e-05,-1.0905026063986854e-05,-3.892189071148347e-06,3.894916974263074e-06,1.8871973426554628e-09,1.890111519079252e-09,15,21,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,2.727903114726472e-09,2.670961505653333e-09,7.78710604541142e-06,2.670961505653333e-09,0.0003503102563158105,0.0003429979833283202
0.015,-3.873137497719999e-06,3.882858028775423e-06,-6.317679297518749e-05,-4.574003962868859e-06,-3.874306261101858e-06,3.88232519189057e-06,2.160433104137788e-09,1.353753682180652e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,8.018930788711789e-09,2.5495333356267598e-09,7.756631452992428e-06,2.5495333356267598e-09,0.0010338161400743318,0.00032869096766001323
0.02,-3.850378430521589e-06,3.86292679470435e-06,-6.329937425320192e-05,-4.944257464895266e-06,-3.851507889745133e-06,3.862074254420684e-06,1.849263539929685e-09,1.769221778266568e-09,17,21,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,1.0566364675551035e-08,2.5592814110226307e-09,7.713582144165817e-06,2.5592814110226307e-09,0.0013698388735696456,0.0003317892730487032
0.025,-3.820830931313109e-06,3.835437510981693e-06,-6.21813868838172e-05,-3.5032140380333626e-06,-3.818811228691717e-06,3.835345563743275e-06,1.9628686110263732e-09,8.735204120285142e-10,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,1.653433505155837e-08,2.148462495456476e-09,7.654156792434992e-06,2.148462495456476e-09,0.002160177208271998,0.00028069290536741843
0.03,-3.7828155413273303e-06,3.8005332444930657e-06,-5.8361486243272174e-05,3.426728834517578e-07,-3.7806296083241863e-06,3.80035145623512e-06,1.5599522970298391e-09,1.5524592819930352e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,1.9721847910933692e-08,2.200813711165714e-09,7.580981064559307e-06,2.200813711165714e-09,0.0026014901953959903,0.0002903082252403579
0.035,-3.7298579756085777e-06,3.758352292981313e-06,-6.102757233126137e-05,-2.5429506745831865e-06,-3.7294379646396906e-06,3.758526904451323e-06,1.264121271861491e-09,1.3532300382935403e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,2.908893981163255e-08,1.8518191397954203e-09,7.487964869091013e-06,1.8518191397954203e-09,0.003884759119491401,0.0002473079328423789
0.04,-3.6709673884501785e-06,3.712933832258728e-06,-5.930924759041866e-05,-1.067081798057619e-06,-3.670073877133135e-06,3.711910577957069e-06,1.3908182700884824e-09,1.6253915608018315e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,4.183670082393383e-08,2.139222565872409e-09,7.381984455090204e-06,2.139222565872409e-09,0.005667405706210283,0.00028979428688549985
0.045,-3.600497344216586e-06,3.6582992040388825e-06,-6.04748015669308e-05,-3.200715783233795e-06,-3.5985005258464557e-06,3.6581096295595032e-06,1.5589934523697203e-09,1.1762200945375668e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,5.960910371304749e-08,1.9529347903413525e-09,7.256610155405959e-06,1.9529347903413525e-09,0.00821445584597658,0.00026913402219127337
0.05,-3.515690204268764e-06,3.6019682337710963e-06,-5.8777182717048566e-05,-2.0141142403080827e-06,-3.5151240826727757e-06,3.599618747452304e-06,1.3042033572244395e-09,2.2078692714923343e-09,17,19,-1.8,2024/06/Data_0614/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-067.hdf5,8.449466477952814e-08,2.56429973228474e-09,7.11474283012508e-06,2.56429973228474e-09,0.0118759970383979,0.0003604459951212058
