VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.06,-3.33207417567022e-06,3.106604909337444e-06,-7.286451856049458e-05,-6.688399415978615e-05,-3.3305017034519087e-06,3.1065104622039857e-06,1.6532254598572083e-09,1.144947469652843e-09,39,35,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-2.2399124124792293e-07,2.010984616894054e-09,6.437012165655894e-06,2.010984616894054e-09,-0.03479739287165065,0.00031259871905392245
-0.055,-3.357297519885054e-06,3.14808300001358e-06,-8.405676422238315e-05,-7.765846775971226e-05,-3.356521625525115e-06,3.1472090935985444e-06,1.828193893075034e-09,1.8968994155629943e-09,41,39,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-2.093125319265707e-07,2.6344867248555414e-09,6.5037307191236594e-06,2.6344867248555414e-09,-0.032183456075619066,0.00040528288348916597
-0.05,-3.3820778804339176e-06,3.188850405823323e-06,-9.24396005084738e-05,-8.637339796112854e-05,-3.3810684824104437e-06,3.187791701319356e-06,2.3024478164057388e-09,1.6266928308853303e-09,45,43,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-1.9327678109108766e-07,2.8191125400248365e-09,6.568860183729799e-06,2.8191125400248365e-09,-0.029423183883531084,0.0004293488494939599
-0.045,-3.404392961119956e-06,3.2257152752615514e-06,-9.754867720638238e-05,-9.191159833333743e-05,-3.40230297015804e-06,3.223684663167252e-06,1.527525169789869e-09,1.8447682072219502e-09,45,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-1.7861830699078798e-07,2.3950997646692e-09,6.625987633325291e-06,2.3950997646692e-09,-0.026957235188974738,0.00036160192106722685
-0.04,-3.423607256137144e-06,3.263341393885911e-06,-9.987811345854744e-05,-9.404341130930596e-05,-3.423500157588526e-06,3.2613457308676943e-06,1.6688407148590836e-09,1.915772803235957e-09,43,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-1.6215442672083178e-07,2.540711468307634e-09,6.68484588845622e-06,2.540711468307634e-09,-0.024257017951730117,0.0003801821136665255
-0.035,-3.4410168377799155e-06,3.297300929772231e-06,-9.539470564099838e-05,-8.947769220794516e-05,-3.440444390448558e-06,3.295753740327784e-06,1.4700899221338527e-09,1.6038952701455576e-09,45,43,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-1.4469065012077402e-07,2.175694008070714e-09,6.736198130776342e-06,2.175694008070714e-09,-0.0214795716087553,0.0003230599531202469
-0.03,-3.4538921685444423e-06,3.325875711022488e-06,-9.79928630768991e-05,-9.21301213412161e-05,-3.452575829441789e-06,3.3246194466341527e-06,1.5777389719032962e-09,1.3491016675528763e-09,45,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-1.2795638280763643e-07,2.0758939213881865e-09,6.777195276075942e-06,2.0758939213881865e-09,-0.01888043321686967,0.00030636034547955516
-0.025,-3.463484984500388e-06,3.352199265474806e-06,-0.0001007907288631,-9.526756455177698e-05,-3.462701942070929e-06,3.35119814582506e-06,1.2088310947285543e-09,1.683155118021153e-09,45,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-1.1150379624586859e-07,2.0722653707726328e-09,6.813900087895989e-06,2.0722653707726328e-09,-0.016364166601729402,0.000304163957093476
-0.02,-3.470073723455217e-06,3.376590532483549e-06,-0.0001026087416968,-9.70129892236686e-05,-3.469004370759801e-06,3.375232992155476e-06,1.3789120534217534e-09,1.9643047234537982e-09,43,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-9.377137860432497e-08,2.399977395238276e-09,6.844237362915277e-06,2.399977395238276e-09,-0.013700778279902234,0.0003506895668380696
-0.015,-3.4705243087204224e-06,3.3981021908984256e-06,-0.0001015642831852,-9.622229907112854e-05,-3.471823039962704e-06,3.3981552423697748e-06,1.6971534154978586e-09,1.6755553710204243e-09,43,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-7.36677975929292e-08,2.3849141529814942e-09,6.869978282332478e-06,2.3849141529814942e-09,-0.010723148540713828,0.00034717013166422287
-0.01,-3.4736436587656338e-06,3.420463095903024e-06,-0.000101694303311,-9.650544931176696e-05,-3.473603338615618e-06,3.420256611740986e-06,1.1276746249269595e-09,1.3141344683463046e-09,45,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-5.3346726874632106e-08,1.7316464594714428e-09,6.893859950356604e-06,1.7316464594714428e-09,-0.0077382957093395256,0.0002511942972031875
-0.005,-3.473654242185313e-06,3.439980169694877e-06,-0.0001058303876041,-0.0001007575547503,-3.4722796517149777e-06,3.4402748251817643e-06,1.4512763901770963e-09,1.537217811983802e-09,43,43,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-3.2004826533213386e-08,2.1140581264870018e-09,6.912554476896742e-06,2.1140581264870018e-09,-0.004629956500188239,0.0003058320614227107
0.0,-3.4634214952540365e-06,3.456463848970744e-06,-0.0001052771970594,-0.0001000475003564,-3.4632814090008247e-06,3.453602681501677e-06,1.386372157370201e-09,1.2291245414509992e-09,43,45,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,-9.678727499147734e-09,1.8527749180967544e-09,6.916884090502502e-06,1.8527749180967544e-09,-0.0013992901098975317,0.0002678629145337866
0.005,-3.4523048052478147e-06,3.4665141017035214e-06,-0.0001089114842792,-0.0001035699856278,-3.452673040137121e-06,3.465985400613756e-06,1.2525309798264391e-09,1.5152124635808779e-09,41,43,9.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-129.hdf5,1.3312360476635064e-08,1.965884702930417e-09,6.918658440750877e-06,1.965884702930417e-09,0.0019241245381077495,0.00028414299663232997
