gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-4.2,-0.005150035180337669,-0.005536920634246966,0.0007365312959089801,-3.8794719734298084,-5.888246370473023,2.870674953174386e-05,3.803874417098086e-05,4.004388879243254e-05,0.4589425523177925,3.1883337444962243,25,6.297851830094575,0.31489259150472876,-15207.01393178536,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-4.2V/data.csv,True
