VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.438957734689685e-06,-3.559770261731462e-06,0.0001002559818064,5.117863980699924e-05,3.437846156455241e-06,-3.5575780143903383e-06,2.2081394085369154e-09,3.263303608156525e-09,21,19,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-1.1973185793509741e-07,3.940181478884082e-09,6.99542417084558e-06,3.940181478884082e-09,-0.017115739519284176,0.0005633337558357941
-0.045,3.5245885716375022e-06,-3.612795321280476e-06,0.0001049994604471,5.64033821852335e-05,3.5211936770524907e-06,-3.61304371935676e-06,2.0523275110678e-09,2.7093120052725463e-09,19,19,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-9.185004230426923e-08,3.3988850752268304e-09,7.134237396409251e-06,3.3988850752268304e-09,-0.012874542463431128,0.00047645831836189465
-0.04,3.590119461010824e-06,-3.663358378490399e-06,0.0001085537856225,5.93393408849501e-05,3.593387140104239e-06,-3.66530690112784e-06,2.7709862018727396e-09,2.815329030120548e-09,19,19,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-7.191976102360099e-08,3.950245825111219e-09,7.258694041232079e-06,3.950245825111219e-09,-0.009908085478609517,0.0005442356016166044
-0.035,3.656971919619342e-06,-3.710871571159591e-06,0.0001138457571812,6.372046978931348e-05,3.653155810778553e-06,-3.70815202489536e-06,2.1133283412034736e-09,2.6666968035212795e-09,17,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-5.499621411680704e-08,3.4025620522841953e-09,7.361307835673913e-06,3.4025620522841953e-09,-0.007470984143644666,0.00046223539144737665
-0.03,3.7008090208071312e-06,-3.751257339735612e-06,0.0001143376110382,6.446099274420573e-05,3.7039214549066335e-06,-3.7479033082659458e-06,2.299150085116432e-09,3.0401947181059644e-09,17,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-4.3981853359312275e-08,3.81167614546282e-09,7.451824763172579e-06,3.81167614546282e-09,-0.005902158834527827,0.0005115180048925083
-0.025,3.741571176932404e-06,-3.781607012315224e-06,0.0001241570898381,7.324633872513756e-05,3.743667993212168e-06,-3.779721862060123e-06,2.181498565778601e-09,3.332117861916181e-09,15,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-3.605386884795527e-08,3.9827057935773955e-09,7.523389855272291e-06,3.9827057935773955e-09,-0.004792237215075224,0.000529382579185824
-0.02,3.77196705480652e-06,-3.811601428332711e-06,0.0001267283851887,7.605321830964728e-05,3.7741106142481503e-06,-3.8035088945990937e-06,2.3944654125380022e-09,3.446620739260914e-09,15,23,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-2.939828035094332e-08,4.196743872592684e-09,7.577619508847244e-06,4.196743872592684e-09,-0.0038796194921926837,0.0005538382405066303
-0.015,3.801444082455192e-06,-3.822035823381252e-06,0.0001199228483175,6.895424296794836e-05,3.799613651308861e-06,-3.824375077528357e-06,1.9232608065367564e-09,2.128735296807961e-09,17,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-2.4761426219495674e-08,2.8688754057707857e-09,7.6239887288372175e-06,2.8688754057707857e-09,-0.0032478309058665404,0.00037629784602254054
-0.01,3.8118347008126906e-06,-3.832201869599474e-06,0.0001232075486992,7.189641131931044e-05,3.816366567132944e-06,-3.833434299908143e-06,2.7242908879244603e-09,1.962536169035281e-09,16,21,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-1.7067732775198265e-08,3.3575748773184375e-09,7.649800867041088e-06,3.3575748773184375e-09,-0.002231134257197991,0.0004389111942391749
-0.005,3.828985554167564e-06,-3.832092259231586e-06,0.0001275055831697,7.618894189845463e-05,3.825933609452898e-06,-3.833916427922281e-06,2.3904857104373604e-09,2.778536633428833e-09,15,23,-1.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-233.hdf5,-7.982818469383203e-09,3.6653359675630342e-09,7.659850037375179e-06,3.6653359675630342e-09,-0.0010421638061361702,0.00047851301789833686
