field,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
-0.035,3.690103277638501e-06,-3.770762774355651e-06,0.000108236200404,6.403459056219771e-05,3.6922290504886975e-06,-3.768399303064056e-06,2.535818525162014e-09,2.7679344058162486e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-7.617025257535846e-08,3.7539094911113936e-09,7.460628353552753e-06,3.7539094911113936e-09,-0.0102096296673303,0.0005031888676628,diode-lowfield_-1.0V/data.csv
-0.03,3.741226871764063e-06,-3.811099849724696e-06,0.0001128912936003,6.812388895047265e-05,3.745048430314248e-06,-3.808564505157026e-06,2.657180814678094e-09,3.153928998785633e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-6.351607484277829e-08,4.124060864157352e-09,7.553612935471274e-06,4.124060864157352e-09,-0.008408701291075,0.0005459912620976,diode-lowfield_-1.0V/data.csv
-0.025,3.79060388845609e-06,-3.841282566166593e-06,0.0001147889092328,6.943684180588707e-05,3.789292505646409e-06,-3.838081629427987e-06,2.019972796106728e-09,3.431449567152536e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-4.878912378157794e-08,3.981850854680843e-09,7.627374135074396e-06,3.981850854680843e-09,-0.0063965819582943,0.0005220580824481,diode-lowfield_-1.0V/data.csv
-0.02,3.821093899485465e-06,-3.861525771849655e-06,0.0001188344787574,7.322354479207109e-05,3.823358389135664e-06,-3.861640561922015e-06,2.2857751666938403e-09,2.4036496729628713e-09,15,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-3.8282172786351765e-08,3.3169714896285692e-09,7.68499895105768e-06,3.3169714896285692e-09,-0.0049814154862159,0.0004316217432159,diode-lowfield_-1.0V/data.csv
-0.015,3.851087215752602e-06,-3.8815181921419584e-06,0.0001217896090262,7.590794327666864e-05,3.846361935695517e-06,-3.878404407834057e-06,2.5633491343475847e-09,2.8392165810871342e-09,15,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-3.204247213853963e-08,3.8251679151222414e-09,7.724766343529575e-06,3.8251679151222414e-09,-0.0041480182977157,0.0004951866053801,diode-lowfield_-1.0V/data.csv
-0.01,3.871281411943158e-06,-3.891542800291575e-06,0.0001185385054957,7.33926667178501e-05,3.86753181919697e-06,-3.887298365349523e-06,3.222759694107538e-09,3.942228470575265e-09,15,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-1.9766546152552952e-08,5.091890155941927e-09,7.754830184546493e-06,5.091890155941927e-09,-0.0025489334623913,0.0006566109864306,diode-lowfield_-1.0V/data.csv
-0.005,3.881368049051139e-06,-3.891474595346369e-06,0.0001156501813118,6.998449593144706e-05,3.88026543253094e-06,-3.887248064448323e-06,1.890437496953837e-09,3.344076358464152e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,-6.982631917383575e-09,3.841432105495026e-09,7.767513496979264e-06,3.841432105495026e-09,-0.000898953303409,0.0004945512690968,diode-lowfield_-1.0V/data.csv
0.0,3.88213689035363e-06,-3.881676014549372e-06,0.0001150056700621,6.980133528247635e-05,3.886866323201325e-06,-3.884222561551624e-06,2.689805337227452e-09,4.4531601553360545e-09,17,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,2.643761649700965e-09,5.202469425306594e-09,7.771088884752949e-06,5.202469425306594e-09,0.0003402047884033,0.0006694647048213,diode-lowfield_-1.0V/data.csv
0.005,3.891630432360203e-06,-3.87176270781055e-06,0.0001113061059815,6.65598647833307e-05,3.892635101432523e-06,-3.873391128430368e-06,1.9563124469811913e-09,3.201202765344631e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,1.9243973002154764e-08,3.751647309524663e-09,7.766026229862891e-06,3.751647309524663e-09,0.0024779690967505,0.0004830860361066,diode-lowfield_-1.0V/data.csv
0.01,3.89160360487919e-06,-3.861559043152448e-06,0.0001168623141713,7.173525167128237e-05,3.890658036853815e-06,-3.861416121873166e-06,3.3498829061089874e-09,2.622140960769291e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,2.924191498064887e-08,4.254096696454524e-09,7.75207415872698e-06,4.254096696454524e-09,0.0037721407692842,0.0005487727381228,diode-lowfield_-1.0V/data.csv
0.015,3.88170337067647e-06,-3.841153408628128e-06,0.0001151008553506,6.98584798316122e-05,3.8790501805980256e-06,-3.842327427808311e-06,1.7215702721611343e-09,3.199899315094523e-09,17,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,3.67227527897146e-08,3.6336152560131285e-09,7.721377608406336e-06,3.6336152560131285e-09,0.0047559845732365,0.0004705968980073,diode-lowfield_-1.0V/data.csv
0.02,3.861653689360091e-06,-3.812063274417367e-06,0.0001122342375483,6.744591288209777e-05,3.862656856391226e-06,-3.81469814969564e-06,2.4652077040066277e-09,2.891613812050146e-09,17,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,4.7958706695586135e-08,3.799826241018503e-09,7.677355006086866e-06,3.799826241018503e-09,0.0062467746584029,0.0004949491558043,diode-lowfield_-1.0V/data.csv
0.025,3.841274855888602e-06,-3.7808703133804354e-06,0.0001161239142467,7.080450555057892e-05,3.840424213403883e-06,-3.781897053435521e-06,2.2922059804024087e-09,3.224287569184732e-09,17,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,5.852715996836226e-08,3.9560382436715346e-09,7.622321266839404e-06,3.9560382436715346e-09,0.0076783906003781,0.0005190223191702,diode-lowfield_-1.0V/data.csv
0.03,3.808318446604329e-06,-3.7403168678058094e-06,0.000118065106641,7.340371774285587e-05,3.807466001943561e-06,-3.738668819317957e-06,2.5266361256072634e-09,2.214516040129714e-09,15,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,6.879718262560395e-08,3.3597576405472274e-09,7.546134821261518e-06,3.3597576405472274e-09,0.0091168769515971,0.0004452474471321,diode-lowfield_-1.0V/data.csv
0.035,3.770818806935109e-06,-3.6819762933668783e-06,0.000116252730917,7.106709757234276e-05,3.769125595079753e-06,-3.681737199881318e-06,2.173041572189334e-09,2.898356178736256e-09,17,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,8.738839519843498e-08,3.622509932806496e-09,7.450862794961071e-06,3.622509932806496e-09,0.0117286276238417,0.0004862200769822,diode-lowfield_-1.0V/data.csv
0.04,3.720490831870584e-06,-3.619739906252547e-06,0.0001148015311307,7.009862142732185e-05,3.720952057098193e-06,-3.620037706272131e-06,2.613955138742125e-09,2.749526989352023e-09,17,23,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,1.009143508260616e-07,3.793765956478017e-09,7.3409897633703236e-06,3.793765956478017e-09,0.0137466954837069,0.0005168409872409,diode-lowfield_-1.0V/data.csv
0.045,3.670163699212273e-06,-3.549147541698458e-06,0.0001123074032964,6.773828565747907e-05,3.670891842325117e-06,-3.54429757034574e-06,2.3649748145427317e-09,2.3738557777829394e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,1.265942719793766e-07,3.3508651311467123e-09,7.215189412670857e-06,3.3508651311467123e-09,0.0175455230263338,0.0004644896584065,diode-lowfield_-1.0V/data.csv
0.05,3.619659559397302e-06,-3.458993126740864e-06,0.0001116809371558,6.768654317308239e-05,3.615076818076303e-06,-3.4582786210294715e-06,3.500988726293456e-09,3.315494929529006e-09,17,21,-1.0,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-231.hdf5,1.5679819704683168e-07,4.821766137979571e-09,7.073355439105775e-06,4.821766137979571e-09,0.0221674420855421,0.0006818476366783,diode-lowfield_-1.0V/data.csv
-0.05,2.506771430727042e-06,-2.490898454638524e-06,0.0001014064285751,5.97040200522948e-05,2.504969287475653e-06,-2.4897230004346377e-06,1.2222652549311143e-09,1.8668125813018772e-09,43,33,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,1.52462870410152e-08,2.2313497186946736e-09,4.9946922879102905e-06,2.2313497186946736e-09,0.0030524977640602,0.0004467462629565,diode-lowfield_-4.25V/data.csv
-0.045,2.569207314568172e-06,-2.5383513638036365e-06,0.0001049227911794,6.459185723973417e-05,2.5689828973820538e-06,-2.537200833377155e-06,1.0181079182778978e-09,1.0087133845823247e-09,41,35,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,3.178206400489882e-08,1.4331944827886002e-09,5.106183730759209e-06,1.4331944827886002e-09,0.0062242303999847,0.0002806836416033,diode-lowfield_-4.25V/data.csv
-0.04,2.6159048425583178e-06,-2.5758955990928297e-06,0.0001076610098462,6.772306062077244e-05,2.615697400198844e-06,-2.574244754043627e-06,1.043328839178569e-09,1.0261880209068255e-09,41,37,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.1452646155217e-08,1.4634195983771601e-09,5.189942154242471e-06,1.4634195983771601e-09,0.007987111401874,0.0002819812307722,diode-lowfield_-4.25V/data.csv
-0.035,2.657321250961161e-06,-2.6084460852099685e-06,0.0001082060105995,6.818283742887976e-05,2.657194924787637e-06,-2.6084906832423644e-06,9.828131851132767e-10,8.442602311234835e-10,41,37,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.8704241545272475e-08,1.2956454355606632e-09,5.265685608030001e-06,1.2956454355606632e-09,0.0092493637430613,0.0002460649861255,diode-lowfield_-4.25V/data.csv
-0.03,2.691520662758857e-06,-2.640945712195236e-06,0.0001093585371257,6.954653482672799e-05,2.6913025816037146e-06,-2.6406756706644703e-06,5.986977874831871e-10,8.45064061394442e-10,41,37,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,5.0626910939244334e-08,1.0356506691919495e-09,5.331978252268184e-06,1.0356506691919495e-09,0.0094949582582614,0.000194242606268,diode-lowfield_-4.25V/data.csv
-0.025,2.7176596256250686e-06,-2.66846738280207e-06,0.0001114698848777,7.190315417201858e-05,2.7172294369639714e-06,-2.6685858571278914e-06,6.47721403707407e-10,8.119542541719742e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.864357983608003e-08,1.0386591008067376e-09,5.385815294091863e-06,1.0386591008067376e-09,0.009031795035645,0.0001928587236399,diode-lowfield_-4.25V/data.csv
-0.02,2.7332184882591502e-06,-2.690921680107716e-06,0.0001158996049147,7.621850179720209e-05,2.7330198022089016e-06,-2.690125448862005e-06,7.285623998986425e-10,1.025134065820876e-09,37,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.289435334689662e-08,1.2576577529091567e-09,5.4231452510709065e-06,1.2576577529091567e-09,0.0079094974154391,0.0002319128538321,diode-lowfield_-4.25V/data.csv
-0.015,2.7434101384638543e-06,-2.706620179789732e-06,0.0001184487881118,7.838750786569329e-05,2.743211814432154e-06,-2.705685529190641e-06,7.484610322344563e-10,1.0478656734690083e-09,37,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,3.7526285241512826e-08,1.2877175103290806e-09,5.448897343622794e-06,1.2877175103290806e-09,0.0068869503084752,0.0002363318607478,diode-lowfield_-4.25V/data.csv
-0.01,2.747701898245706e-06,-2.718490611771778e-06,0.0001138911321279,7.386981633996455e-05,2.74691657564709e-06,-2.717548958409912e-06,7.325015103436032e-10,8.43784216948294e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,2.9367617237177953e-08,1.1173765110412451e-09,5.4644655340570016e-06,1.1173765110412451e-09,0.0053742890414708,0.0002044834285336,diode-lowfield_-4.25V/data.csv
-0.005,2.746987907683964e-06,-2.725306095560685e-06,0.0001110864445328,7.139520402260039e-05,2.7466195903623884e-06,-2.7248806896300312e-06,7.034605973970911e-10,7.526806150663985e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,2.1738900732357198e-08,1.0302353713530727e-09,5.471500279992419e-06,1.0302353713530727e-09,0.0039731151640162,0.0001882926894023,diode-lowfield_-4.25V/data.csv
0.0,2.744598023041449e-06,-2.7288890952386094e-06,0.0001096850347355,6.993131301776055e-05,2.7437402413238773e-06,-2.728134449664869e-06,8.16519939055558e-10,7.948746987145513e-10,41,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,1.5605791659008412e-08,1.1395308673010315e-09,5.471874690988746e-06,1.1395308673010315e-09,0.0028520009211301,0.0002082532159569,diode-lowfield_-4.25V/data.csv
0.005,2.739997469473045e-06,-2.731687270197043e-06,0.0001120439881557,7.251909373162412e-05,2.7399024781697125e-06,-2.731277052004724e-06,9.899595603703592e-10,5.568863088529851e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,8.625426164988382e-09,1.135844308061883e-09,5.471179530174437e-06,1.135844308061883e-09,0.0015765204043146,0.0002076052729251,diode-lowfield_-4.25V/data.csv
0.01,2.73263396444462e-06,-2.7316123944132463e-06,0.000115729624008,7.569868460570307e-05,2.732797214514401e-06,-2.730678742721393e-06,6.09996362285719e-10,9.002809632292411e-10,39,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,2.118471793008055e-09,1.087474769709523e-09,5.463475957235794e-06,1.087474769709523e-09,0.0003877516455805,0.0001990445020666,diode-lowfield_-4.25V/data.csv
0.015,2.723257559874665e-06,-2.729447684997453e-06,0.0001157342224749,7.567574082335622e-05,2.7232922104719635e-06,-2.7290689160274563e-06,7.17776148296315e-10,1.025796086368131e-09,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-5.776705555492784e-09,1.2519825118072807e-09,5.452361126499419e-06,1.2519825118072807e-09,-0.0010594869674748,0.0002296222105328,diode-lowfield_-4.25V/data.csv
0.02,2.7065941599960787e-06,-2.719374304564536e-06,0.0001158762949442,7.605263658221315e-05,2.70665913120892e-06,-2.71880163009372e-06,6.226332233383968e-10,8.731847405906683e-10,39,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.2142498884799669e-08,1.072438213607271e-09,5.42546076130264e-06,1.072438213607271e-09,-0.0022380585574236,0.000197668169886,diode-lowfield_-4.25V/data.csv
0.025,2.6842722474313245e-06,-2.7016270149295264e-06,0.000115510882188,7.545654741000416e-05,2.6843585726994973e-06,-2.7009310594775893e-06,7.323138240406464e-10,7.452445420613226e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.6572486778091997e-08,1.044831548314476e-09,5.385289632177086e-06,1.044831548314476e-09,-0.0030773622051953,0.0001940167692039,diode-lowfield_-4.25V/data.csv
0.03,2.65732991898436e-06,-2.676964072839084e-06,0.0001168714851389,7.694014568619403e-05,2.6570564057341807e-06,-2.676634386085533e-06,7.719646595521293e-10,6.876235386344641e-10,37,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.9577980351352177e-08,1.0338063486367344e-09,5.333690791819713e-06,1.0338063486367344e-09,-0.0036706252978479,0.000193827005249,diode-lowfield_-4.25V/data.csv
0.035,2.6264356835880923e-06,-2.644040198497898e-06,0.0001124089010059,7.216685093748691e-05,2.625656609764493e-06,-2.643488064492499e-06,6.821814379603671e-10,7.007451723232934e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.7831454728005788e-08,9.77964882207984e-10,5.269144674256992e-06,9.77964882207984e-10,-0.0033841269941065,0.0001856032701001,diode-lowfield_-4.25V/data.csv
0.04,2.589895783832579e-06,-2.5998586649898057e-06,0.0001118877278717,7.146509897307317e-05,2.588703952819483e-06,-2.600300426021204e-06,7.153526074680935e-10,9.156926076368928e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.1596473201721151e-08,1.1619906646321443e-09,5.189004378840687e-06,1.1619906646321443e-09,-0.0022348166151118,0.0002239338188059,diode-lowfield_-4.25V/data.csv
0.045,2.5490773623526805e-06,-2.549604911185158e-06,0.0001128235771945,7.2072300594168e-05,2.5491284100996964e-06,-2.549576441851024e-06,9.171536432044584e-10,9.638789275148128e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-4.4803175132742087e-10,1.3305011808150781e-09,5.098704851950721e-06,1.3305011808150781e-09,-8.787167807056095e-05,0.0002609488535981,diode-lowfield_-4.25V/data.csv
0.05,2.5038537912687623e-06,-2.48666500981392e-06,0.0001135998642452,7.215381359180552e-05,2.5037465179200712e-06,-2.486559064012423e-06,1.1766720750728323e-09,1.245686681243281e-09,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,1.718745390764846e-08,1.7135613441260584e-09,4.990305581932495e-06,1.7135613441260584e-09,0.0034441686236361,0.0003433800754982,diode-lowfield_-4.25V/data.csv
-0.05,3.4665889196054737e-06,-3.633078831830997e-06,9.791587062035975e-05,5.1090775151990346e-05,3.4633288098907527e-06,-3.6330092487483886e-06,2.049675776372711e-09,3.2158931651451446e-09,23,23,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.6968043885763594e-07,3.813546857962588e-09,7.096338058639141e-06,3.813546857962588e-09,-0.0239109858430526,0.0005375500490866,diode-lowfield_-0.5V/data.csv
-0.045,3.5499847532486634e-06,-3.690638217330929e-06,0.0001025194201466,5.638175186620692e-05,3.5465820270812764e-06,-3.6871221788125816e-06,2.880495604674599e-09,3.34089348087663e-09,23,23,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.405401517313052e-07,4.411215725751083e-09,7.2337042058938576e-06,4.411215725751083e-09,-0.0194285179115834,0.0006099293068231,diode-lowfield_-0.5V/data.csv
-0.04,3.620399368966544e-06,-3.740884427956469e-06,0.0001056201346162,5.938306483915572e-05,3.619592135945538e-06,-3.735183519637497e-06,3.122051318497103e-09,2.9238740801371446e-09,23,25,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.15591383691959e-07,4.277410907526576e-09,7.354775655583035e-06,4.277410907526576e-09,-0.015716507083967,0.0005816546083618,diode-lowfield_-0.5V/data.csv
-0.035,3.681123485946111e-06,-3.7812046089495088e-06,0.0001123699887224,6.658995521364406e-05,3.684504089632639e-06,-3.77789950617608e-06,3.0349118638665154e-09,4.568263323561058e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-9.33954165434408e-08,5.484498137006781e-09,7.462403595808719e-06,5.484498137006781e-09,-0.0125154603800706,0.000735008176219,diode-lowfield_-0.5V/data.csv
-0.03,3.740810534840373e-06,-3.821358261759012e-06,0.0001165116374923,7.088225256810619e-05,3.7378665787524e-06,-3.816217445077472e-06,2.7455756079127582e-09,3.5028221739222726e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-7.8350866325072e-08,4.4506121602412264e-09,7.554084023829872e-06,4.4506121602412264e-09,-0.0103719876662622,0.0005891980462522,diode-lowfield_-0.5V/data.csv
-0.025,3.7811161524785294e-06,-3.843859641821638e-06,0.0001218331384712,7.657990566762502e-05,3.7828592359403936e-06,-3.846893027707748e-06,2.7087884499145713e-09,3.714696425556734e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-6.40337917673547e-08,4.5974454211479835e-09,7.629752263648142e-06,4.5974454211479835e-09,-0.0083926436343736,0.0006025893336155,diode-lowfield_-0.5V/data.csv
-0.02,3.819659590303191e-06,-3.871759200922819e-06,0.0001241152284652,7.854267401164325e-05,3.817071346757823e-06,-3.871677392952462e-06,3.298281968354203e-09,3.092144543150201e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-5.460604619463927e-08,4.521064235166765e-09,7.688748739710286e-06,4.521064235166765e-09,-0.0071020718771331,0.0005880252309869,diode-lowfield_-0.5V/data.csv
-0.015,3.8416724032850985e-06,-3.891730533500564e-06,0.0001241214313528,7.772807687353213e-05,3.843472436657125e-06,-3.885242512830762e-06,3.26156844875614e-09,3.8767982913877825e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-4.177007617363714e-08,5.066299807357315e-09,7.728714949487887e-06,5.066299807357315e-09,-0.0054045305651238,0.0006555260260702,diode-lowfield_-0.5V/data.csv
-0.01,3.86522969195559e-06,-3.8922500020811785e-06,0.0001184504535999,7.255693211352725e-05,3.867215608595562e-06,-3.894499134335605e-06,3.274538790990173e-09,3.550271259223432e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-2.7283525740042517e-08,4.829806446201268e-09,7.761714742931167e-06,4.829806446201268e-09,-0.0035151415175223,0.000622264080187,diode-lowfield_-0.5V/data.csv
-0.005,3.881657264121513e-06,-3.899224829735739e-06,0.0001253061387603,7.938082023020148e-05,3.882175959593768e-06,-3.895236442016621e-06,2.509414366651581e-09,3.4686155955535587e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.3060482422852758e-08,4.2811744432193745e-09,7.77741240161039e-06,4.2811744432193745e-09,-0.0016792837705441,0.0005504633493231,diode-lowfield_-0.5V/data.csv
0.0,3.891957737641051e-06,-3.891724107261424e-06,0.0001170821442073,7.070693686483957e-05,3.891608780547451e-06,-3.891388728608526e-06,2.693559695043252e-09,2.685247059142142e-09,21,23,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,2.2005193892544507e-10,3.8033952725680535e-09,7.782997509155977e-06,3.8033952725680535e-09,2.8273417621754895e-05,0.000488680006593,diode-lowfield_-0.5V/data.csv
0.005,3.895934642374635e-06,-3.881702842744777e-06,0.0001125205591167,6.688146827641599e-05,3.895806215019399e-06,-3.879933177830332e-06,2.7674267218274923e-09,3.366065447778548e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,1.5873037189066702e-08,4.3576423969175654e-09,7.775739392849731e-06,4.3576423969175654e-09,0.0020413540612823,0.0005604163483589,diode-lowfield_-0.5V/data.csv
0.01,3.8929931214774815e-06,-3.8701974494024535e-06,0.0001100862518346,6.411572628461408e-05,3.896469273738433e-06,-3.864178585909314e-06,2.759171465768466e-09,4.646429788252742e-09,21,25,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,3.22906878291185e-08,5.403918666548686e-09,7.760647859647748e-06,5.403918666548686e-09,0.0041608237370255,0.0006963291649904,diode-lowfield_-0.5V/data.csv
0.015,3.891822649791732e-06,-3.843957158846215e-06,0.0001176305089151,7.149443637505025e-05,3.889564847116983e-06,-3.845614934333993e-06,3.2812397940252873e-09,3.160004579768933e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,4.3949912782989975e-08,4.5554542616577485e-09,7.735179781450977e-06,4.5554542616577485e-09,0.0056818217578319,0.0005889362525325,diode-lowfield_-0.5V/data.csv
0.02,3.871967873017252e-06,-3.8194187352847785e-06,0.0001154948893747,6.931975669617884e-05,3.873762017536404e-06,-3.816342132750585e-06,3.220543699585347e-09,4.013694254733141e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,5.741988478581893e-08,5.146031800466909e-09,7.69010415028699e-06,5.146031800466909e-09,0.007466723943352,0.0006691944801516,diode-lowfield_-0.5V/data.csv
0.025,3.851838688737391e-06,-3.7812563682926895e-06,0.0001173585867673,7.140333713005359e-05,3.849889966145074e-06,-3.7810323982320247e-06,3.299250068983716e-09,2.784455732615537e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,6.885756791304966e-08,4.3172033476064795e-09,7.6309223643771e-06,4.3172033476064795e-09,0.0090234921317628,0.0005657742142539,diode-lowfield_-0.5V/data.csv
0.03,3.82145767440322e-06,-3.738657469767321e-06,0.0001155509159089,6.901608447595437e-05,3.819796369192868e-06,-3.735346495389324e-06,3.552457067909063e-09,3.925782395519076e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,8.44498738035437e-08,5.2944989032300836e-09,7.555142864582192e-06,5.2944989032300836e-09,0.0111777997209605,0.0007008245566812,diode-lowfield_-0.5V/data.csv
0.035,3.781359302103444e-06,-3.68068506658692e-06,0.0001177583277141,7.139891162815596e-05,3.781285026524568e-06,-3.679930792105304e-06,2.638555379690387e-09,3.9362123371515205e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,1.0135423441926417e-07,4.738748996817295e-09,7.461215818629872e-06,4.738748996817295e-09,0.0135841445795192,0.0006351761308237,diode-lowfield_-0.5V/data.csv
