VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.08,2.018814610947477e-06,-2.084144967726918e-06,1.4318506311164909e-05,-4.0367141746565774e-05,2.014128202525358e-06,-2.075585639510524e-06,6.506645593563812e-09,7.384195115051431e-09,39,43,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-055.hdf5,-6.145743698516574e-08,9.841888760669508e-09,4.089713842035882e-06,9.841888760669508e-09,-0.0150273196020413,0.0024067698444022
-0.07,2.056207875168568e-06,-2.114158729429895e-06,2.658944781468344e-05,-3.724408741207583e-05,2.0497438727101032e-06,-2.1070510925800204e-06,6.5943053819635765e-09,6.853077447611586e-09,37,41,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-055.hdf5,-5.7307219869917136e-08,9.510495989881725e-09,4.156794965290123e-06,9.510495989881725e-09,-0.0137863956121101,0.0022881570611888
-0.06,2.0865313505582683e-06,-2.130533575942148e-06,1.8440507793346617e-05,-4.526181959011762e-05,2.076368510582308e-06,-2.1248459082881344e-06,6.6917940035003315e-09,7.1196282335413806e-09,37,43,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-056.hdf5,-4.8477397705826323e-08,9.770834824574744e-09,4.2012144188704425e-06,9.770834824574744e-09,-0.0115389011063282,0.0023258715941721
-0.05,2.106900611997468e-06,-2.1462396087345004e-06,2.3205683235239925e-05,-3.9599269211941705e-05,2.1003475539166235e-06,-2.1437486595398394e-06,4.262177451694521e-09,3.968256631919583e-09,35,43,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-056.hdf5,-4.3401105623215896e-08,5.823505587402397e-09,4.244096213456463e-06,5.823505587402397e-09,-0.0102262303775317,0.001372214432797
-0.04,2.126160799745262e-06,-2.154453476755502e-06,2.9102124376148453e-05,-4.1290121914831874e-05,2.1200093255647e-06,-2.1503477890506666e-06,4.104543077204395e-09,3.7007440108070446e-09,39,43,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-056.hdf5,-3.0338463485966766e-08,5.526552280233195e-09,4.270357114615367e-06,5.526552280233195e-09,-0.0071044324096766,0.0012941989629588
-0.03,2.138280220228487e-06,-2.159845877082528e-06,2.3480503482189468e-05,-4.039888286214044e-05,2.1356561512724524e-06,-2.158667030488736e-06,2.9208597512382e-09,2.235588057556212e-09,41,45,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-056.hdf5,-2.3010879216283733e-08,3.678216367954887e-09,4.2943231817611885e-06,3.678216367954887e-09,-0.0053584414219254,0.0008565422344823
-0.02,2.1441536239038567e-06,-2.1581555518568684e-06,2.6696158188430467e-05,-4.0563066912965245e-05,2.140201680695265e-06,-2.1542447290438623e-06,3.3441490945273036e-09,3.3990293588256157e-09,39,41,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,-1.4043048348597342e-08,4.768305123268252e-09,4.294446409739127e-06,4.768305123268252e-09,-0.0032700485717437,0.0011103481479355
-0.01,2.150304188674996e-06,-2.152033582884381e-06,1.7811947714854133e-05,-5.07447910411462e-05,2.1424658999883908e-06,-2.146888393103017e-06,4.964372263683995e-09,5.096710716520352e-09,39,41,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,-4.422493114626083e-09,7.114875410035537e-09,4.289354293091408e-06,7.114875410035537e-09,-0.0010310393622063,0.0016587296608257
0.0,2.1521022636568825e-06,-2.1421577323595426e-06,1.3129828666808308e-05,-5.4773068546317865e-05,2.1432797940486333e-06,-2.1349075266901685e-06,5.897086073529159e-09,5.093319427161396e-09,41,37,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,8.372267358464852e-09,7.792145208202375e-09,4.278187320738802e-06,7.792145208202375e-09,0.0019569660537956,0.0018213695532374
0.01,2.1522926705858554e-06,-2.134155220622105e-06,2.312465201342484e-05,-4.291989309380936e-05,2.142173891664137e-06,-2.129260734015657e-06,7.238110187538401e-09,4.692737058351077e-09,37,39,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,1.2913157648480052e-08,8.626240211457637e-09,4.271434625679795e-06,8.626240211457637e-09,0.0030231429906117,0.0020195274858729
0.02,2.1675510560798275e-06,-2.1342787384496045e-06,2.004925612559957e-05,-4.954951526691631e-05,2.159876990071637e-06,-2.1323547545477407e-06,4.024642497965275e-09,3.1921029109990118e-09,39,41,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,2.7522235523896266e-08,5.1368539234473614e-09,4.292231744619378e-06,5.1368539234473614e-09,0.0064121038101909,0.0011968038608048
0.03,2.1661876589923974e-06,-2.1281562515408035e-06,1.4995480126617386e-05,-4.4307162363015815e-05,2.162858068250196e-06,-2.12644808603168e-06,3.771849167534876e-09,2.953901591390583e-09,39,41,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,3.640998221851607e-08,4.790864301381678e-09,4.289306154281876e-06,4.790864301381678e-09,0.0084885482427429,0.0011169724729101
0.04,2.1645620088497285e-06,-2.1181563750038728e-06,6.018754009341876e-06,-5.331776422928713e-05,2.15661101201632e-06,-2.115850050431216e-06,5.283280029351358e-09,4.817876857041642e-09,41,40,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,4.076096158510436e-08,7.150173793563366e-09,4.272461062447536e-06,7.150173793563366e-09,0.0095403939297117,0.0016736253608624
0.05,2.150255394556508e-06,-2.0981575230015728e-06,-5.786462254113453e-06,-6.937014357042608e-05,2.1397632896324985e-06,-2.094647752094664e-06,6.797335269321077e-09,4.245992725401722e-09,39,37,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,4.5115537537834727e-08,8.014500669893326e-09,4.234411041727162e-06,8.014500669893326e-09,0.0106545012029424,0.0018928147207799
0.06,2.1280696723327244e-06,-2.07815579766889e-06,-4.570135800386415e-06,-6.437116393082334e-05,2.122398476329938e-06,-2.068306382497525e-06,4.8372394170135095e-09,6.834644550240159e-09,43,35,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,5.4092093832413224e-08,8.373246162966708e-09,4.190704858827463e-06,8.373246162966708e-09,0.0129076362222148,0.0019982184231594
0.07,2.108411525725792e-06,-2.047284523711261e-06,-6.362058169942606e-06,-7.183442035895904e-05,2.102797905679469e-06,-2.042317299453592e-06,7.021560322945723e-09,5.9043643407572474e-09,45,35,2023/11/Data_1115/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-057.hdf5,6.048060622587684e-08,9.174084566711353e-09,4.145115205133062e-06,9.174084566711353e-09,0.0145908143037813,0.0022134634635373
0.08,2.0862476294880823e-06,-2.016003957441823e-06,-8.557946077196339e-06,-7.336811321950791e-05,2.074825286134181e-06,-2.0075521263030216e-06,6.855168155833087e-09,5.762358869317469e-09,39,41,2023/11/Data_1116/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-058.hdf5,6.727315983115946e-08,8.955339758130325e-09,4.082377412437203e-06,8.955339758130325e-09,0.0164789173157307,0.0021939558015088
0.09,2.0541285910358363e-06,-1.9781527157756705e-06,-2.098590533939001e-05,-7.697700820218644e-05,2.0433293509031137e-06,-1.9712082373847384e-06,6.2500761167173284e-09,7.2565433797717614e-09,41,39,2023/11/Data_1116/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-058.hdf5,7.212111351837523e-08,9.57710150762065e-09,4.014537588287852e-06,9.57710150762065e-09,0.0179649864853137,0.0023859900754948
0.1,2.014340965193116e-06,-1.942245524972197e-06,-2.429482396105589e-05,-8.26611584178647e-05,2.0060722589992152e-06,-1.9289635918909912e-06,6.109021148273712e-09,6.209785535013614e-09,41,39,2023/11/Data_1116/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-058.hdf5,7.7108667108224e-08,8.711003144352536e-09,3.935035850890206e-06,8.711003144352536e-09,0.019595416669655,0.0022141285978131
0.11,1.9763170846189585e-06,-1.8981716824669384e-06,-8.733548092240822e-06,-7.281478067429556e-05,1.965496092591416e-06,-1.884456474994693e-06,7.879153756821867e-09,8.156426629868409e-09,37,39,2023/11/Data_1116/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-059.hdf5,8.103961759672304e-08,1.1340562565061165e-08,3.8499525675861095e-06,1.1340562565061165e-08,0.0210495106560583,0.0029462894637512
0.12,1.936204280395582e-06,-1.850177688575024e-06,-1.705277649907036e-05,-6.955177764313009e-05,1.931220522139286e-06,-1.8399123879559973e-06,6.758886544405201e-09,6.80884322147066e-09,39,41,2023/11/Data_1116/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-059.hdf5,9.130813418328877e-08,9.593898755704517e-09,3.771132910095283e-06,9.593898755704517e-09,0.0242123882557567,0.002544781829451
0.13,1.900161660214364e-06,-1.8001565465990112e-06,-6.253124502929424e-06,-6.0888544661684654e-05,1.888925195277367e-06,-1.7879778675562465e-06,7.500383762315922e-09,7.053497278162303e-09,37,40,2023/11/Data_1116/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-059.hdf5,1.0094732772112045e-07,1.0295998272875505e-08,3.676903062833613e-06,1.0295998272875505e-08,0.0274544435890907,0.0028012372510621
