VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.06,-3.491600278727425e-06,3.2517737337453147e-06,-6.933030812117662e-05,-6.665011982983238e-05,-3.4911304624344094e-06,3.2515683920144403e-06,2.1666285276069924e-09,1.5454331311905706e-09,37,37,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-2.3956207041996915e-07,2.6613234939822585e-09,6.74269885444885e-06,2.6613234939822585e-09,-0.035529107200435846,0.00039494610975097
-0.055,-3.5215046574859923e-06,3.2999197580895e-06,-7.960370019275954e-05,-7.747764725170651e-05,-3.5200724377023058e-06,3.299569686080518e-06,1.742614533417062e-09,1.2052222133427496e-09,41,39,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-2.2050275162178759e-07,2.1187888039186824e-09,6.819642123782824e-06,2.1187888039186824e-09,-0.03233347844644313,0.0003108515115680013
-0.05,-3.5514829097722395e-06,3.348274817821481e-06,-8.807095830207774e-05,-8.575113377902491e-05,-3.549008065557628e-06,3.347157725562115e-06,2.3080527608676616e-09,1.7141893067646002e-09,43,43,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-2.0185033999551283e-07,2.8749873958636645e-09,6.896165791119743e-06,2.8749873958636645e-09,-0.02926993725345719,0.00041707504752423844
-0.045,-3.5755903497047697e-06,3.395446893347132e-06,-9.330906360049268e-05,-9.148779397904293e-05,-3.5757250763051163e-06,3.392249651693202e-06,2.4707116937038227e-09,1.993683409257558e-09,45,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-1.834754246119142e-07,3.174773977742928e-09,6.9679747279983185e-06,3.174773977742928e-09,-0.026331241397114104,0.0004557815578870386
-0.04,-3.599654267436535e-06,3.437463840787747e-06,-9.595398593109902e-05,-9.390337771969764e-05,-3.599570768403505e-06,3.4350795638983483e-06,2.4979990582912953e-09,2.226768952012489e-09,45,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-1.6449120450515662e-07,3.346415882832108e-09,7.034650332301853e-06,3.346415882832108e-09,-0.023382996557745377,0.00047583468266991513
-0.035,-3.6246642959518808e-06,3.4795715019500258e-06,-9.715738892941917e-05,-9.54268593257964e-05,-3.624588308944432e-06,3.478565075135179e-06,1.916393047076332e-09,2.1452390513338006e-09,45,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-1.46023233809253e-07,2.8765626880445442e-09,7.10315338407961e-06,2.8765626880445442e-09,-0.02055752225997777,0.00040505537510171225
-0.03,-3.645048637786656e-06,3.5155661473242e-06,-9.953810094374958e-05,-9.750582660480138e-05,-3.642672783633276e-06,3.515179746485277e-06,1.929132203859688e-09,2.4099726889286947e-09,45,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-1.274930371479992e-07,3.0869919697580586e-09,7.157852530118553e-06,3.0869919697580586e-09,-0.01781163227539805,0.00043134188621332903
-0.025,-3.6547653619109744e-06,3.5455243387474504e-06,-9.778382680116912e-05,-9.60138738765803e-05,-3.6541982836409535e-06,3.543264177204654e-06,1.918284077030946e-09,2.386511893904123e-09,45,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-1.1093410643629939e-07,3.0619034635233544e-09,7.197462460845608e-06,3.0619034635233544e-09,-0.015412946860061299,0.00042546482872844195
-0.02,-3.665433790506087e-06,3.571043215203845e-06,-0.0001013881380148,-9.940438480623284e-05,-3.66376198200852e-06,3.5709298761526497e-06,1.613083195660795e-09,2.1478422096903747e-09,43,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-9.283210585587013e-08,2.686124262548342e-09,7.2346918581611695e-06,2.686124262548342e-09,-0.012831521739402059,0.0003713144165004509
-0.015,-3.670590115111353e-06,3.596983754862547e-06,-9.885996050784688e-05,-9.68543381395422e-05,-3.6694108658140985e-06,3.595433593488877e-06,2.0446639672365674e-09,1.606868537116358e-09,45,45,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-7.397727232522146e-08,2.6005148018209864e-09,7.264844459302976e-06,2.6005148018209864e-09,-0.010182912069162069,0.0003579773302501804
-0.01,-3.668801131733461e-06,3.6163775750040495e-06,-0.000103357991813,-0.0001009078275079,-3.668445961254978e-06,3.614665435258055e-06,1.485018138643357e-09,1.8047652689215883e-09,43,43,6.0,2024/01/Data_0109/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-123.hdf5,-5.378052599692326e-08,2.3371898827449585e-09,7.283111396513033e-06,2.3371898827449585e-09,-0.007384278925442771,0.0003209141636421993
