gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-3.0,-0.0012304951755026314,-0.0024102140621616976,0.0010184141028857555,-2.9208482860932365,-12.475137638598648,5.213798914228776e-05,7.472443473951641e-05,6.998970659264256e-05,1.7071073261349157,4.06723040301812,25,7.840667256559812,0.3920333628279906,-85844.8353930816,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-3.0V/data.csv,True
