in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-1.2802082632866023e-06,1.270622944183338e-06,-4.744041090254186e-05,-3.265891908091223e-06,-1.2803301235286192e-06,1.269847928810901e-06,1.355521465285383e-09,1.3934300678770403e-09,20,19,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-1.048219471771827e-08,1.9439870876405646e-09,2.55017805233952e-06,1.9439870876405646e-09,-0.00411037759034196,0.0007623010902383579
-0.045,-1.3039994384153068e-06,1.2963532609072757e-06,-4.13865994950112e-05,-9.90032469111102e-07,-1.303254038431268e-06,1.296852516004902e-06,1.5238154324604582e-09,9.409719954944751e-10,21,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-6.401522426366177e-09,1.7909332116272532e-09,2.60010655443617e-06,1.7909332116272532e-09,-0.0024620231103391604,0.0006887943251733297
-0.04,-1.323213795469827e-06,1.3157307872846678e-06,-3.964067347017176e-05,1.1159393831428712e-06,-1.3209341320094055e-06,1.315215179067676e-06,1.2553004171713672e-09,1.0459007077889226e-09,21,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-5.718952941729468e-09,1.633917815529281e-09,2.6361493110770816e-06,1.633917815529281e-09,-0.0021694343782798896,0.0006198137767203177
-0.035,-1.3346302013751478e-06,1.3330937690768127e-06,-3.559920596980459e-05,3.786740614783345e-06,-1.3356438524540283e-06,1.3319974172651389e-06,1.765158055337255e-09,1.355324387288511e-09,22,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-3.6464351888894537e-09,2.2254633573934616e-09,2.667641269719167e-06,2.2254633573934616e-09,-0.0013669136215130335,0.0008342446421641425
-0.03,-1.3491773709545515e-06,1.3467014281254522e-06,-3.300079683394203e-05,6.663358091277555e-06,-1.3495096792144863e-06,1.3466569167658274e-06,1.7715223761728423e-09,1.1382860514229992e-09,23,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-2.8527624486589156e-09,2.105703365658429e-09,2.6961665959803138e-06,2.105703365658429e-09,-0.001058080926049625,0.0007809994187681279
-0.025,-1.3620175559092489e-06,1.3584234649037676e-06,-3.115197160808923e-05,9.042931099060726e-06,-1.362755976306573e-06,1.358330746528774e-06,1.932834716090546e-09,9.506442699555714e-10,23,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-4.425229777799067e-09,2.1539671696022165e-09,2.7210867228353473e-06,2.1539671696022165e-09,-0.001626272966849075,0.0007915844797930858
-0.02,-1.3737017858639186e-06,1.3662283255252124e-06,-3.1538909424721024e-05,7.74569590256295e-06,-1.3719173231874012e-06,1.3658638632945172e-06,1.7208363274141511e-09,1.3402412042471296e-09,23,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-6.053459892883984e-09,2.1811749474331533e-09,2.737781186481918e-06,2.1811749474331533e-09,-0.0022110824352119802,0.0007966963502977405
-0.015,-1.3771077840550876e-06,1.3705598206456689e-06,-2.960828034635069e-05,1.0642253306345425e-05,-1.3766316849623294e-06,1.3703430630527215e-06,2.031407614016064e-09,1.2323191185215234e-09,23,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-6.288621909607889e-09,2.375968708581008e-09,2.746974748015051e-06,2.375968708581008e-09,-0.0022892900322989914,0.0008649424012128821
-0.01,-1.3820781722076945e-06,1.3779366078810975e-06,-3.387474179331987e-05,5.945438879539361e-06,-1.383298178915639e-06,1.3750125091380923e-06,2.0279321375233332e-09,1.696728842232929e-09,23,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-8.285669777546589e-09,2.644125095086284e-09,2.7583106880537313e-06,2.644125095086284e-09,-0.0030038928585644467,0.0009586073954517642
-0.005,-1.3881859985462527e-06,1.3762140118697175e-06,-3.134226177282751e-05,8.845788422347746e-06,-1.3871572076689056e-06,1.3752936276719572e-06,1.6555632245559616e-09,1.4484602172224432e-09,23,17,-5.0,2024/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-127.hdf5,-1.1863579996948423e-08,2.1997560299674647e-09,2.762450835340863e-06,2.1997560299674647e-09,-0.004294585027604503,0.0007963132908243369
