imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,invert_current,remove_zero_field_offset,quiet
3.5450346910284007e-06,20.326378827504705,0.11290795263798588,0.016946024618687203,0.0,0.26431419640796455,0.024797180461030507,0.0005459888122048548,50,1.2300731444536498e-15,2.617176903092872e-17,0.9978334257572912,../data/processed/centermax/JS633-W2_Wsc=0.9um-ENE_WFS06_slopes/diode-lowfield_8.0V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True
