VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.390941575156441e-06,-3.418622271872338e-06,0.0001027281870414,5.913832234692497e-05,3.390839624529941e-06,-3.41773760247886e-06,9.98995973738752e-10,1.834899537423791e-09,21,17,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,-2.6897977948919023e-08,2.08922216817271e-09,6.808577227008801e-06,2.08922216817271e-09,-0.003950601873504204,0.0003068538994216114
-0.045,3.475659345123285e-06,-3.476196810711451e-06,0.0001074984293464,6.487824266862076e-05,3.4777984915248463e-06,-3.475661986042669e-06,1.6225686800954563e-09,1.632377738455718e-09,21,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.1365054821774415e-09,2.3016051361240303e-09,6.9534604775675156e-06,2.3016051361240303e-09,0.0003072578738413771,0.0003310014132090765
-0.04,3.545138554418724e-06,-3.530413745888976e-06,0.0001118009834542,6.799627717174709e-05,3.5444352648555697e-06,-3.530421217426697e-06,1.5316604608098947e-09,1.6668924372514343e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.4014047428872707e-08,2.2637389788962874e-09,7.074856482282266e-06,2.2637389788962874e-09,0.0019808242702828564,0.00031997022492788945
-0.035,3.600281228501211e-06,-3.580314860151632e-06,0.0001143345115358,7.018577117431257e-05,3.6007184288833614e-06,-3.5798124007533605e-06,2.171144464088396e-09,1.4986510543714886e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.0906028130000854e-08,2.6381476961516887e-09,7.180530829636722e-06,2.6381476961516887e-09,0.0029114878309154943,0.0003674044357157545
-0.03,3.6455281042623273e-06,-3.622200980693063e-06,0.0001137499628195,6.961738803573489e-05,3.6456471825706128e-06,-3.6214974162036033e-06,2.0017028484737532e-09,1.6047673579118783e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.4149766367009436e-08,2.565558918950685e-09,7.2671445987742165e-06,2.565558918950685e-09,0.003323143779343938,0.00035303729685562396
-0.025,3.680732456466615e-06,-3.6558268038801936e-06,0.0001157438452717,7.100458153804585e-05,3.679568774742351e-06,-3.656013770731169e-06,1.9727005294276743e-09,1.362580068051582e-09,19,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,2.3555004011182016e-08,2.397534529606546e-09,7.33558254547352e-06,2.397534529606546e-09,0.0032110611345675362,0.0003268379675503503
-0.02,3.706963565878821e-06,-3.685865844009923e-06,0.0001191963046097,7.426644941672994e-05,3.705892819141056e-06,-3.6859884561727934e-06,1.820883941958913e-09,1.2924565123930172e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.9904362968262374e-08,2.2329492082246188e-09,7.391881275313849e-06,2.2329492082246188e-09,0.0026927330441217433,0.0003020824091173938
-0.015,3.7228473263816016e-06,-3.7108959703844927e-06,0.0001186881456257,7.34953747117334e-05,3.723796239187208e-06,-3.7085886110719294e-06,1.6721751035040111e-09,1.7943993226591712e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.5207628115278656e-08,2.4527614042010573e-09,7.432384850259138e-06,2.4527614042010573e-09,0.0020461303365834757,0.0003300107015497374
-0.01,3.735152304051988e-06,-3.7217532054328415e-06,0.0001185763280453,7.321292694380694e-05,3.7328832599188976e-06,-3.722153625149976e-06,1.94043394133513e-09,1.7208868409751e-09,19,21,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,1.0729634768921567e-08,2.593595072505854e-09,7.455036885068874e-06,2.593595072505854e-09,0.0014392463691777484,0.0003478987158231836
-0.005,3.736059962134492e-06,-3.731045365546583e-06,0.0001104131668891,6.5516953185585e-05,3.737211921972356e-06,-3.7301914334251098e-06,2.522931838059994e-09,2.2960944539798884e-09,21,19,-2.75,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-241.hdf5,7.0204885472462715e-09,3.4113391506993234e-09,7.467403355397466e-06,3.4113391506993234e-09,0.0009401512430919963,0.00045683090841047464
