VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,2.199189300139297e-06,-2.163191966138648e-06,0.0001007045922295,6.482613520313644e-05,2.197765322835092e-06,-2.1637891963658663e-06,1.3308439735133744e-09,1.587711929108826e-09,21,19,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,3.397612646922578e-08,2.0717081965545573e-09,4.361554519200958e-06,2.0717081965545573e-09,0.007789912133312102,0.00047500748756802854
-0.045,2.253865790446068e-06,-2.206800908601932e-06,0.0001059317925228,7.121204431001292e-05,2.2538866513096897e-06,-2.205753971798487e-06,1.0296795291768402e-09,8.814975171394347e-10,21,19,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,4.813267951120267e-08,1.3554622110294433e-09,4.459640623108176e-06,1.3554622110294433e-09,0.010792950279849294,0.00030395748686466034
-0.04,2.2978881266261026e-06,-2.2382461125942622e-06,0.0001088832965319,7.486764476876576e-05,2.2975976856928973e-06,-2.238565948875222e-06,8.164411426592357e-10,1.1189770410331867e-09,21,19,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,5.903173681767533e-08,1.3851663285635066e-09,4.536163634568119e-06,1.3851663285635066e-09,0.013013581866363965,0.0003053866056098076
-0.035,2.3319537012871666e-06,-2.2686996448190275e-06,0.0001137806893543,7.954589880195331e-05,2.3327681175642766e-06,-2.268982726152663e-06,4.540038243202364e-10,7.856374565271913e-10,19,21,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,6.378539141161373e-08,9.073839791377818e-10,4.601750843716939e-06,9.073839791377818e-10,0.013861113645190928,0.0001972012770413606
-0.03,2.3643000823699447e-06,-2.3018697805879607e-06,0.0001193798023496,8.540144546182089e-05,2.3646423336075195e-06,-2.3002395125593062e-06,5.95145822142802e-10,9.11898545659749e-10,19,21,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,6.440282104821326e-08,1.0889249318435118e-09,4.664881846166825e-06,1.0889249318435118e-09,0.013805884730206752,0.00023345258008528863
-0.025,2.3842011281321183e-06,-2.3227952456914847e-06,0.0001238415300408,8.984877484147323e-05,2.3849707301480266e-06,-2.3232416179625425e-06,6.439633957997557e-10,1.0617027505739916e-09,19,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,6.172911218548403e-08,1.2417332989439931e-09,4.7082123481105695e-06,1.2417332989439931e-09,0.01311094479633151,0.00026376041001893095
-0.02,2.399403155442161e-06,-2.342767663132492e-06,0.0001273731863018,9.254505201207508e-05,2.398774285669415e-06,-2.342823999929448e-06,3.6299158790108297e-10,1.2268793282807015e-09,17,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,5.5950285739966656e-08,1.2794513586101877e-09,4.7415982855988625e-06,1.2794513586101877e-09,0.01179987893742461,0.0002698542457660056
-0.015,2.4094528099056707e-06,-2.3584870963428634e-06,0.0001274960509482,9.230578574506454e-05,2.4092107781469565e-06,-2.358605226298378e-06,4.5957915120690254e-10,2.151571528029329e-09,17,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,5.0605551848578686e-08,2.200107505657512e-09,4.767816004445335e-06,2.200107505657512e-09,0.010613990095548139,0.000461475742485845
-0.01,2.411541916270362e-06,-2.368257480113519e-06,0.0001268839009308,9.070847175254537e-05,2.41170909356656e-06,-2.3682320786750765e-06,5.803546740799505e-10,1.2513517671043164e-09,17,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,4.3477014891483473e-08,1.3793813079643862e-09,4.779941172241636e-06,1.3793813079643862e-09,0.009095721751549126,0.00028858898397924855
-0.005,2.410815020055159e-06,-2.37474533885451e-06,0.0001336533413852,9.835697844632466e-05,2.411193728356822e-06,-2.373901549165945e-06,6.219796010474762e-10,1.1870978191673e-09,17,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,3.729217919087692e-08,1.3401715772209682e-09,4.7850952775227666e-06,1.3401715772209682e-09,0.0077934036895881825,0.00028008058313770847
0.0,2.411572237868099e-06,-2.382784737125212e-06,0.0001285925944939,9.254614136546352e-05,2.412190405598948e-06,-2.383138754743887e-06,6.839355328924393e-10,9.89143222197865e-10,17,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,2.905165085506114e-08,1.2025689698195442e-09,4.795329160342835e-06,1.2025689698195442e-09,0.006058322564239602,0.0002507838353768489
0.005,2.4089690534543307e-06,-2.387393511734488e-06,0.0001230925707771,8.83618209286403e-05,2.409139751468366e-06,-2.38607122071599e-06,5.59117020419927e-10,1.1836657383058063e-09,19,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,2.306853075237598e-08,1.3090746436175008e-09,4.795210972184356e-06,1.3090746436175008e-09,0.004810743653655681,0.0002729994153015021
0.01,2.4028494941007493e-06,-2.3879399748309804e-06,0.0001326561672802,9.639800435619224e-05,2.40243561740404e-06,-2.387274768730588e-06,6.892844922206377e-10,1.5228667730913847e-09,17,23,-4.5,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-256.hdf5,1.5160848673451905e-08,1.671596937004142e-09,4.789710386134628e-06,1.671596937004142e-09,0.003165295487873318,0.00034899924550070246
