gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-1.8,-0.0009319448191824715,0.003868756056274131,0.0008672297487790406,17.03797182807314,-7.678006178800155,2.106437770336854e-05,2.8316716893891477e-05,2.8224854184668743e-05,0.4573575036488896,2.0653585547951705,25,2.2522209371637154,0.11261104685818576,-11441.914801182025,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-1.8V/data.csv,True
