gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
0.0,-0.00026805796972763856,0.00913986513271874,0.0007795225649611046,-1.2389628166133557,-3.7512225779335173,2.996155538423571e-05,4.149012793327339e-05,4.1551506118507987e-05,0.2717516682605553,3.178645022298406,25,3.6877226939919736,0.1843861346995987,-3416.9314105659823,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_0.0V/data.csv,True
