gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-2.6,0.0005649742695083576,0.00046817354598216286,0.0009549866096404483,82.86988899137256,-7.936988643624565,2.7929034827830852e-05,4.0582749752083353e-05,3.882390204791543e-05,4.691976150360104,2.3794588536403425,25,5.021233280723043,0.25106166403615215,-343531.8778451019,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-2.6V/data.csv,True
