imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,quiet
2.9189193383291428e-06,13.118518388293996,0.13436295472863372,0.017710548942638783,0.0,0.4994826951457495,0.09184291352353563,0.0038105333437723644,24,9.654636211810449e-15,4.597445815147832e-16,0.9772307788058722,/home/wfsch/repos/diode-paper/data/processed/centermax/JS633-W2/Wsc=0.6um-NNW_diode+10V/data_qca.csv,in-plane magnitude,ic+ from fit,ic- from fit,rmse+,rmse-,0.1,,True
