imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,invert_current,remove_zero_field_offset,quiet
1.970208571735233e-06,35.4772955361319,-0.27043449320792096,-0.007463132061660815,0.0,0.9892570270662273,0.05364849708489085,0.0011497461191064412,42,2.168622655847702e-15,5.560570912430005e-17,0.9836858885208184,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS06_slopes/diode-lowfield_-4.75V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True
