in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-2.408406779584929e-06,2.4053677253756807e-06,-5.693736749075326e-05,-1.068170800634948e-05,-2.4074439819406786e-06,2.405310749529955e-06,7.367821381097341e-10,1.0574067944547631e-09,19,19,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,-2.1332324107235277e-09,1.2887812258085733e-09,4.812754731470634e-06,1.2887812258085733e-09,-0.00044324561082955414,0.00026778454841724984
-0.045,-2.4507309279250995e-06,2.462613486902948e-06,-5.144653475324727e-05,-6.756550829787068e-06,-2.4508129055573164e-06,2.4623374555410505e-06,1.0188507512476124e-09,9.194607320165507e-10,19,19,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,1.1524549983734136e-08,1.3723938541971964e-09,4.913150361098367e-06,1.3723938541971964e-09,0.00234565383444885,0.0002793314938164759
-0.04,-2.489008007445539e-06,2.5106074482785663e-06,-4.759025703008789e-05,-3.450834672090286e-06,-2.4896290292186933e-06,2.510534035244675e-06,1.1678700040582095e-09,8.273054863254776e-10,21,19,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,2.0905006025981713e-08,1.4312074322344603e-09,5.000163064463368e-06,1.4312074322344603e-09,0.00418086485509954,0.00028623465319370676
-0.035,-2.5265149133970887e-06,2.550219240229626e-06,-4.4446842271360047e-05,-2.3336135854919027e-07,-2.5269089292123228e-06,2.54958496593589e-06,8.97767905177594e-10,6.440269092184797e-10,21,19,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,2.2676036723567422e-08,1.104879120702565e-09,5.076493895148213e-06,1.104879120702565e-09,0.004466869692336225,0.0002176482758087418
-0.03,-2.558387486277094e-06,2.5803007944913763e-06,-3.744879098385437e-05,6.89820458380294e-06,-2.5578988714761498e-06,2.5802151378302905e-06,1.0517531349657847e-09,6.683438986937808e-10,23,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,2.231626635414078e-08,1.2461413338107195e-09,5.13811400930644e-06,1.2461413338107195e-09,0.0043432797158101805,0.00024253122549485612
-0.025,-2.588132092296229e-06,2.6032993731358136e-06,-3.964782259373463e-05,4.975686141697672e-06,-2.586812465515836e-06,2.6025639531606816e-06,1.0493986704925023e-09,1.1689751721925783e-09,21,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,1.575148764484556e-08,1.57090436463653e-09,5.189376418676518e-06,1.57090436463653e-09,0.0030353334146577034,0.00030271683424864886
-0.02,-2.608529077627861e-06,2.6177979562373686e-06,-3.701315501636973e-05,7.679343968620819e-06,-2.6087393556956527e-06,2.6179570272915875e-06,1.2072121233519755e-09,1.0545500835059914e-09,23,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,9.21767159593479e-09,1.6029463463854548e-09,5.226696382987241e-06,1.6029463463854548e-09,0.0017635750999308222,0.0003066848964750733
-0.015,-2.6260387802713614e-06,2.627613735354496e-06,-3.23206329833699e-05,1.2853019314460618e-05,-2.6250475887802094e-06,2.626343181565068e-06,1.331789719785419e-09,1.053455004471476e-09,23,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,1.2955927848586009e-09,1.6980669315937232e-09,5.251390770345277e-06,1.6980669315937232e-09,0.0002467142213401529,0.00032335567043717924
-0.01,-2.638208194134392e-06,2.630162060781829e-06,-3.6397992113299104e-05,8.282765332171572e-06,-2.637545299685677e-06,2.628705260762699e-06,7.208601363341692e-10,8.900308697338123e-10,21,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,-8.840038922977919e-09,1.145335883151682e-09,5.266250560448376e-06,1.145335883151682e-09,-0.001678621026764299,0.00021748632801450786
-0.005,-2.6447121970731764e-06,2.6279892566457585e-06,-3.332750472417518e-05,1.1216721027633011e-05,-2.644884041501707e-06,2.6282453773284034e-06,8.421960052084715e-10,8.73636231505267e-10,23,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,-1.663866417330341e-08,1.213480274329926e-09,5.27312941883011e-06,1.213480274329926e-09,-0.003155368065476922,0.00023012640480571362
0.0,-2.650748230093862e-06,2.6254004449289603e-06,-3.968141705395825e-05,4.9432220496540486e-06,-2.65061966856838e-06,2.6258839596517004e-06,6.631786910403241e-10,8.04760476733621e-10,21,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,-2.4735708916679692e-08,1.0428065022632352e-09,5.276503628220081e-06,1.0428065022632352e-09,-0.004687897641989071,0.000197634273419476
0.005,-2.6536327242486254e-06,2.6203009630281604e-06,-4.454589991220287e-05,-2.078625142002149e-07,-2.653555029941142e-06,2.6212586144690333e-06,7.727774129054193e-10,6.351885440291017e-10,21,19,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,-3.229641547210854e-08,1.000324655480711e-09,5.2748136444101755e-06,1.000324655480711e-09,-0.006122759522762229,0.00018964526008279542
0.01,-2.6549188230820546e-06,2.615260175735773e-06,-4.162815441757146e-05,3.554341949012757e-06,-2.653732157446781e-06,2.6134067452065384e-06,7.15494309271095e-10,1.231935386566381e-09,19,17,-4.2,2024/06/Data_0617/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-075.hdf5,-4.032541224024239e-08,1.4246392186352936e-09,5.26713890265332e-06,1.4246392186352936e-09,-0.0076560373640285955,0.00027048479200999435
