in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-3.3467436010197767e-06,3.336026291738858e-06,-6.848214501178037e-05,-2.1790349424912565e-05,-3.346138324036363e-06,3.336677718662292e-06,1.2666486723370121e-09,1.3735709233242315e-09,15,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,-9.460605374070718e-09,1.8684474679623446e-09,6.682816042698655e-06,1.8684474679623446e-09,-0.0014156614986293018,0.0002795901201377854
-0.045,-3.4058300613894257e-06,3.411107680993759e-06,-6.419000837789844e-05,-1.7850303737470403e-05,-3.403480106705879e-06,3.413468980107132e-06,1.1272138906776723e-09,1.8560099282138554e-09,13,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,9.988873401253152e-09,2.171493497334288e-09,6.816949086813011e-06,2.171493497334288e-09,0.0014652996925818389,0.00031854364773590204
-0.04,-3.4565057366228707e-06,3.471444857271261e-06,-6.119297007456264e-05,-1.3357218643429069e-05,-3.4546441051233616e-06,3.4742520390921188e-06,1.8468324606353363e-09,4.0452508432119356e-09,15,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,1.960793396875716e-08,4.446891557274952e-09,6.92889614421548e-06,4.446891557274952e-09,0.002829878462693751,0.000641791891595486
-0.035,-3.501915249300692e-06,3.521220165378782e-06,-5.6408654668116416e-05,-8.51928439839593e-06,-3.500968015754268e-06,3.524063179399907e-06,1.4675434643872595e-09,4.392266839578003e-09,17,23,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,2.309516364563876e-08,4.630949342189169e-09,7.025031195154175e-06,4.630949342189169e-09,0.003287553180058427,0.0006592105058522591
-0.03,-3.54411391259278e-06,3.5614936596146347e-06,-5.3104979670295535e-05,-3.95265072012748e-06,-3.543040267971906e-06,3.562603642047024e-06,1.268587104505204e-09,3.1185691719609087e-09,17,21,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,1.956337407511796e-08,3.3667175292890024e-09,7.10564391001893e-06,3.3667175292890024e-09,0.0027532162211975865,0.0004738107245584194
-0.025,-3.5803985731102357e-06,3.5956291951369937e-06,-4.732142786808465e-05,1.9877000311354277e-06,-3.578149968926599e-06,3.5946220642001927e-06,1.7300929716554491e-09,2.7718669448068027e-09,19,21,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,1.6472095273593618e-08,3.2674865034586113e-09,7.172772033126791e-06,3.2674865034586113e-09,0.0022964755045216485,0.0004555414704930486
-0.02,-3.6081375445575447e-06,3.615758818000508e-06,-4.417999155534757e-05,5.41893046560154e-06,-3.607928588629821e-06,3.617428067492672e-06,1.1560552574227395e-09,2.4026589238137077e-09,19,19,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,9.499478862851378e-09,2.666314621794735e-09,7.2253566561224935e-06,2.666314621794735e-09,0.0013147418618846835,0.00036902218853907486
-0.015,-3.630789835510404e-06,3.630915992319644e-06,-4.306643534685559e-05,6.371090475920512e-06,-3.630483628465576e-06,3.631584201757881e-06,1.4904985410766127e-09,2.022440424329157e-09,19,19,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,1.1005732923048668e-09,2.512339780147624e-09,7.262067830223457e-06,2.512339780147624e-09,0.00015155095188239265,0.0003459537789695418
-0.01,-3.64572595111904e-06,3.6407888780749527e-06,-4.0079382736078514e-05,1.0221222449152024e-05,-3.6447123454493897e-06,3.6437407598183305e-06,2.8740836851673e-09,3.479475844726733e-09,21,18,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,-9.715856310592595e-10,4.512993372849296e-09,7.28845310526772e-06,4.512993372849296e-09,-0.00013330477908365045,0.0006191977018670604
-0.005,-3.6576676323194174e-06,3.650736228561439e-06,-3.71827377256414e-05,1.1302676525235676e-05,-3.660935753004771e-06,3.6512414916825096e-06,2.3999751347932034e-09,1.646522089958236e-09,21,19,-3.0,2024/06/Data_0612/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-047.hdf5,-9.69426132226123e-09,2.910483746792978e-09,7.312177244687281e-06,2.910483746792978e-09,-0.0013257694661743423,0.0003980327893082363
