VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,4.636972785797191e-07,-4.72019521788219e-07,9.1676611193369e-05,8.496543731966874e-05,4.63774376220022e-07,-4.715952631959225e-07,1.0881351728474282e-10,2.503770330446508e-10,8,7,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-7.820886975900498e-09,2.7300007366321204e-10,9.353696394159445e-07,2.7300007366321204e-10,-0.008361279483888262,0.0002918735063073455
-0.045,4.720338902102796e-07,-4.791207644109513e-07,9.953117819392342e-05,8.755586715414639e-05,4.717929774874611e-07,-4.789193511155807e-07,3.5626333061510915e-10,3.784082938869401e-10,23,21,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-7.1263736281195686e-09,5.197272338673387e-10,9.507123286030418e-07,5.197272338673387e-10,-0.007495825407661351,0.0005466867516975985
-0.04,4.832884290371129e-07,-4.886574140692819e-07,9.928892519449188e-05,8.929564520222398e-05,4.832670598983157e-07,-4.886824419678503e-07,1.509572822347964e-10,2.1734877362260754e-10,13,11,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-5.415382069534505e-09,2.6462915647178313e-10,9.71949501866166e-07,2.6462915647178313e-10,-0.005571670193911148,0.00027227058961455387
-0.035,4.876526762309947e-07,-4.917096748815871e-07,0.0001014427974168,8.992068656214497e-05,4.874835874027129e-07,-4.918522109827821e-07,2.157788029567272e-10,3.8444519565240805e-10,23,23,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-4.368623580069245e-09,4.4086120294901933e-10,9.79335798385495e-07,4.4086120294901933e-10,-0.0044608025023400895,0.0004501679505123827
-0.03,4.983481310858147e-07,-5.022949920280751e-07,0.000107277807621,9.965749130160602e-05,4.982908461820621e-07,-5.020286550415395e-07,1.4765260761069404e-10,5.287429818377245e-10,11,10,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-3.737808859477445e-09,5.489721608395874e-10,1.0003195012236018e-06,5.489721608395874e-10,-0.0037366150064107677,0.0005488006508014896
-0.025,5.027191784869716e-07,-5.053404475794471e-07,0.0001144238183976,0.0001034944802022,5.025356244938478e-07,-5.052649060825918e-07,5.682228491750651e-10,3.449906638527057e-10,21,21,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-2.7292815887439194e-09,6.647524083974118e-10,1.0078005305764397e-06,6.647524083974118e-10,-0.0027081565309187033,0.0006596095416788052
-0.02,5.118391488713149e-07,-5.133915337009921e-07,0.0001097480589885,9.847521171650604e-05,5.117310063924918e-07,-5.132163681803379e-07,1.7757243049617303e-10,3.2476263252149317e-10,21,23,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-1.485361787846046e-09,3.701388057940002e-10,1.0249473745728296e-06,3.701388057940002e-10,-0.0014492078566132281,0.00036112995033667125
-0.015,5.144048320886951e-07,-5.145044236746181e-07,0.0001072348408975,9.635415018666644e-05,5.143878947966707e-07,-5.146491490520215e-07,1.829761946419044e-10,1.857598179347241e-10,21,23,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,-2.612542553507607e-10,2.607431643682609e-10,1.0290370438486923e-06,2.607431643682609e-10,-0.000253882264892667,0.00025338560388099817
-0.01,5.156988121143849e-07,-5.145622495807736e-07,0.0001029248415243,9.177996084683966e-05,5.152788620946686e-07,-5.147088100918682e-07,4.0673574928992275e-10,3.875516483180675e-10,21,23,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,5.700520028003318e-10,5.618097986547457e-10,1.0299876721865368e-06,5.618097986547457e-10,0.0005534551705751795,0.0005454530183907962
-0.005,5.147207421053464e-07,-5.12689296682951e-07,0.0001010986716191,8.86670367137118e-05,5.146968076264016e-07,-5.130100531506905e-07,2.2158988570168368e-10,3.250723511436008e-10,23,23,-5.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-266.hdf5,1.6867544757111085e-09,3.934134096892399e-10,1.027706860777092e-06,3.934134096892399e-10,0.0016412797657453441,0.0003828075442444591
