VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.4665889196054737e-06,-3.633078831830997e-06,9.791587062035975e-05,5.1090775151990346e-05,3.4633288098907527e-06,-3.6330092487483886e-06,2.049675776372711e-09,3.2158931651451446e-09,23,23,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.6968043885763592e-07,3.813546857962588e-09,7.096338058639141e-06,3.813546857962588e-09,-0.023910985843052606,0.0005375500490866131
-0.045,3.5499847532486634e-06,-3.690638217330929e-06,0.0001025194201466,5.638175186620692e-05,3.5465820270812764e-06,-3.6871221788125816e-06,2.880495604674599e-09,3.34089348087663e-09,23,23,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.405401517313052e-07,4.411215725751083e-09,7.2337042058938576e-06,4.411215725751083e-09,-0.01942851791158343,0.0006099293068231195
-0.04,3.620399368966544e-06,-3.740884427956469e-06,0.0001056201346162,5.938306483915572e-05,3.619592135945538e-06,-3.735183519637497e-06,3.122051318497103e-09,2.9238740801371446e-09,23,25,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.1559138369195898e-07,4.277410907526576e-09,7.354775655583035e-06,4.277410907526576e-09,-0.015716507083967022,0.0005816546083618402
-0.035,3.681123485946111e-06,-3.7812046089495088e-06,0.0001123699887224,6.658995521364406e-05,3.684504089632639e-06,-3.77789950617608e-06,3.0349118638665154e-09,4.568263323561058e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-9.33954165434408e-08,5.4844981370067814e-09,7.4624035958087195e-06,5.4844981370067814e-09,-0.012515460380070653,0.0007350081762190055
-0.03,3.740810534840373e-06,-3.821358261759012e-06,0.0001165116374923,7.088225256810619e-05,3.7378665787524e-06,-3.816217445077472e-06,2.7455756079127582e-09,3.5028221739222726e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-7.8350866325072e-08,4.450612160241226e-09,7.554084023829872e-06,4.450612160241226e-09,-0.010371987666262232,0.0005891980462522418
-0.025,3.7811161524785294e-06,-3.843859641821638e-06,0.0001218331384712,7.657990566762502e-05,3.7828592359403936e-06,-3.846893027707748e-06,2.7087884499145713e-09,3.714696425556734e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-6.403379176735469e-08,4.5974454211479835e-09,7.629752263648142e-06,4.5974454211479835e-09,-0.008392643634373672,0.0006025893336155761
-0.02,3.819659590303191e-06,-3.871759200922819e-06,0.0001241152284652,7.854267401164325e-05,3.817071346757823e-06,-3.871677392952462e-06,3.298281968354203e-09,3.092144543150201e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-5.4606046194639265e-08,4.521064235166765e-09,7.688748739710286e-06,4.521064235166765e-09,-0.007102071877133136,0.0005880252309869957
-0.015,3.8416724032850985e-06,-3.891730533500564e-06,0.0001241214313528,7.772807687353213e-05,3.843472436657125e-06,-3.885242512830762e-06,3.2615684487561402e-09,3.8767982913877825e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-4.177007617363714e-08,5.066299807357315e-09,7.728714949487887e-06,5.066299807357315e-09,-0.005404530565123879,0.0006555260260702464
-0.01,3.86522969195559e-06,-3.8922500020811785e-06,0.0001184504535999,7.255693211352725e-05,3.867215608595562e-06,-3.894499134335605e-06,3.274538790990173e-09,3.5502712592234323e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-2.7283525740042514e-08,4.829806446201268e-09,7.761714742931167e-06,4.829806446201268e-09,-0.0035151415175223313,0.0006222640801870499
-0.005,3.881657264121513e-06,-3.899224829735739e-06,0.0001253061387603,7.938082023020148e-05,3.882175959593768e-06,-3.895236442016621e-06,2.509414366651581e-09,3.4686155955535587e-09,19,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,-1.3060482422852758e-08,4.2811744432193745e-09,7.77741240161039e-06,4.2811744432193745e-09,-0.0016792837705441024,0.0005504633493231941
0.0,3.891957737641051e-06,-3.891724107261424e-06,0.0001170821442073,7.070693686483957e-05,3.891608780547451e-06,-3.891388728608526e-06,2.6935596950432524e-09,2.685247059142142e-09,21,23,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,2.2005193892544507e-10,3.8033952725680535e-09,7.782997509155977e-06,3.8033952725680535e-09,2.8273417621754898e-05,0.000488680006593077
0.005,3.895934642374635e-06,-3.881702842744777e-06,0.0001125205591167,6.688146827641599e-05,3.895806215019399e-06,-3.879933177830332e-06,2.7674267218274923e-09,3.366065447778548e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,1.5873037189066702e-08,4.357642396917565e-09,7.775739392849731e-06,4.357642396917565e-09,0.0020413540612823178,0.0005604163483589198
0.01,3.8929931214774815e-06,-3.8701974494024535e-06,0.0001100862518346,6.411572628461408e-05,3.896469273738433e-06,-3.864178585909314e-06,2.759171465768466e-09,4.646429788252742e-09,21,25,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,3.22906878291185e-08,5.403918666548686e-09,7.760647859647748e-06,5.403918666548686e-09,0.0041608237370255015,0.0006963291649904394
0.015,3.891822649791732e-06,-3.843957158846215e-06,0.0001176305089151,7.149443637505025e-05,3.889564847116983e-06,-3.845614934333993e-06,3.2812397940252873e-09,3.160004579768933e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,4.394991278298997e-08,4.5554542616577485e-09,7.735179781450977e-06,4.5554542616577485e-09,0.005681821757831953,0.000588936252532589
0.02,3.871967873017252e-06,-3.8194187352847785e-06,0.0001154948893747,6.931975669617884e-05,3.873762017536404e-06,-3.816342132750585e-06,3.2205436995853472e-09,4.013694254733141e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,5.741988478581893e-08,5.146031800466909e-09,7.69010415028699e-06,5.146031800466909e-09,0.007466723943352063,0.0006691944801516939
0.025,3.851838688737391e-06,-3.7812563682926895e-06,0.0001173585867673,7.140333713005359e-05,3.849889966145074e-06,-3.7810323982320247e-06,3.2992500689837162e-09,2.784455732615537e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,6.885756791304965e-08,4.317203347606479e-09,7.6309223643771e-06,4.317203347606479e-09,0.009023492131762813,0.0005657742142539729
0.03,3.82145767440322e-06,-3.738657469767321e-06,0.0001155509159089,6.901608447595437e-05,3.819796369192868e-06,-3.735346495389324e-06,3.552457067909063e-09,3.925782395519076e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,8.444987380354369e-08,5.2944989032300836e-09,7.555142864582192e-06,5.2944989032300836e-09,0.011177799720960519,0.0007008245566812687
0.035,3.781359302103444e-06,-3.68068506658692e-06,0.0001177583277141,7.139891162815596e-05,3.781285026524568e-06,-3.679930792105304e-06,2.638555379690387e-09,3.9362123371515205e-09,21,27,-0.5,2024/01/Data_0116/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-229.hdf5,1.0135423441926415e-07,4.738748996817295e-09,7.4612158186298726e-06,4.738748996817295e-09,0.013584144579519234,0.0006351761308237259
