VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err,ic+ smoothed,ic- smoothed,delta smoothed,eta smoothed
-0.1019999999999999,-4.219999999999999e-06,3.34e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.799999999999992e-07,7.56e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1164021164021163,0.0037665667625978,3.3530678733031878e-06,-4.223004524886904e-06,-8.699366515837154e-07,-0.11483276279785376
-0.0999999999999999,-4.26e-06,3.38e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.8e-07,7.64e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1151832460732984,0.003726607236294,3.3773936651583916e-06,-4.250914027149347e-06,-8.735203619909553e-07,-0.11452301047539473
-0.0979999999999999,-4.2800000000000005e-06,3.4e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.800000000000005e-07,7.680000000000001e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1145833333333333,0.0037069456605229,3.3988597285068084e-06,-4.27951131221722e-06,-8.806515837104124e-07,-0.11468901480783021
-0.0959999999999999,-4.3e-06,3.42e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.800000000000005e-07,7.72e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1139896373056995,0.003687491704194,3.419692307692329e-06,-4.307891402714958e-06,-8.881990950226299e-07,-0.11494438940428514
-0.0939999999999999,-4.34e-06,3.44e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.999999999999999e-07,7.78e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1156812339331619,0.0036597550705735,3.4421176470588444e-06,-4.329737556561113e-06,-8.876199095022681e-07,-0.11420238171274372
-0.0919999999999999,-4.32e-06,3.48e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.4e-07,7.8e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1076923076923077,0.0036471556075191,3.464361990950247e-06,-4.3550950226244615e-06,-8.907330316742138e-07,-0.11390091604641628
-0.0899999999999999,-4.38e-06,3.48e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-9.000000000000003e-07,7.860000000000001e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1145038167938931,0.0036220212124861,3.4846515837104282e-06,-4.379239819004552e-06,-8.945882352941234e-07,-0.11373115806896358
-0.0879999999999999,-4.42e-06,3.5e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-9.2e-07,7.92e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1161616161616161,0.0035952599781014,3.5093936651583926e-06,-4.4031674208145065e-06,-8.937737556561144e-07,-0.11294263790222192
-0.0859999999999999,-4.440000000000001e-06,3.52e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-9.200000000000004e-07,7.960000000000002e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1155778894472362,0.0035769546103284,3.5300452488688e-06,-4.42528506787333e-06,-8.952398190045305e-07,-0.1125237990296898
-0.0839999999999999,-4.440000000000001e-06,3.56e-06,2023/10/Data_1013/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-101.hdf5,2e-08,2e-08,-8.800000000000009e-07,8.000000000000001e-06,2.8284271247461904e-08,2.8284271247461904e-08,-0.1100000000000001,0.0035568595699015,3.5530135746606544e-06,-4.448235294117674e-06,-8.952217194570192e-07,-0.11188080128650196
