in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.0,-3.3718321056026863e-06,3.3528018589652005e-06,-4.442158612908316e-05,2.121463399690179e-06,-3.370334246919443e-06,3.353351184538876e-06,3.1523923320914753e-09,2.108027057211797e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-1.6983062380567007e-08,3.7922757665241275e-09,6.723685431458319e-06,3.7922757665241275e-09,-0.002525856177195295,0.0005640192276137042
0.005,-3.3754131329426965e-06,3.3454101829370904e-06,-5.383399571616557e-05,-7.539796949549306e-06,-3.3747443648911588e-06,3.346857753299992e-06,1.6483202309147862e-09,1.7709560014097755e-09,17,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-2.788661159116675e-08,2.4193479994767753e-09,6.721602118191151e-06,2.4193479994767753e-09,-0.004148804273269199,0.00035993930888087073
0.01,-3.3732315037911307e-06,3.335353479226479e-06,-4.834575620626652e-05,-1.9587269580450665e-06,-3.3737783366012053e-06,3.3367669105751434e-06,1.940460676296293e-09,2.6795313807579887e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-3.70114260260619e-08,3.3083645592224386e-09,6.710545247176349e-06,3.3083645592224386e-09,-0.00551541263232455,0.0004930172969308444
0.015,-3.368721580768237e-06,3.321106564007756e-06,-5.072386073764498e-05,-3.915652014055743e-06,-3.370213934363126e-06,3.3219472052792506e-06,2.1946868595756403e-09,1.900338883202352e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-4.8266729083875255e-08,2.9030911598853986e-09,6.692161139642377e-06,2.9030911598853986e-09,-0.007212427805713983,0.00043381601345822304
0.02,-3.3561745798460016e-06,3.298091105793617e-06,-4.767917028112328e-05,-7.558590890493545e-07,-3.3585523432510893e-06,3.3002643230716427e-06,2.659320845381182e-09,2.299667237879342e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-5.828802017944657e-08,3.5157441265903418e-09,6.658816666322732e-06,3.5157441265903418e-09,-0.008753510285730027,0.0005280035470685849
0.025,-3.338218703494437e-06,3.2703831848176333e-06,-4.890379975528684e-05,-2.1687346802626858e-06,-3.338651919240316e-06,3.2711715429948085e-06,2.6588681610888807e-09,1.995137484106552e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-6.748037624550758e-08,3.3241771129919037e-09,6.609823462235124e-06,3.3241771129919037e-09,-0.01020910416610264,0.0005029408667257716
0.03,-3.3097509596334817e-06,3.2332696099060565e-06,-4.868773375340696e-05,-2.515178453779218e-06,-3.308408609643828e-06,3.2355695045006345e-06,2.572828118883718e-09,1.882640663916408e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-7.283910514319372e-08,3.188068443234923e-09,6.543978114144463e-06,3.188068443234923e-09,-0.011130707327054753,0.0004872060802501869
0.035,-3.270492333232848e-06,3.192950906099964e-06,-5.101962586994717e-05,-5.147289431122757e-06,-3.270198442865734e-06,3.1939897023241053e-06,1.1814004134829402e-09,1.5817841178221547e-09,19,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-7.62087405416286e-08,1.9742714940889145e-09,6.464188145189839e-06,1.9742714940889145e-09,-0.011789375375519879,0.0003054379987637546
0.04,-3.217936933962165e-06,3.1479368274021287e-06,-5.449113251293734e-05,-8.679404227011013e-06,-3.217335815523833e-06,3.148110380414332e-06,8.93862261526241e-10,2.0546934293975973e-09,19,21,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-6.922543510950077e-08,2.2407040927776396e-09,6.365446195938164e-06,2.2407040927776396e-09,-0.010875189731974171,0.00035203134605839856
0.045,-3.149677414675892e-06,3.0979378016935e-06,-5.113838388191759e-05,-5.61514208739968e-06,-3.150031605531392e-06,3.0966547958369418e-06,7.335078370283991e-10,2.246804069196184e-09,19,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-5.3376809694450375e-08,2.3635063512372057e-09,6.246686401368334e-06,2.3635063512372057e-09,-0.008544819807627642,0.00037837542694740356
0.05,-3.069564179484375e-06,3.041300898651622e-06,-5.298292730324762e-05,-7.816644969107955e-06,-3.0697949547025998e-06,3.042146556493192e-06,8.58135632799509e-10,1.954025497628294e-09,19,21,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-061.hdf5,-2.7648398209407692e-08,2.134153792410874e-09,6.111941511195792e-06,2.134153792410874e-09,-0.004523668650748971,0.0003491812911823789
