VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-1.098470910084274e-06,1.0704039361454297e-06,0.0001444943810537,0.0001250275149115,-1.0981736431457014e-06,1.0703578424312356e-06,4.2196599611100105e-10,5.483337699664307e-10,13,17,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-2.7815800714465837e-08,6.918997218958452e-10,2.1685314855769373e-06,6.918997218958452e-10,-0.012827021834578275,0.0003190899667119138
-0.045,-1.1187672895526511e-06,1.0948138720521849e-06,0.0001339639116853,0.0001147497168676,-1.1188245038966242e-06,1.0948075644418403e-06,3.9062250792476044e-10,4.4140097430409884e-10,15,19,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-2.4016939454783887e-08,5.894240950402666e-10,2.2136320683384643e-06,5.894240950402666e-10,-0.010849562489764084,0.0002662857996554704
-0.04,-1.1370586594138118e-06,1.114992561081784e-06,0.0001269411308653,0.0001109432615922,-1.1361659084093465e-06,1.114081029082603e-06,1.0230760560085084e-09,9.617706803802558e-10,17,19,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-2.208487932674345e-08,1.4041678881163123e-09,2.2502469374919495e-06,1.4041678881163123e-09,-0.009814424789911512,0.0006240361845968683
-0.035,-1.1583117099495932e-06,1.1374856964335804e-06,0.0001232381384616,0.0001072731372427,-1.155490856935396e-06,1.1360263293063137e-06,1.827206515291247e-09,1.8082108680239847e-09,17,18,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.9464527629082212e-08,2.57066337601072e-09,2.2915171862417096e-06,2.57066337601072e-09,-0.00849416611228029,0.0011218576616212513
-0.03,-1.1711796466151735e-06,1.155870146602682e-06,0.0001064489432936,9.17574047879668e-05,-1.171359150988506e-06,1.156083268117226e-06,4.6365835309320377e-10,4.5081859129926197e-10,21,23,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.527588287127996e-08,6.466965831471147e-10,2.3274424191057323e-06,6.466965831471147e-10,-0.006563377356140727,0.0002778631629555753
-0.025,-1.1801116998725402e-06,1.1656568563081102e-06,9.465360313134188e-05,8.219108914805768e-05,-1.1804280558200786e-06,1.165702888616644e-06,4.6451615897640367e-10,6.626364170803523e-10,23,23,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.4725167203434621e-08,8.092356166106866e-10,2.3461309444367224e-06,8.092356166106866e-10,-0.006276362041237197,0.00034493025948482677
-0.02,-1.1869591892075166e-06,1.1731744420769018e-06,8.85905254525051e-05,7.636934479434401e-05,-1.1868451928074308e-06,1.1733015103503068e-06,3.0457165712313006e-10,3.1474715424565126e-10,23,23,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.3543682457124005e-08,4.3798363602818005e-10,2.3601467031577376e-06,4.3798363602818005e-10,-0.005738491780618278,0.00018557780617892294
-0.015,-1.1913110825792086e-06,1.178077474521443e-06,8.344167441778498e-05,6.997799581798004e-05,-1.1910813577558134e-06,1.1777991839507528e-06,6.063962100450736e-10,8.229380803351486e-10,23,21,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.3282173805060524e-08,1.0222247539669192e-09,2.368880541706566e-06,1.0222247539669192e-09,-0.005606941156894264,0.00043152907210227396
-0.01,-1.191398837351594e-06,1.1773214666808892e-06,8.177789164862683e-05,6.282715953033565e-05,-1.1914444408810278e-06,1.1771088984380543e-06,4.5265528936941315e-10,2.611743430463256e-10,23,19,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.4335542442973439e-08,5.225981711217395e-10,2.3685533393190823e-06,5.225981711217395e-10,-0.006052446531389771,0.0002206442786384154
-0.005,-1.1977538567876772e-06,1.1831072207303225e-06,8.329203817055996e-05,6.617406098881423e-05,-1.1978308980448987e-06,1.1832823231059192e-06,3.992423923630275e-10,4.2998462867776404e-10,23,21,-5.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-304.hdf5,-1.4548574938979482e-08,5.867548625779834e-10,2.381113221150818e-06,5.867548625779834e-10,-0.006109988727015676,0.0002464249955100266
