VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-3.67044758367634e-06,3.618837931541135e-06,0.0001124415555688,0.0001199772395622,-3.672406479804733e-06,3.621302491018389e-06,2.053264282186821e-09,2.312534890443078e-09,19,17,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-5.110398878634419e-08,3.092525154630232e-09,7.293708970823122e-06,3.092525154630232e-09,-0.00700658457730826,0.00042400938610849564
-0.045,-3.709645551068188e-06,3.672758416969721e-06,0.0001019866947229,0.0001091809126411,-3.711488663878262e-06,3.6727640988743017e-06,2.635404313725476e-09,1.8652712269457923e-09,21,19,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-3.87245650039601e-08,3.2287137759291563e-09,7.3842527627525635e-06,3.2287137759291563e-09,-0.005244209028067598,0.0004372491404296015
-0.04,-3.749704407993143e-06,3.719321184542388e-06,9.449263599532508e-05,0.0001013956700701,-3.7462472453498674e-06,3.718550341230672e-06,3.024943578542732e-09,2.3349227528791557e-09,21,21,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-2.769690411919528e-08,3.821275692132103e-09,7.46479758658054e-06,3.821275692132103e-09,-0.003710335584850416,0.0005119096600662402
-0.035,-3.7800433449821448e-06,3.7596065095884615e-06,8.744327168242301e-05,9.448405369921495e-05,-3.779042502044648e-06,3.757134665402717e-06,2.5750167939128406e-09,3.2631520519377373e-09,23,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-2.1907836641930908e-08,4.156786355226671e-09,7.5361771674473645e-06,4.156786355226671e-09,-0.0029070225069232915,0.0005515799093986459
-0.03,-3.810192277486221e-06,3.789965815782554e-06,8.175436847621297e-05,8.905050660958756e-05,-3.8088381073963743e-06,3.79288805657993e-06,2.5886039578391203e-09,2.472957223249837e-09,23,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-1.595005081644426e-08,3.579998307061597e-09,7.601726163976304e-06,3.579998307061597e-09,-0.002098214336110882,0.00047094648114207483
-0.025,-3.830565209392523e-06,3.820075336989331e-06,7.747646540306625e-05,8.436862348254934e-05,-3.8336116719950576e-06,3.8189397543037485e-06,2.4130299505958772e-09,3.203812210470367e-09,23,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-1.467191769130904e-08,4.0108759919039835e-09,7.652551426298805e-06,4.0108759919039835e-09,-0.001917258293866205,0.0005241236732969256
-0.02,-3.851209977558804e-06,3.840291944261716e-06,7.74951708923742e-05,8.493156252568089e-05,-3.852851768005041e-06,3.838728537403738e-06,1.8346666636246157e-09,3.176272323818414e-09,23,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-1.412323060130296e-08,3.6680659265708826e-09,7.69158030540878e-06,3.6680659265708826e-09,-0.001836193609182159,0.00047689446960913565
-0.015,-3.867307584855226e-06,3.850792292768516e-06,7.612833121076331e-05,8.343570666320842e-05,-3.867925987605328e-06,3.855741571203091e-06,2.479999460476769e-09,2.598567558949822e-09,23,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-1.2184416402237178e-08,3.5920677446829286e-09,7.72366755880842e-06,3.5920677446829286e-09,-0.001577542833047173,0.0004650733847636695
-0.01,-3.874713144739984e-06,3.863249789700842e-06,7.21489926782483e-05,7.981787321619824e-05,-3.876789510501579e-06,3.866193288881208e-06,2.395084218462548e-09,2.6076033697675563e-09,21,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-1.0596221620371277e-08,3.540624767968426e-09,7.742982799382788e-06,3.540624767968426e-09,-0.001368493498554062,0.00045726926884622767
-0.005,-3.891113915989768e-06,3.881041754687426e-06,6.950203701715816e-05,7.676983155287271e-05,-3.887006638874556e-06,3.878126006469839e-06,3.408639501825938e-09,3.108150853043669e-09,21,23,-3.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-296.hdf5,-8.880632404717504e-09,4.61296271160783e-09,7.765132645344396e-06,4.61296271160783e-09,-0.0011436549522488722,0.0005940614203322232
