VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.06,-3.525988922031804e-06,3.395848599102182e-06,-5.690351967038344e-05,-5.386175942606384e-05,-3.5229898284379105e-06,3.393367318471951e-06,2.858782295206609e-09,2.2778766068426987e-09,39,39,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-1.2962250996595956e-07,3.6553191443960092e-09,6.916357146909861e-06,3.6553191443960092e-09,-0.0187414425271363,0.0005285963348301208
-0.055,-3.574258286501555e-06,3.478431914793813e-06,-6.697108141477426e-05,-6.455870322409625e-05,-3.572594068974455e-06,3.4805823618447485e-06,3.2200103328033374e-09,2.212796126117242e-09,43,43,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-9.201170712970651e-08,3.907036375453872e-09,7.053176430819204e-06,3.907036375453872e-09,-0.013045428259479913,0.000553987108589896
-0.05,-3.62249389357314e-06,3.5577403949899376e-06,-7.429816039417163e-05,-7.193073099310498e-05,-3.619353492545016e-06,3.5560238280564445e-06,4.0334428112077854e-09,2.2618688017921743e-09,45,45,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-6.332966448857149e-08,4.624360646381782e-09,7.17537732060146e-06,4.624360646381782e-09,-0.008825969932862433,0.0006445014038816381
-0.045,-3.6683887326421582e-06,3.621763283098312e-06,-8.028814846300086e-05,-7.797515533887574e-05,-3.6659177587996776e-06,3.622734876814465e-06,3.352615004778037e-09,2.625216063473762e-09,43,45,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-4.318288198521273e-08,4.258143580268696e-09,7.2886526356141425e-06,4.258143580268696e-09,-0.005924672795382042,0.0005842257172398457
-0.04,-3.70991296735035e-06,3.677727347713086e-06,-8.659257407402324e-05,-8.404784309357965e-05,-3.7082005759636554e-06,3.677310536361946e-06,2.940899744881369e-09,2.5345887172936653e-09,43,43,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-3.08900396017093e-08,3.8824001951467665e-09,7.3855111123256015e-06,3.8824001951467665e-09,-0.004182518871328653,0.0005256825281642509
-0.035,-3.7446404719850896e-06,3.725579059780396e-06,-9.22576042531924e-05,-8.962101553725619e-05,-3.744197317995364e-06,3.721897640302188e-06,2.1033842395925363e-09,2.5872492128505667e-09,41,43,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-2.229967769317595e-08,3.334379064947798e-09,7.466094958297552e-06,3.334379064947798e-09,-0.002986792669760098,0.0004466048123444735
-0.03,-3.778268542035539e-06,3.759537094361288e-06,-9.872765468163938e-05,-9.592957206845985e-05,-3.778123211973046e-06,3.7605672488745114e-06,2.412895588898277e-09,2.5275620662944677e-09,39,39,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-1.7555963098534575e-08,3.4943719209459547e-09,7.538690460847557e-06,3.4943719209459547e-09,-0.002328781529061587,0.00046352631328492634
-0.025,-3.806055651281777e-06,3.7898402660433447e-06,-0.0001029477173582,-9.981888922352988e-05,-3.808090323064228e-06,3.790803340028377e-06,2.3414590293164112e-09,1.655881117526886e-09,39,39,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-1.728698303585123e-08,2.8678167063725394e-09,7.598893663092605e-06,2.8678167063725394e-09,-0.0022749341946727225,0.00037740021830209186
-0.02,-3.829971614885857e-06,3.813779711071292e-06,-0.0001015346860173,-9.855989343350802e-05,-3.831959302943134e-06,3.815213351215824e-06,2.2132996322256502e-09,2.236887538111803e-09,39,39,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-1.6745951727309622e-08,3.1468017287668573e-09,7.647172654158958e-06,3.1468017287668573e-09,-0.0021898226291781502,0.00041149970270541584
-0.015,-3.847017403631518e-06,3.831395611378467e-06,-0.0001040135276933,-0.0001006476202853,-3.849988487746916e-06,3.832661981321745e-06,2.648734360387418e-09,2.835178720035641e-09,39,39,-3.5,2023/12/Data_1224/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-045.hdf5,-1.732650642517077e-08,3.879952588169072e-09,7.682650469068662e-06,3.879952588169072e-09,-0.002255277198270247,0.000505029152508128
