gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-5.8,-0.0006836150462881561,0.00861758671347879,0.00023124926600219157,15.278614457799655,-6.953995361288295,2.9441210776041987e-05,4.050799890863109e-05,3.971626758032489e-05,0.2825278124737688,10.721549031881203,25,3.4959062364515696,0.1747953118225785,-3674.4082026096735,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-5.8V/data.csv,True
