gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-5.4,-0.004620385164405148,0.0027346203889165375,0.0003654712173277391,50.051575534378195,-3.9793621980262537,3.236664751330133e-05,4.467356393820905e-05,4.414973812701658e-05,1.017932033427356,7.626855930278577,25,2.51352056288976,0.125676028144488,-27191.90615231451,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-5.4V/data.csv,True
