VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.148711759962805e-06,-3.139585035676961e-06,9.574894497742444e-05,4.976564651108152e-05,3.1474315874867056e-06,-3.138967379936773e-06,1.7187525300633963e-09,1.5597597702033502e-09,23,15,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,8.46420754993262e-09,2.3209827229740713e-09,6.286398967423479e-06,2.3209827229740713e-09,0.0013464318115656807,0.00036920736956572294
-0.045,3.236090269079912e-06,-3.196104392139514e-06,0.0001009378678522,5.615641741476077e-05,3.234161683575505e-06,-3.19642633573785e-06,1.4872531962839875e-09,1.549407647479567e-09,23,17,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,3.77353478376551e-08,2.147693210848585e-09,6.430588019313355e-06,2.147693210848585e-09,0.005868102220873482,0.0003339865936961914
-0.04,3.301325325994625e-06,-3.250008687862889e-06,0.0001047264757283,5.966963128982699e-05,3.3013329190274084e-06,-3.247510220029889e-06,1.752320418984814e-09,1.582323028183297e-09,21,17,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,5.3822698997519555e-08,2.3610110157113356e-09,6.548843139057297e-06,2.3610110157113356e-09,0.00821865753304137,0.000360535548500141
-0.035,3.355545534813313e-06,-3.295351065787288e-06,0.0001096283562585,6.477206682437355e-05,3.3550390751094435e-06,-3.295265042518175e-06,1.4461140382135667e-09,1.0095731013408354e-09,21,17,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,5.977403259126846e-08,1.7636563323021018e-09,6.6503041176276185e-06,1.7636563323021018e-09,0.008988165282972325,0.00026521006258073486
-0.03,3.395476690869557e-06,-3.33558769997096e-06,0.0001123382133692,6.733579450891826e-05,3.3950962586302134e-06,-3.334815626779177e-06,2.303716120151401e-09,1.887948258310621e-09,21,19,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,6.028063185103626e-08,2.9784990495723734e-09,6.729911885409391e-06,2.9784990495723734e-09,0.008957120520660323,0.00044259398642870567
-0.025,3.425683355056643e-06,-3.370784843258803e-06,0.0001159714065284,7.06758779813027e-05,3.424065869603636e-06,-3.370062767512833e-06,2.001605799562673e-09,1.2965996493732022e-09,19,19,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,5.4003102090803054e-08,2.3848682201743637e-09,6.794128637116469e-06,2.3848682201743637e-09,0.007948495675484116,0.00035103008533772674
-0.02,3.4423569913271404e-06,-3.3957820426337327e-06,0.0001194472255016,7.316851075988084e-05,3.442286006480664e-06,-3.395410919961829e-06,2.7674969648256512e-09,2.024645168788087e-09,19,19,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,4.687508651883518e-08,3.4290271958408458e-09,6.837696926442492e-06,3.4290271958408458e-09,0.00685539108022784,0.000501500403970463
-0.015,3.4557525092875914e-06,-3.4159349701435808e-06,0.0001213946706208,7.484627872095004e-05,3.454577069189872e-06,-3.4161750856498667e-06,2.0207254328029557e-09,1.8479632359899387e-09,19,19,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,3.840198354000512e-08,2.7383022835960058e-09,6.8707521548397385e-06,2.7383022835960058e-09,0.005589196448158136,0.00039855098723153877
-0.01,3.460956092611616e-06,-3.4309383755977457e-06,0.0001251191919958,7.819726099020972e-05,3.459855382555188e-06,-3.4306214357988776e-06,1.7251496251236214e-09,1.3789088801358424e-09,19,21,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,2.9233946756310396e-08,2.2085132847193053e-09,6.890476818354066e-06,2.2085132847193053e-09,0.004242659474369081,0.0003205196417674056
-0.005,3.4609893850923265e-06,-3.440909044747259e-06,0.0001200880840511,7.411811281218479e-05,3.460776733504864e-06,-3.4394954682208045e-06,2.369565975986789e-09,1.976014464850102e-09,19,21,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,2.1281265284059512e-08,3.0853648211923107e-09,6.9002722017256685e-06,3.0853648211923107e-09,0.0030841196784580967,0.00044713880911297906
0.0,3.4561299392889315e-06,-3.445930991144953e-06,0.0001157473290059,7.012923955852023e-05,3.458413998919306e-06,-3.4448564333535178e-06,2.5856235226342323e-09,1.752857952460839e-09,21,19,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,1.3557565565788235e-08,3.1237733596252884e-09,6.903270432272824e-06,3.1237733596252884e-09,0.0019639337179094924,0.0004525071724364727
0.005,3.4520980351825984e-06,-3.445930655029298e-06,0.0001134123792088,6.735627173334166e-05,3.4531742275845925e-06,-3.445622613787258e-06,2.184062255675271e-09,1.361288475303524e-09,21,19,-3.5,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-247.hdf5,7.551613797334413e-09,2.5735645027198262e-09,6.898796841371851e-06,2.5735645027198262e-09,0.0010946276533391507,0.0003730456344388562
