Vg increasing,repeat,gate 21 - Source voltage,ic+,ic-,datapath
0.0,1.0,-2.699999999999955,3.964668709802182e-06,-3.9845230596050225e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-2.5999999999999552,3.984729619132494e-06,-3.985297576433503e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-2.4999999999999556,4.004711240351436e-06,-4.004778864286971e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-2.399999999999956,4.0053120796443285e-06,-4.005582038347419e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-2.2999999999999563,4.024634297863958e-06,-4.004909541569836e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-2.1999999999999567,4.024912138993457e-06,-4.044893328046103e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-2.099999999999957,4.044938498695712e-06,-4.0256537576324585e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.9999999999999574,4.005996673651791e-06,-4.005005813338771e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.8999999999999577,4.0250357424417e-06,-4.02491586466962e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.799999999999958,4.0248686310166506e-06,-4.025133607307364e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.6999999999999584,4.0400602065895395e-06,-4.027230394192158e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
0.0,1.0,-1.5999999999999588,4.045875287431718e-06,-4.047094368607405e-06,2024/01/Data_0114/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-198.hdf5
