VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,2.506771430727042e-06,-2.490898454638524e-06,0.0001014064285751,5.97040200522948e-05,2.504969287475653e-06,-2.4897230004346377e-06,1.2222652549311143e-09,1.866812581301877e-09,43,33,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,1.52462870410152e-08,2.2313497186946736e-09,4.9946922879102905e-06,2.2313497186946736e-09,0.003052497764060263,0.00044674626295650974
-0.045,2.569207314568172e-06,-2.5383513638036365e-06,0.0001049227911794,6.459185723973417e-05,2.5689828973820538e-06,-2.537200833377155e-06,1.0181079182778978e-09,1.0087133845823247e-09,41,35,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,3.178206400489882e-08,1.4331944827886002e-09,5.106183730759209e-06,1.4331944827886002e-09,0.006224230399984713,0.00028068364160330347
-0.04,2.6159048425583178e-06,-2.5758955990928297e-06,0.0001076610098462,6.772306062077244e-05,2.615697400198844e-06,-2.574244754043627e-06,1.043328839178569e-09,1.0261880209068255e-09,41,37,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.1452646155216995e-08,1.46341959837716e-09,5.189942154242471e-06,1.46341959837716e-09,0.007987111401874086,0.0002819812307722375
-0.035,2.657321250961161e-06,-2.6084460852099685e-06,0.0001082060105995,6.818283742887976e-05,2.657194924787637e-06,-2.6084906832423644e-06,9.828131851132767e-10,8.442602311234835e-10,41,37,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.870424154527247e-08,1.2956454355606634e-09,5.265685608030001e-06,1.2956454355606634e-09,0.009249363743061316,0.00024606498612557903
-0.03,2.691520662758857e-06,-2.640945712195236e-06,0.0001093585371257,6.954653482672799e-05,2.6913025816037146e-06,-2.6406756706644703e-06,5.986977874831871e-10,8.45064061394442e-10,41,37,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,5.062691093924433e-08,1.0356506691919495e-09,5.3319782522681844e-06,1.0356506691919495e-09,0.009494958258261464,0.00019424260626808542
-0.025,2.7176596256250686e-06,-2.66846738280207e-06,0.0001114698848777,7.190315417201858e-05,2.7172294369639714e-06,-2.6685858571278914e-06,6.47721403707407e-10,8.119542541719743e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.864357983608002e-08,1.0386591008067376e-09,5.385815294091863e-06,1.0386591008067376e-09,0.00903179503564504,0.00019285872363998275
-0.02,2.7332184882591502e-06,-2.690921680107716e-06,0.0001158996049147,7.621850179720209e-05,2.7330198022089016e-06,-2.690125448862005e-06,7.285623998986426e-10,1.025134065820876e-09,37,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,4.289435334689662e-08,1.2576577529091569e-09,5.4231452510709065e-06,1.2576577529091569e-09,0.007909497415439184,0.0002319128538321893
-0.015,2.7434101384638543e-06,-2.706620179789732e-06,0.0001184487881118,7.838750786569329e-05,2.743211814432154e-06,-2.705685529190641e-06,7.484610322344564e-10,1.0478656734690083e-09,37,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,3.7526285241512826e-08,1.2877175103290808e-09,5.448897343622794e-06,1.2877175103290808e-09,0.006886950308475223,0.0002363318607478107
-0.01,2.747701898245706e-06,-2.718490611771778e-06,0.0001138911321279,7.386981633996455e-05,2.74691657564709e-06,-2.717548958409912e-06,7.325015103436033e-10,8.43784216948294e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,2.936761723717795e-08,1.1173765110412451e-09,5.4644655340570016e-06,1.1173765110412451e-09,0.005374289041470896,0.0002044834285336518
-0.005,2.746987907683964e-06,-2.725306095560685e-06,0.0001110864445328,7.139520402260039e-05,2.7466195903623884e-06,-2.7248806896300312e-06,7.034605973970911e-10,7.526806150663986e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,2.1738900732357195e-08,1.0302353713530729e-09,5.471500279992419e-06,1.0302353713530729e-09,0.003973115164016278,0.0001882926894023424
0.0,2.744598023041449e-06,-2.7288890952386094e-06,0.0001096850347355,6.993131301776055e-05,2.7437402413238773e-06,-2.728134449664869e-06,8.16519939055558e-10,7.948746987145514e-10,41,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,1.5605791659008412e-08,1.1395308673010315e-09,5.471874690988746e-06,1.1395308673010315e-09,0.002852000921130105,0.0002082532159569669
0.005,2.739997469473045e-06,-2.731687270197043e-06,0.0001120439881557,7.251909373162412e-05,2.7399024781697125e-06,-2.731277052004724e-06,9.899595603703594e-10,5.568863088529851e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,8.625426164988382e-09,1.135844308061883e-09,5.471179530174437e-06,1.135844308061883e-09,0.001576520404314603,0.0002076052729251114
0.01,2.73263396444462e-06,-2.7316123944132463e-06,0.000115729624008,7.569868460570307e-05,2.732797214514401e-06,-2.730678742721393e-06,6.09996362285719e-10,9.002809632292412e-10,39,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,2.118471793008055e-09,1.0874747697095232e-09,5.463475957235794e-06,1.0874747697095232e-09,0.0003877516455805693,0.00019904450206665938
0.015,2.723257559874665e-06,-2.729447684997453e-06,0.0001157342224749,7.567574082335622e-05,2.7232922104719635e-06,-2.7290689160274563e-06,7.17776148296315e-10,1.025796086368131e-09,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-5.776705555492784e-09,1.2519825118072807e-09,5.452361126499419e-06,1.2519825118072807e-09,-0.001059486967474879,0.00022962221053285007
0.02,2.7065941599960787e-06,-2.719374304564536e-06,0.0001158762949442,7.605263658221315e-05,2.70665913120892e-06,-2.71880163009372e-06,6.226332233383968e-10,8.731847405906683e-10,39,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.2142498884799669e-08,1.072438213607271e-09,5.42546076130264e-06,1.072438213607271e-09,-0.0022380585574236617,0.00019766816988601272
0.025,2.6842722474313245e-06,-2.7016270149295264e-06,0.000115510882188,7.545654741000416e-05,2.6843585726994973e-06,-2.7009310594775893e-06,7.323138240406464e-10,7.452445420613226e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.6572486778091997e-08,1.044831548314476e-09,5.385289632177086e-06,1.044831548314476e-09,-0.0030773622051953244,0.00019401676920399337
0.03,2.65732991898436e-06,-2.676964072839084e-06,0.0001168714851389,7.694014568619403e-05,2.6570564057341807e-06,-2.676634386085533e-06,7.719646595521294e-10,6.876235386344642e-10,37,41,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.9577980351352177e-08,1.0338063486367346e-09,5.333690791819713e-06,1.0338063486367346e-09,-0.003670625297847964,0.00019382700524909062
0.035,2.6264356835880923e-06,-2.644040198497898e-06,0.0001124089010059,7.216685093748691e-05,2.625656609764493e-06,-2.643488064492499e-06,6.821814379603672e-10,7.007451723232934e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.7831454728005788e-08,9.779648822079841e-10,5.269144674256992e-06,9.779648822079841e-10,-0.0033841269941065383,0.00018560327010019918
0.04,2.589895783832579e-06,-2.5998586649898057e-06,0.0001118877278717,7.146509897307317e-05,2.588703952819483e-06,-2.600300426021204e-06,7.153526074680935e-10,9.156926076368928e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-1.159647320172115e-08,1.1619906646321443e-09,5.189004378840687e-06,1.1619906646321443e-09,-0.002234816615111819,0.000223933818805969
0.045,2.5490773623526805e-06,-2.549604911185158e-06,0.0001128235771945,7.2072300594168e-05,2.5491284100996964e-06,-2.549576441851024e-06,9.171536432044584e-10,9.638789275148128e-10,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,-4.4803175132742087e-10,1.330501180815078e-09,5.098704851950721e-06,1.330501180815078e-09,-8.787167807056095e-05,0.00026094885359813027
0.05,2.5038537912687623e-06,-2.48666500981392e-06,0.0001135998642452,7.215381359180552e-05,2.5037465179200712e-06,-2.486559064012423e-06,1.1766720750728323e-09,1.245686681243281e-09,39,39,-4.25,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-254.hdf5,1.718745390764846e-08,1.7135613441260586e-09,4.9903055819324945e-06,1.7135613441260586e-09,0.003444168623636195,0.0003433800754982162
