VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,1.5749341371194832e-08,-1.678619591442911e-08,9.945872125091484e-05,9.071575775403691e-05,1.5700634563960292e-08,-1.6748524825810666e-08,5.015699853644143e-11,4.7495740824863015e-11,30,30,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,-1.0478902618503742e-09,6.907655100457135e-11,3.2449159389770955e-08,6.907655100457135e-11,-0.03229329454311546,0.002129872126015442
-0.045,1.5891489762177415e-08,-1.6872494050460296e-08,0.0001049368289859,9.389575816506416e-05,1.5832964842510693e-08,-1.681037480890747e-08,7.895392850156633e-11,4.59445667758693e-11,30,30,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,-9.77409966396778e-10,9.13489246901832e-11,3.264333965141816e-08,9.13489246901832e-11,-0.02994209467640408,0.0027996481050625572
-0.04,1.6005916611655744e-08,-1.691615922427769e-08,0.000106939550037,0.0001000365592501,1.5978178390676063e-08,-1.686440782288392e-08,5.1014985691432095e-11,5.5435969168677834e-11,30,30,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,-8.862294322078579e-10,7.533707880431535e-11,3.284258621355999e-08,7.533707880431535e-11,-0.026984154854466154,0.0022947188588380804
-0.035,1.6569296495874772e-08,-1.7412792381962988e-08,0.000102683263275,9.132842787796276e-05,1.6451441138923748e-08,-1.7396365186389586e-08,7.184615600899304e-11,5.5545206239102175e-11,29,29,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,-9.449240474658389e-10,9.081376585855783e-11,3.384780632531334e-08,9.081376585855783e-11,-0.027916847502142857,0.002684048294427497
-0.03,1.6624835592774113e-08,-1.749916257677276e-08,9.810638227450528e-05,9.02219556192177e-05,1.6530189121723893e-08,-1.740985294282711e-08,7.752210404708813e-11,5.3617281042946156e-11,30,30,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,-8.796638211032177e-10,9.42575696818342e-11,3.3940042064551e-08,9.42575696818342e-11,-0.02591817120998771,0.0027781115599132293
-0.025,1.7590344270240496e-08,-1.811828639371143e-08,0.0001062184758726,0.0001963341150558,1.742682088333221e-08,-1.6766021809650342e-08,1.7927188790978478e-10,5.657503442145846e-10,36,36,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,6.60799073681868e-10,5.934743985831734e-10,3.419284269298255e-08,5.934743985831734e-10,0.019325654775626033,0.01735992585503891
-0.02,1.7713295534652562e-08,-1.828479677466659e-08,0.0001061616419575,8.113376080946686e-05,1.7602406082174195e-08,-1.6954398062181385e-08,7.306770074834732e-11,7.844926478247161e-10,30,30,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,6.480080199928093e-10,7.878880652628799e-10,3.455680414435558e-08,7.878880652628799e-10,0.018751966104442366,0.02280380369640444
-0.015,1.7669778062934797e-08,-1.819249401420405e-08,0.0001098662901891,0.00012812202565,1.7593569437618838e-08,-1.6814007280452605e-08,9.777661879200124e-11,8.177879886149582e-10,40,40,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,7.795621571662325e-10,8.236124461816343e-10,3.440757671807144e-08,8.236124461816343e-10,0.022656700399269713,0.02394309301936762
-0.01,1.7688581567567694e-08,-1.8297715421926005e-08,0.0001079416183776,8.053974022952299e-05,1.75447913061484e-08,-1.7333180388220556e-08,1.0711763725786376e-10,9.182723224336931e-10,30,30,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,2.1161091792784496e-10,9.244989163646844e-10,3.487797169436896e-08,9.244989163646844e-10,0.006067179587797231,0.02650715873104422
-0.005,1.7567058122659102e-08,-1.7736683111955852e-08,0.0001049171925169,0.0001038492459577,1.7504379947760108e-08,-1.694309297522849e-08,6.051356639565169e-11,7.578363874775323e-10,40,40,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,5.612869725316179e-10,7.602485658670573e-10,3.44474729229886e-08,7.602485658670573e-10,0.016293995608515067,0.022072721610001105
0.0,1.7610881510594713e-08,-1.7982407866247244e-08,0.0001010518356306,0.0001099457508019,1.7594306516337183e-08,-1.691543918325272e-08,5.918655602942759e-11,7.728912336293176e-10,32,32,-6.75,2024/01/Data_0119/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-277.hdf5,6.788673330844631e-10,7.751541185052641e-10,3.4509745699589906e-08,7.751541185052641e-10,0.01967175704492457,0.022466235901940905
