in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-3.4433671439586057e-06,3.4162166489930875e-06,-6.204087147708561e-05,-1.4365891922178637e-05,-3.4451894691078733e-06,3.4166115244536386e-06,1.577605685327407e-09,1.312171710968723e-09,19,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,-2.8577944654234764e-08,2.0519830158760923e-09,6.8618009935615115e-06,2.0519830158760923e-09,-0.004164787740281261,0.00029904697236422844
-0.045,-3.502967064194152e-06,3.4936529873017296e-06,-5.6688218432107386e-05,-9.345143482135088e-06,-3.503068573661257e-06,3.496239191196874e-06,1.517858532680808e-09,2.137410662213549e-09,19,21,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,-6.829382464383005e-09,2.621529870929587e-09,6.999307764858131e-06,2.621529870929587e-09,-0.0009757225562607376,0.0003745414842286014
-0.04,-3.555624380057811e-06,3.5581013618033197e-06,-5.3314066436759365e-05,-4.861203669686082e-06,-3.5540433977283543e-06,3.55731658376282e-06,1.550279768716001e-09,2.2084167067391036e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,3.273186034465736e-09,2.698234925260313e-09,7.111359981491175e-06,2.698234925260313e-09,0.0004602756776460337,0.00037942604763344193
-0.035,-3.5995038013271056e-06,3.610351863202607e-06,-4.965118069961256e-05,-7.93957085052823e-07,-3.599550068846749e-06,3.6103684686992136e-06,1.834097610769496e-09,1.0606442527539856e-09,19,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.0818399852464443e-08,2.1186977785258646e-09,7.209918537545963e-06,2.1186977785258646e-09,0.0015004885001303632,0.0002938590987649901
-0.03,-3.6407252249415607e-06,3.655322275115773e-06,-4.254202809791627e-05,6.429280328907979e-06,-3.639604206508593e-06,3.653851687083188e-06,1.7478718223827096e-09,9.780628368361966e-10,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.4247480574595046e-08,2.0029135828286557e-09,7.293455893591781e-06,2.0029135828286557e-09,0.001953460853463617,0.0002746184296738204
-0.025,-3.675466711472164e-06,3.688109805586228e-06,-3.7774318498399815e-05,1.1668741717338736e-05,-3.6737490694403793e-06,3.687278014077246e-06,1.8559248323906735e-09,1.4360818467377503e-09,23,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.3528944636866626e-08,2.346654651629433e-09,7.361027083517625e-06,2.346654651629433e-09,0.001837915345694059,0.00031879499809224515
-0.02,-3.701575062632413e-06,3.712844604808588e-06,-3.7928227445367045e-05,1.19684087050398e-05,-3.700773705819253e-06,3.712159078075504e-06,1.6452065246561132e-09,1.4628717492864524e-09,23,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.138537225625107e-08,2.2015218063038692e-09,7.412932783894756e-06,2.2015218063038692e-09,0.0015358796023332067,0.0002969842661596803
-0.015,-3.72069154602648e-06,3.7285433546017008e-06,-3.809644179436648e-05,1.1855671268469825e-05,-3.719923777628607e-06,3.728537957429378e-06,1.501467253697965e-09,1.316285739629262e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,8.614179800770642e-09,1.996750375554907e-09,7.448461735057985e-06,1.996750375554907e-09,0.001156504538410384,0.0002680757157529349
-0.01,-3.733303540928496e-06,3.7405080432743934e-06,-3.94186734658855e-05,1.0565461490443058e-05,-3.732587364811967e-06,3.740403109895047e-06,1.432988217343897e-09,8.595338700118055e-10,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,7.815745083079953e-09,1.6710038015348472e-09,7.4729904747070136e-06,1.6710038015348472e-09,0.001045865789543426,0.00022360589393117633
-0.005,-3.7378911289094807e-06,3.744063966857843e-06,-4.028520171427779e-05,1.0174314924290557e-05,-3.738161943726777e-06,3.743481666038677e-06,2.013118105720256e-09,1.588795321101524e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,5.319722311899919e-09,2.56454968365458e-09,7.481643609765453e-06,2.56454968365458e-09,0.0007110365835865698,0.0003427790022757398
