in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.0,-3.7405093231842695e-06,3.7473619741056536e-06,-4.851624658201075e-05,1.486236062005888e-06,-3.7410062883959847e-06,3.7476919242243808e-06,1.716635712112598e-09,1.5138966605192872e-09,21,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,6.685635828396062e-09,2.2888253028205924e-09,7.488698212620365e-06,2.2888253028205924e-09,0.0008927634201000465,0.0003056373951737557
0.005,-3.737869310318901e-06,3.745543894333994e-06,-4.929569034864612e-05,1.918241375971229e-07,-3.7385581028439857e-06,3.744848226135942e-06,1.9267199653713382e-09,1.4730937554816321e-09,21,19,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,6.290123291956277e-09,2.42533606689867e-09,7.483406328979928e-06,2.42533606689867e-09,0.000840542797682575,0.000324095313957631
0.01,-3.732942764293842e-06,3.738329330766496e-06,-4.189252564963624e-05,8.27263746928559e-06,-3.7320089248739057e-06,3.738080516037125e-06,2.038228281637304e-09,1.4880637023572752e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,6.071591163219227e-09,2.5236299471870667e-09,7.47008944091103e-06,2.5236299471870667e-09,0.0008127869433486668,0.00033783140091327504
0.015,-3.7204091852946025e-06,3.7237373484517616e-06,-4.185022120438851e-05,8.138999225636121e-06,-3.720674677788783e-06,3.724465817390409e-06,9.755891570735091e-10,1.2534274835440787e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,3.791139601625915e-09,1.5883496655028582e-09,7.445140495179192e-06,1.5883496655028582e-09,0.0005092099476270083,0.00021334048329332397
0.02,-3.7010590369883914e-06,3.702963307005529e-06,-4.407679012958617e-05,5.721245641248173e-06,-3.7020568914931927e-06,3.703738669166029e-06,2.497984674945068e-09,9.938133700475691e-10,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.6817776728361613e-09,2.6884182060731778e-09,7.4057955606592215e-06,2.6884182060731778e-09,0.00022708940032993013,0.00036301545909190474
0.025,-3.6757538368258976e-06,3.675669508778237e-06,-4.661987571720386e-05,3.196677719558593e-06,-3.675307675325085e-06,3.675155722713933e-06,1.4708092793468223e-09,1.0368700972755568e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,-1.5195261115226913e-10,1.7995498144916526e-09,7.3504633980390175e-06,1.7995498144916526e-09,-2.067252129883506e-05,0.000244821274173852
0.03,-3.640455114524236e-06,3.6406667979007152e-06,-4.480506313535905e-05,5.5646165332729206e-06,-3.639302555657264e-06,3.640381551642244e-06,2.3800027718239653e-09,1.1275706077553706e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.0789959849799002e-09,2.633596147734799e-09,7.279684107299508e-06,2.633596147734799e-09,0.0001482201657483964,0.00036177341459405556
0.035,-3.5907482631698217e-06,3.597910936487753e-06,-4.3577453170273984e-05,6.263192218351558e-06,-3.592930513823004e-06,3.5980271280010866e-06,1.7822693183848051e-09,9.028510175969263e-10,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,5.096614178082707e-09,1.9979048734190633e-09,7.1909576418240905e-06,1.9979048734190633e-09,0.0007087531914302692,0.00027783578693380614
0.04,-3.5376355246677672e-06,3.5509997710033594e-06,-4.563740176244289e-05,4.045491034959252e-06,-3.536765136413451e-06,3.5508878555490004e-06,2.077671029203192e-09,1.5138569834555854e-09,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,1.4122719135549346e-08,2.570696378794566e-09,7.0876529919624515e-06,2.570696378794566e-09,0.0019925804990121284,0.00036270137449190536
0.045,-3.470834199480543e-06,3.496122332181852e-06,-4.033870491913903e-05,8.368527968429183e-06,-3.471252194307183e-06,3.496733316652075e-06,3.4523216899810677e-09,1.3818716510256974e-09,23,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,2.548112234489184e-08,3.7186145687637787e-09,6.967985510959258e-06,3.7186145687637787e-09,0.0036568850932332006,0.0005336749663144945
0.05,-3.390750335596305e-06,3.4388375820253705e-06,-4.107309220421293e-05,6.335823722685444e-06,-3.3913952300298178e-06,3.437601178230979e-06,1.3647739365240121e-09,9.378946451004231e-10,21,17,-2.6,2024/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-124.hdf5,4.620594820116107e-08,1.6559753208074378e-09,6.828996408260796e-06,1.6559753208074378e-09,0.006766140357793622,0.00024249730519525483
