angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.0,-3.3566545651496083e-06,3.295237910827531e-06,-7.422792277230589e-05,-2.5973551362787654e-05,-3.355726605429025e-06,3.2941092295523085e-06,1.140934863533461e-09,2.5037742655561435e-09,15,23,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-062.hdf5,-6.161737587671637e-08,2.7514755924207876e-09,6.649835834981333e-06,2.7514755924207876e-09,-0.00926599955333925,0.0004137837049352674
15.0,-3.3511764862600766e-06,3.292882189319062e-06,-6.909639433990111e-05,-2.109162610167439e-05,-3.352765960830158e-06,3.293003805457846e-06,1.937093644013234e-09,2.2215920446554022e-09,21,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-063.hdf5,-5.976215537231194e-08,2.9475079301933423e-09,6.645769766288004e-06,2.9475079301933423e-09,-0.008992510645714425,0.0004435343394253642
30.0,-3.3316368915379795e-06,3.2803539081739887e-06,-7.340664645527246e-05,-2.534369441104353e-05,-3.332680633721262e-06,3.279547887113957e-06,1.5332037082276522e-09,1.8590513519044106e-09,19,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-063.hdf5,-5.313274660730479e-08,2.4097272750128052e-09,6.612228520835219e-06,2.4097272750128052e-09,-0.00803552787685465,0.00036444673136405394
45.0,-3.3014572894313206e-06,3.258387819434701e-06,-7.470703358398511e-05,-2.688180144786651e-05,-3.3017780278105096e-06,3.2588652297719166e-06,1.4368886561729e-09,1.6806433287343922e-09,19,19,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-063.hdf5,-4.2912798038593035e-08,2.211156034443924e-09,6.560643257582427e-06,2.211156034443924e-09,-0.006540943677892683,0.000337040629723406
60.0,-3.270327042522133e-06,3.2365952803688328e-06,-8.108553702135925e-05,-3.374305532979328e-05,-3.27012108553166e-06,3.2357438814044523e-06,1.492014438678249e-09,2.111690111328423e-09,19,21,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-063.hdf5,-3.437720412720777e-08,2.585602871963639e-09,6.505864966936112e-06,2.585602871963639e-09,-0.0052840328383571495,0.0003974320065302844
75.0,-3.2459523759332343e-06,3.2180055070948487e-06,-8.87327137160007e-05,-4.233551065770546e-05,-3.2459261127205718e-06,3.2186289402725523e-06,7.245625593126314e-10,2.0525771985981533e-09,17,23,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-063.hdf5,-2.7297172448019494e-08,2.1767094566254618e-09,6.464555052993124e-06,2.1767094566254618e-09,-0.004222591071504721,0.00033671750713850214
90.0,-3.2357533285124063e-06,3.2129117449882334e-06,-7.64955813206927e-05,-2.9753240628189308e-05,-3.235266254925494e-06,3.212502350271512e-06,1.3982195547717256e-09,1.5767528634635701e-09,19,21,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-063.hdf5,-2.2763904653981804e-08,2.107407771596805e-09,6.447768605197006e-06,2.107407771596805e-09,-0.003530508932289184,0.00032684499622742506
105.0,-3.242597290275076e-06,3.224318504950649e-06,-7.632556415800908e-05,-3.0997813119100285e-05,-3.241409008839432e-06,3.222951782685872e-06,1.2753848941496478e-09,2.750969755816303e-09,23,25,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,-1.845722615356026e-08,3.0322337023457013e-09,6.464360791525304e-06,3.0322337023457013e-09,-0.002855228343343313,0.00046907129103606937
120.0,-3.2583440163813505e-06,3.244418454583489e-06,-7.421824817863182e-05,-2.862735325392073e-05,-3.2566669887893053e-06,3.244304716028131e-06,1.2963309047865274e-09,3.330274352242071e-09,21,25,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,-1.2362272761174322e-08,3.5736817256026037e-09,6.500971704817437e-06,3.5736817256026037e-09,-0.0019016038405479394,0.0005497160038919599
135.0,-3.2773071053509717e-06,3.274707977752048e-06,-7.720558323048233e-05,-3.131473093489526e-05,-3.277083511841265e-06,3.2748853934205028e-06,1.564614048411739e-09,3.551992088833166e-09,23,25,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,-2.198118420762249e-09,3.881322573507743e-09,6.551968905261768e-06,3.881322573507743e-09,-0.00033548975163740164,0.0005923902948957359
150.0,-3.299154434920088e-06,3.30642739212101e-06,-6.12731484489391e-05,-1.5264932620050836e-05,-3.298959695268505e-06,3.3077452866446597e-06,2.1609943798609572e-09,2.435575853591937e-09,25,23,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,8.785591376154794e-09,3.2560599577389136e-09,6.606704981913164e-06,3.2560599577389136e-09,0.0013297992569982547,0.0004928421725511525
165.0,-3.3159559319462065e-06,3.334392748189776e-06,-6.311606523508672e-05,-1.83839461499368e-05,-3.315711447824334e-06,3.33515319271919e-06,2.6410136768668223e-09,3.845115511903361e-09,25,23,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,1.9441744894855998e-08,4.664747210865499e-09,6.650864640543524e-06,4.664747210865499e-09,0.0029231905843248637,0.0007013775491114049
180.0,-3.320697967866153e-06,3.348241012263137e-06,-5.999320942494894e-05,-1.4229315083497674e-05,-3.3222872076180497e-06,3.348298003081105e-06,2.672810825674505e-09,3.33229959505041e-09,27,21,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,2.601079546305526e-08,4.2717839717167294e-09,6.670585210699155e-06,4.2717839717167294e-09,0.003899327366560846,0.0006403960540753776
195.0,-3.3198080249512653e-06,3.3443270242086167e-06,-5.7094134567949576e-05,-1.1559014080557637e-05,-3.3193772287296028e-06,3.3450270452973013e-06,2.4551539621778553e-09,3.0658591048504524e-09,27,21,-3.6,2024/06/Data_0613/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-064.hdf5,2.5649816567698517e-08,3.927756742568465e-09,6.6644042740269044e-06,3.927756742568465e-09,0.0038487786024121035,0.0005893678822709965
