in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-9.76240720235193e-07,9.589068063961e-07,-3.840819679877498e-05,-2.3184335135252524e-06,-9.774598353481024e-07,9.565653276203131e-07,1.5934498021894723e-09,1.3843732392717407e-09,23,19,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-2.0894507727789304e-08,2.1108224789662917e-09,1.9340251629684154e-06,2.1108224789662917e-09,-0.010803637991824067,0.0010914778679755278
-0.045,-9.976582091119057e-07,9.789203506446026e-07,-3.2425581912241126e-05,-3.990355852784852e-06,-9.97332423772038e-07,9.786525842520482e-07,1.3867379778502176e-09,1.6294301411301442e-09,21,19,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.8679839519989878e-08,2.1396459529640674e-09,1.9759850080240863e-06,2.1396459529640674e-09,-0.009453431804459409,0.0010828733767755865
-0.04,-1.0117763032468717e-06,9.950704304569217e-07,-2.677576919669557e-05,3.321895345845746e-06,-1.010579133802065e-06,9.944239994250874e-07,1.439479517272647e-09,1.64557800273185e-09,23,17,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.6155134376977556e-08,2.1863275700869797e-09,2.0050031332271523e-06,2.1863275700869797e-09,-0.008057411038044146,0.0010904713827833488
-0.035,-1.0260487454037333e-06,1.0118630934223485e-06,-2.7131974304472436e-05,2.543362554695205e-06,-1.025816915351661e-06,1.0116269457796913e-06,1.5027239083767246e-09,1.1469411553933941e-09,23,19,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.4189969571969734e-08,1.8904108439019684e-09,2.0374438611313523e-06,1.8904108439019684e-09,-0.006964594138113,0.000927857069900059
-0.03,-1.0373735403105635e-06,1.0232293178730745e-06,-2.3034186485618065e-05,4.729885248619362e-06,-1.0353137148134058e-06,1.0220811880526603e-06,1.1951648291295155e-09,1.3195557386097286e-09,23,15,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.323252676074546e-08,1.780350054367413e-09,2.057394902866066e-06,1.780350054367413e-09,-0.00643169026146211,0.0008653598174351328
-0.025,-1.0458897214894378e-06,1.0319132855552922e-06,-2.929739886397703e-05,1.5310924800674525e-06,-1.0466711025947758e-06,1.0319235354913096e-06,9.60773993336669e-10,1.02949304926793e-09,23,19,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.474756710346625e-08,1.408169948821189e-09,2.0785946380860854e-06,1.408169948821189e-09,-0.007094970242512228,0.0006774795649071953
-0.02,-1.0527833214598735e-06,1.0423731817928093e-06,-2.3602413483007425e-05,7.996138231935387e-06,-1.0539275915611257e-06,1.0403482559157335e-06,1.6333495879920966e-09,1.5074489083170935e-09,23,17,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.3579335645392165e-08,2.22266351204593e-09,2.094275847476859e-06,2.22266351204593e-09,-0.0064840243761356805,0.0010613263947431837
-0.015,-1.0637583734421209e-06,1.04884398422517e-06,-2.7595173340332213e-05,3.961831268388776e-06,-1.0634237566793006e-06,1.0494218188592277e-06,7.432509401031172e-10,6.595563322545261e-10,23,17,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.4001937820072873e-08,9.936984026258723e-10,2.1128455755385285e-06,9.936984026258723e-10,-0.006627052152878715,0.00047032316721345134
-0.01,-1.0677850400806925e-06,1.0527049036591428e-06,-2.7310274837190432e-05,4.865921728831625e-06,-1.067229283852148e-06,1.0524942007708769e-06,8.634388017240837e-10,8.090151740883047e-10,23,17,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.4735083081271054e-08,1.1832295281253976e-09,2.1197234846230248e-06,1.1832295281253976e-09,-0.006951417573170666,0.0005582134294847158
-0.005,-1.0703666723702031e-06,1.0564241420601972e-06,-2.2245322052165292e-05,1.1397134750537805e-05,-1.070241666393759e-06,1.0564472514453311e-06,5.796602864454848e-10,1.0915962054033858e-09,23,17,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.3794414948427917e-08,1.235956440710243e-09,2.12668891783909e-06,1.235956440710243e-09,-0.006486334147282951,0.0005811768848639501
0.0,-1.0711496512093529e-06,1.0579160358158229e-06,-3.542670160029738e-05,-2.031037473251932e-06,-1.070725801048535e-06,1.0568551725011843e-06,8.38987966933054e-10,6.769238832852015e-10,23,19,-5.2,2024/06/Data_0620/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-085.hdf5,-1.3870628547350738e-08,1.0780198293261477e-09,2.1275809735497194e-06,1.0780198293261477e-09,-0.0065194362610832,0.000506698805850376
