gate,a0,a1,a3,φ1,φ3,a0_err,a1_err,a3_err,φ1_err,φ3_err,ndata,chisqr,redchi,rsquared,datapath,quiet
-4.8,-0.005582376424994747,-0.003637175232548333,0.0006143175432893673,1.8284247770049873,-16.229127534266695,2.9499706146170427e-05,3.916403213626746e-05,4.1973338004941635e-05,0.7419742514140555,3.9828837077831847,25,3.890586779755991,0.19452933898779956,-21307.870353287766,../data/processed/centermax/JS633-W2/Wsc=0.9um-NNE_diode-angle_20mT_-4.8V/data.csv,True
