field,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
0.015,-3.994172958913678e-06,4.009260703367486e-06,-0.0001018401354245,-0.000103343034267,-3.994468885405936e-06,4.010310921050045e-06,2.472115203965548e-09,2.518095226159954e-09,37,37,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,1.5842035644109302e-08,3.528761418640706e-09,8.00477980645598e-06,3.528761418640706e-09,0.0019790720078686,0.0004408326543078,diode-lowfield_-3.1V/data.csv
0.02,-3.979115057388821e-06,3.994356596333215e-06,-9.919722319624652e-05,-0.0001006770914275,-3.979668743895358e-06,3.997832926213156e-06,2.9963541988934197e-09,2.7493044912138313e-09,39,37,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,1.8164182317798273e-08,4.066548127175525e-09,7.977501670108514e-06,4.066548127175525e-09,0.0022769261692365,0.0005097534086004,diode-lowfield_-3.1V/data.csv
0.025,-3.956643593046242e-06,3.979144671800791e-06,-9.756174577552094e-05,-9.908957763792768e-05,-3.956153413454412e-06,3.9779701231374735e-06,3.315543783127616e-09,2.5299321527264804e-09,39,37,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,2.181670968306165e-08,4.170538007887642e-09,7.934123536591884e-06,4.170538007887642e-09,0.0027497315339802,0.0005256476982481,diode-lowfield_-3.1V/data.csv
0.03,-3.926692478187351e-06,3.949596705098082e-06,-9.439221421050568e-05,-9.561492165255498e-05,-3.926709079150903e-06,3.951159935330133e-06,2.1927158867878703e-09,2.1529048644585197e-09,39,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,2.4450856179230443e-08,3.0729468455508747e-09,7.877869014481036e-06,3.0729468455508747e-09,0.0031037398735984,0.0003900752400203,diode-lowfield_-3.1V/data.csv
0.035,-3.8891116294681165e-06,3.91920628419485e-06,-9.038479208321166e-05,-9.170320626331464e-05,-3.888118894885214e-06,3.918247801669703e-06,2.462950339812646e-09,2.5560353689309237e-09,41,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,3.012890678448927e-08,3.549569154645261e-09,7.806366696554917e-06,3.549569154645261e-09,0.0038595300420342,0.0004547052078984,diode-lowfield_-3.1V/data.csv
0.04,-3.838730856402403e-06,3.880747779128889e-06,-8.817866564139485e-05,-8.95381013747024e-05,-3.840627374097532e-06,3.878736235509293e-06,2.777718323895133e-09,2.6083514405326487e-09,41,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,3.8108861411760887e-08,3.8104089444876555e-09,7.719363609606825e-06,3.8104089444876555e-09,0.0049367879710102,0.0004936229941116,diode-lowfield_-3.1V/data.csv
0.045,-3.784191145738059e-06,3.836708258888194e-06,-9.003554769452674e-05,-9.112523778483436e-05,-3.782103630311431e-06,3.8346963030229645e-06,2.051588956542567e-09,2.823127748736509e-09,41,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,5.2592672711533326e-08,3.489852078855705e-09,7.616799933334395e-06,3.489852078855705e-09,0.0069048252772618,0.0004581891740063,diode-lowfield_-3.1V/data.csv
0.05,-3.7098481990257753e-06,3.784451509749332e-06,-8.877608345362318e-05,-9.039452226024398e-05,-3.7117094735989865e-06,3.784998131343906e-06,3.0309965858224437e-09,2.954992652231393e-09,41,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,7.328865774491938e-08,4.233074754597281e-09,7.496707604942892e-06,4.233074754597281e-09,0.0097761126093002,0.000564684826374,diode-lowfield_-3.1V/data.csv
0.055,-3.6268284394543575e-06,3.731891836155507e-06,-8.824265428979312e-05,-8.963276494274345e-05,-3.626995290494233e-06,3.72973082370554e-06,2.1466419057612126e-09,3.008642945641251e-09,41,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,1.0273553321130713e-07,3.695944242805483e-09,7.356726114199773e-06,3.695944242805483e-09,0.0139648440918589,0.0005024387959533,diode-lowfield_-3.1V/data.csv
0.06,-3.5292398896304125e-06,3.6719498753933233e-06,-8.696511670137825e-05,-8.81232520433064e-05,-3.527976993345004e-06,3.6727290190750064e-06,2.744793150204605e-09,2.898944734751966e-09,41,39,-3.1,2023/12/Data_1222/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-034.hdf5,1.4475202573000246e-07,3.992213673208922e-09,7.20070601242001e-06,3.992213673208922e-09,0.020102476823846,0.0005545317682362,diode-lowfield_-3.1V/data.csv
-0.06,-2.866883245623924e-06,2.7876584917362494e-06,-6.402660395904264e-05,-7.596835302435922e-05,-2.866167231035473e-06,2.785749937744265e-06,1.4175340223883522e-09,2.26117759469672e-09,37,39,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,-8.041729329120786e-08,2.668768783425598e-09,5.651917168779738e-06,2.668768783425598e-09,-0.0142283212739598,0.0004722360271156,diode-lowfield_-4.4V/data.csv
-0.055,-2.909767504351081e-06,2.8626355810492267e-06,-7.455579155487578e-05,-8.664849074852202e-05,-2.910616677753589e-06,2.861078921027355e-06,1.3598357717957648e-09,1.661573613084192e-09,39,43,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,-4.9537756726234056e-08,2.147086443987069e-09,5.771695598780944e-06,2.147086443987069e-09,-0.0085828775752998,0.0003720164186051,diode-lowfield_-4.4V/data.csv
-0.05,-2.9538969595595088e-06,2.926326500300878e-06,-8.219497529213636e-05,-9.444850459457976e-05,-2.9520013621277626e-06,2.9279468498858927e-06,1.8174765714488114e-09,1.8147155800743847e-09,41,45,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,-2.4054512241869903e-08,2.568348442935662e-09,5.879948212013655e-06,2.568348442935662e-09,-0.0040909394733652,0.0004368014550303,diode-lowfield_-4.4V/data.csv
-0.045,-2.9952346356636813e-06,2.9827392560060634e-06,-8.680219986907474e-05,-9.944094296144452e-05,-2.9929292743630907e-06,2.986332856996332e-06,1.3063518407299551e-09,2.105763123963132e-09,43,45,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,-6.5964173667590116e-09,2.478062441913341e-09,5.979262131359423e-06,2.478062441913341e-09,-0.0011032159523769,0.0004144431027572,diode-lowfield_-4.4V/data.csv
-0.04,-3.03306927533654e-06,3.03246677795805e-06,-8.75775003705453e-05,-0.0001008731969817,-3.031401049377666e-06,3.0339630109875006e-06,1.626788427016516e-09,1.986580456905906e-09,43,45,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,2.561961609834669e-09,2.5676725838851317e-09,6.065364060365166e-06,2.5676725838851317e-09,0.0004223920583062,0.0004233336675896,diode-lowfield_-4.4V/data.csv
-0.035,-3.066744001182849e-06,3.071060418077856e-06,-8.550949942447255e-05,-9.873193231145573e-05,-3.066730474620543e-06,3.0740109879707623e-06,1.603445201708226e-09,3.290206833620197e-09,43,45,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,7.280513350219171e-09,3.660122610361868e-09,6.140741462591305e-06,3.660122610361868e-09,0.0011856081866613,0.0005960396159184,diode-lowfield_-4.4V/data.csv
-0.03,-3.097347590789479e-06,3.106160220077573e-06,-8.659242463324003e-05,-0.0001002486328287,-3.097975219525653e-06,3.105142136969059e-06,1.6748342634941175e-09,2.900142868478434e-09,43,45,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,7.16691744340636e-09,3.349014551739093e-09,6.203117356494712e-06,3.349014551739093e-09,0.0011553735052106,0.0005398925402421,diode-lowfield_-4.4V/data.csv
-0.025,-3.12660666977902e-06,3.126457677530169e-06,-9.340375353059732e-05,-0.0001075479595956,-3.126010885394503e-06,3.129376441202445e-06,1.351232253716254e-09,2.076505869239073e-09,45,43,-4.4,2023/12/Data_1227/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-063.hdf5,3.365555807942303e-09,2.477439248189029e-09,6.255387326596948e-06,2.477439248189029e-09,0.0005380251665044,0.0003960489538719,diode-lowfield_-4.4V/data.csv
