VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,1.807670352330328e-06,-1.7745337773710868e-06,0.0001073362028889,6.913758996934268e-05,1.8063259490715431e-06,-1.776343877027952e-06,1.229731824777591e-09,1.270655859039656e-09,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,2.998207204359118e-08,1.7682778834172612e-09,3.582669826099495e-06,1.7682778834172612e-09,0.008368639450159185,0.0004935815713045076
-0.045,1.84812406598941e-06,-1.809715835457541e-06,0.0001101404704128,7.312665645883371e-05,1.847926965663741e-06,-1.809088876237288e-06,6.918209065642905e-10,9.538563617369471e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,3.883808942645287e-08,1.1783285304130943e-09,3.657015841901029e-06,1.1783285304130943e-09,0.010620158923419824,0.0003222285683219364
-0.04,1.8837124238010087e-06,-1.839036443743796e-06,0.0001121551208816,7.564444283614332e-05,1.8839327981631587e-06,-1.8381725681241416e-06,6.518508072773611e-10,8.984635399781504e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,4.5760230039017085e-08,1.1100208140472938e-09,3.7221053662873005e-06,1.1100208140472938e-09,0.01229417910988954,0.0002982464464873974
-0.035,1.9122669987422387e-06,-1.864090309256081e-06,0.0001118466887934,7.592177430284812e-05,1.911908080358606e-06,-1.863083363745043e-06,7.97376002432338e-10,8.81840496226011e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,4.8824716613563076e-08,1.1888865168884342e-09,3.774991444103649e-06,1.1888865168884342e-09,0.012933729078995631,0.00031496387994649677
-0.03,1.936461476980034e-06,-1.8855767259107304e-06,0.0001113373325206,7.524665566722515e-05,1.936983301434553e-06,-1.8854249098017809e-06,7.77607931794556e-10,5.156321574167926e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,5.155839163277216e-08,9.330330205046886e-10,3.8224082112363335e-06,9.330330205046886e-10,0.013488457742742219,0.00024411780280607817
-0.025,1.955371807647919e-06,-1.90600738043794e-06,0.0001143786354685,7.848657178790105e-05,1.9555905004254628e-06,-1.9060330182483951e-06,5.986566237825532e-10,6.306724325931086e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,4.955748217706763e-08,8.695616541865416e-10,3.8616235186738575e-06,8.695616541865416e-10,0.012833328245858222,0.00022519887113883072
-0.02,1.9680880408326127e-06,-1.921163476942482e-06,0.0001190528903071,8.307346131488517e-05,1.967952389350339e-06,-1.9216954237625907e-06,6.587742266880464e-10,8.067627933552235e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,4.625696558774848e-08,1.0415611775074744e-09,3.8896478131129295e-06,1.0415611775074744e-09,0.011892327483173471,0.0002677966946169661
-0.015,1.9741433790350686e-06,-1.931565246253746e-06,0.0001120433728728,7.628654079277156e-05,1.974321953646061e-06,-1.931795081018296e-06,4.197759299352479e-10,5.7172239129193e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,4.2526872627765e-08,7.092801449762744e-10,3.906117034664357e-06,7.092801449762744e-10,0.010887249985181058,0.00018159265933617277
-0.01,1.976721013077737e-06,-1.9414369492712e-06,0.0001136978412935,7.707370085709622e-05,1.978684708199519e-06,-1.940025402700655e-06,1.15700242355167e-09,1.3161084550450482e-09,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,3.865930549886368e-08,1.7523687036538578e-09,3.918710110900174e-06,1.7523687036538578e-09,0.009865313943823005,0.0004472017388675245
-0.005,1.9818453934414715e-06,-1.9511637496070416e-06,0.0001128021344969,7.581654203146493e-05,1.9820165426907498e-06,-1.9505923654493414e-06,8.158392413973376e-10,6.703243039225613e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,3.142417724140837e-08,1.0559016716688394e-09,3.932608908140092e-06,1.0559016716688394e-09,0.007990669292429153,0.00026850760039373773
0.0,1.9797379129248945e-06,-1.953101248204419e-06,0.0001131442394045,7.642101738077139e-05,1.979704362527393e-06,-1.9534104926397493e-06,5.244052874542387e-10,6.421176430512206e-10,21,19,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,2.629386988764369e-08,8.290452177219392e-10,3.933114855167142e-06,8.290452177219392e-10,0.006685253509212941,0.0002107906262958265
0.005,1.9760549110796466e-06,-1.9552786785069307e-06,0.0001067620764891,7.038590230896723e-05,1.976497677658305e-06,-1.9552153882547835e-06,5.830832312084851e-10,6.662411207812195e-10,23,17,-4.75,2024/01/Data_0118/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-258.hdf5,2.1282289403521554e-08,8.853605398572624e-10,3.931713065913089e-06,8.853605398572624e-10,0.0054129813256296256,0.00022518772240337276
