VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-1.4556792780902178e-07,1.3881224827806568e-07,0.0001355876427617,0.0002182022579345,-1.4553031993991186e-07,1.399030305232132e-07,4.473277791455267e-11,3.525768727612203e-10,20,20,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-5.627289416698643e-09,3.5540325353889826e-10,2.8543335046312507e-07,3.5540325353889826e-10,-0.019714898092910937,0.0012453776505934949
-0.045,-1.5540227840009096e-07,1.484577229350417e-07,0.0001030363542595,0.0001565903397013,-1.5541988345266227e-07,1.483192723301499e-07,1.1306998700765592e-10,2.2226661373282947e-10,23,20,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-7.100611122512354e-09,2.4937375471803426e-10,3.037391557828122e-07,2.4937375471803426e-10,-0.023377332119766694,0.0008212371766939712
-0.04,-1.574272618923553e-07,1.5086207749743493e-07,9.15396072913872e-05,0.0001459734369416,-1.574025103011203e-07,1.5093266877661365e-07,3.219833979918279e-11,1.53645156770692e-10,9,17,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-6.46984152450666e-09,1.5698269740616055e-10,3.0833517907773396e-07,1.5698269740616055e-10,-0.020983144199953768,0.0005092420956060027
-0.035,-1.5857873901262485e-07,1.523696387299794e-07,7.359203067971063e-05,0.0001402111156509,-1.5851383418656218e-07,1.525079424265127e-07,6.660703691620613e-11,1.29337706536004e-10,23,23,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-6.0058917600494755e-09,1.4548106302454056e-10,3.110217766130749e-07,1.4548106302454056e-10,-0.01931019694328695,0.00046783921640475523
-0.03,-1.6138559468741636e-07,1.5557500023470077e-07,0.0001139126477439,0.0001557428822987,-1.606070819364701e-07,1.5574373407321518e-07,5.315586476723186e-10,3.743692638408984e-10,13,19,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-4.863347863254922e-09,6.501591663769729e-10,3.163508160096853e-07,6.501591663769729e-10,-0.015373274280114478,0.0020554269420136797
-0.025,-1.617998088056008e-07,1.569011969319524e-07,6.23875903799483e-05,0.0001339745559827,-1.6179369946369937e-07,1.5693489269175804e-07,6.12602108161888e-11,1.2139912685487068e-10,21,23,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-4.858806771941321e-09,1.3598000378867798e-10,3.187285921554574e-07,1.3598000378867798e-10,-0.015244339201208141,0.00042668215656261726
-0.02,-1.612487054263854e-07,1.571350659167657e-07,5.732100072806256e-05,0.0001263769951065,-1.611712628127468e-07,1.5708271237574738e-07,7.097966866695299e-11,1.1381289727824203e-10,17,25,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-4.088550436999425e-09,1.3413235609254801e-10,3.1825397518849416e-07,1.3413235609254801e-10,-0.012846816554539106,0.0004214980322087618
-0.015,-1.614312127626031e-07,1.5850325955304379e-07,5.8379782564183707e-05,0.0001290548476211,-1.6145189917073e-07,1.5847744676173093e-07,8.49881613606001e-11,1.2687592178372163e-10,19,23,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-2.974452408999079e-09,1.5271046820674883e-10,3.199293459324609e-07,1.5271046820674883e-10,-0.00929721654739045,0.00047734623290256244
-0.01,-1.615453894594395e-07,1.595067000168366e-07,5.045491061148637e-05,0.0001234935283094,-1.6154352699547739e-07,1.59369170594753e-07,3.725802792835237e-11,1.2743165131426062e-10,17,25,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-2.1743564007243766e-09,1.3276666148468591e-10,3.209126975902304e-07,1.3276666148468591e-10,-0.006775538696511118,0.00041372532145856906
-0.005,-1.616846882606842e-07,1.6055933570097797e-07,4.692546940750861e-05,0.000116458979234,-1.6171289828424865e-07,1.6053879618904895e-07,5.4671159717113576e-11,1.0001359216363492e-10,17,27,-6.0,2024/01/Data_0121/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-310.hdf5,-1.1741020951997077e-09,1.1398093841642136e-10,3.2225169447329763e-07,1.1398093841642136e-10,-0.0036434318743264076,0.00035370394289361906
