VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.3,-9.532861348662662e-07,9.115214011542476e-07,-3.718023643973972e-05,-3.63657473431472e-05,-9.541439399985442e-07,9.142844083353492e-07,3.266757451470061e-09,2.8892764408414342e-09,39,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-3.9859531663195014e-08,4.361149229083604e-09,1.8684283483338933e-06,4.361149229083604e-09,-0.021333187167031788,0.0023346581688430358
-0.2875,-1.0018170402704903e-06,9.58369434790051e-07,-5.009783640287992e-05,-5.023693730484501e-05,-1.0024192049392256e-06,9.586937004115975e-07,3.925549030088281e-09,2.919801898843256e-09,41,41,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-4.372550452762813e-08,4.892359176932508e-09,1.961112905350823e-06,4.892359176932508e-09,-0.022296270861470915,0.0024953051230858967
-0.275,-1.0533450258844143e-06,1.00656785046414e-06,-4.824540057406078e-05,-4.869596838507277e-05,-1.0570590197889774e-06,1.0086959384584372e-06,4.341472555437698e-09,2.854406616649245e-09,41,41,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-4.836308133054026e-08,5.1957695371128354e-09,2.0657549582474146e-06,5.1957695371128354e-09,-0.02341181907246708,0.002515880819464501
-0.2625,-1.1173744858146712e-06,1.0631939792206488e-06,-4.734558589714019e-05,-4.758820529238592e-05,-1.1165837408966711e-06,1.0620314260201605e-06,3.313804786227488e-09,2.2586006388392447e-09,41,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-5.4552314876510645e-08,4.010309091203476e-09,2.178615166916832e-06,4.010309091203476e-09,-0.025039904111983615,0.0018413376444784237
-0.25,-1.1789959048517086e-06,1.1215307281781868e-06,-4.221564395173894e-05,-4.170695594351074e-05,-1.1821917352080964e-06,1.122359845574506e-06,3.482535844648723e-09,2.6087998020762302e-09,39,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-5.983188963359038e-08,4.351309264643939e-09,2.3045515807826026e-06,4.351309264643939e-09,-0.02596248664274725,0.0018887733108062517
-0.2375,-1.2531094175168418e-06,1.1855734530559578e-06,-3.852127112870957e-05,-3.8591193755007525e-05,-1.2567671149672018e-06,1.1869912050592322e-06,3.4757875257479674e-09,2.992536335846564e-09,39,37,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-6.977590990796968e-08,4.5865425589987884e-09,2.443758320026434e-06,4.5865425589987884e-09,-0.028552704797426498,0.0018776045674614528
-0.225,-1.3359176000989249e-06,1.2629775146804084e-06,-3.940683391898028e-05,-3.94283211299047e-05,-1.338524622786478e-06,1.2659509376251125e-06,2.87543930691435e-09,2.375335693625766e-09,39,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-7.25736851613656e-08,3.729660958473394e-09,2.6044755604115908e-06,3.729660958473394e-09,-0.027864989890669822,0.0014325757922780229
-0.2125,-1.4362132252451791e-06,1.3601588678423373e-06,-3.506773806222924e-05,-3.5163705228907046e-05,-1.4368619174473797e-06,1.358744937032521e-06,3.9475377390061426e-09,2.799181710747585e-09,39,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-7.811698041485865e-08,4.839263626902497e-09,2.7956068544799005e-06,4.839263626902497e-09,-0.027942763228555493,0.0017317000400934627
-0.2,-1.5420727614633438e-06,1.4620930523710427e-06,-3.5912363559287646e-05,-3.494112886738231e-05,-1.5446896269345383e-06,1.4633014849928805e-06,3.105375902108687e-09,2.8084173015231324e-09,39,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-8.13881419416578e-08,4.1869520218043835e-09,3.007991111927419e-06,4.1869520218043835e-09,-0.027057307988356066,0.001392452376010635
-0.1875,-1.6686003211122789e-06,1.5810098940330757e-06,-3.4451117058196143e-05,-3.456030725495906e-05,-1.6704815321722914e-06,1.5798254184163838e-06,4.068040492486011e-09,3.710860328102938e-09,39,39,2023/12/Data_1220/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-031.hdf5,-9.065611375590763e-08,5.506308910985115e-09,3.2503069505886752e-06,5.506308910985115e-09,-0.027891554592863473,0.0016947477158508475
