angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.0,-1.6951285570103997e-06,1.661051746730106e-06,-5.521592154276863e-05,-1.3991137148861706e-05,-1.69506324119176e-06,1.6615796070507355e-06,8.327555187255345e-10,4.906814281903993e-10,19,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-3.3483634141024533e-08,9.665660960010982e-10,3.356642848242496e-06,9.665660960010982e-10,-0.0099753341820552,0.0002879705195619
15.0,-1.6948110247296467e-06,1.661069886036923e-06,-5.69706435273853e-05,-1.5371116302438758e-05,-1.6947996109907456e-06,1.66145861766388e-06,9.114781054921751e-10,6.94959186810811e-10,19,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-3.334099332686547e-08,1.1461939661873763e-09,3.3562582286546256e-06,1.1461939661873763e-09,-0.0099339773805874,0.0003415263195349
30.0,-1.688965154958112e-06,1.6590716165070446e-06,-6.059218065127775e-05,-1.895895021997672e-05,-1.6889566968089566e-06,1.6592186609664232e-06,8.627940559446221e-10,4.844677787733151e-10,19,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-2.973803584253342e-08,9.895062463890372e-10,3.34817535777538e-06,9.895062463890372e-10,-0.0088818633030894,0.0002955476251135
45.0,-1.6795863890503231e-06,1.653269367235203e-06,-6.368518064020184e-05,-2.162790911521456e-05,-1.679095837452978e-06,1.653188360893082e-06,7.516125230075591e-10,6.43797634415319e-10,17,23,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-2.5907476559896032e-08,9.89644774058121e-10,3.33228419834606e-06,9.89644774058121e-10,-0.00777468997775,0.0002969958816941
60.0,-1.6684822106624035e-06,1.6456807983149857e-06,-6.925732835293575e-05,-2.6067396780228644e-05,-1.6677843782305954e-06,1.6455163981416042e-06,9.582200766760731e-10,7.785170000075128e-10,17,23,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-2.226798008899127e-08,1.234615095746766e-09,3.3133007763722e-06,1.234615095746766e-09,-0.0067207843754447,0.0003726323270635
75.0,-1.660241367911609e-06,1.640560548006444e-06,-6.21083246304087e-05,-1.9511467422142777e-05,-1.6594494572534355e-06,1.640518366086369e-06,1.155397891525147e-09,5.399508755901712e-10,17,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-1.8931091167066623e-08,1.275339655068934e-09,3.2999678233398047e-06,1.275339655068934e-09,-0.0057367502292513,0.0003864766897978
90.0,-1.6561106767064025e-06,1.6382530917879562e-06,-6.634476319969473e-05,-2.3250944913405106e-05,-1.655390520084861e-06,1.6384162656490645e-06,9.488009006604156e-10,7.407592816393489e-10,17,23,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-081.hdf5,-1.6974254435796544e-08,1.2037223361011708e-09,3.2938067857339253e-06,1.2037223361011708e-09,-0.005153384985821,0.00036545504887
105.0,-1.6636186916489822e-06,1.646213100730301e-06,-6.020406465419702e-05,-1.7017358569479775e-05,-1.6633640182354626e-06,1.6468132302400462e-06,8.403252989269941e-10,8.674194597245803e-10,17,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-1.6550787995416466e-08,1.2077098687704862e-09,3.3101772484755088e-06,1.2077098687704862e-09,-0.004999970319728,0.0003648520529909
120.0,-1.6683416511246218e-06,1.653780794346971e-06,-6.370380928489522e-05,-1.978181862510161e-05,-1.66820778589223e-06,1.6540384781560205e-06,1.05290833482956e-09,8.378344334357034e-10,17,21,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-1.4169307736209434e-08,1.3455788714914056e-09,3.3222462640482502e-06,1.3455788714914056e-09,-0.0042649781533484,0.000405024493236
135.0,-1.676112508154842e-06,1.663316687795459e-06,-5.317623777285767e-05,-8.538736719208005e-06,-1.6750299065113137e-06,1.6636359734536514e-06,9.472342554436191e-10,6.287310832055786e-10,19,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-1.1393933057662322e-08,1.1369061129551054e-09,3.338665879964965e-06,1.1369061129551054e-09,-0.0034127203701443,0.0003405290539367
150.0,-1.6838586046335733e-06,1.675418756436912e-06,-5.419417353727689e-05,-9.922778415934749e-06,-1.683601212409242e-06,1.674910010758863e-06,5.646742126401975e-10,5.536128706583853e-10,17,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-8.691201650379183e-09,7.907870617172774e-10,3.358511223168105e-06,7.907870617172774e-10,-0.0025878137879738,0.0002354584091073
165.0,-1.6908365461084551e-06,1.6855466809001884e-06,-5.239311881024406e-05,-8.763206235573255e-06,-1.6905832415040723e-06,1.6853043915364998e-06,8.218914838070662e-10,7.030780873200951e-10,19,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-5.278849967572524e-09,1.0815842121740983e-09,3.375887633040572e-06,1.0815842121740983e-09,-0.0015636924392587,0.0003203855258382
180.0,-1.694299710216826e-06,1.6902751908820835e-06,-4.365835478991086e-05,-3.522212616036171e-07,-1.694624360499391e-06,1.6902645628998598e-06,8.468897272919953e-10,6.111048270268667e-10,19,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-4.359797599531269e-09,1.0443521052826232e-09,3.384888923399251e-06,1.0443521052826232e-09,-0.001288017922654,0.0003085338973304
195.0,-1.6955226291088335e-06,1.6887407133851965e-06,-4.5117007099615785e-05,-1.6968409775119275e-06,-1.6950992472699996e-06,1.6893466959692329e-06,7.529488540981111e-10,5.384003468016382e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-082.hdf5,-5.752551300766733e-09,9.256386499729699e-10,3.384445943239232e-06,9.256386499729699e-10,-0.0016997025206616,0.0002734982335589
210.0,-1.6915745111098369e-06,1.6830989850372587e-06,-4.582262998642438e-05,-1.998174401774574e-06,-1.691223876763944e-06,1.6829394216071805e-06,1.122760669976049e-09,8.053157483720055e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-8.284455156763596e-09,1.381710887494569e-09,3.3741632983711244e-06,1.381710887494569e-09,-0.002455262067714,0.0004094985719414
225.0,-1.6841009699419033e-06,1.6730140998981934e-06,-3.631286353120331e-05,7.054314652004852e-06,-1.6842753735491912e-06,1.672863604263172e-06,1.495963254715086e-09,5.678558375772059e-10,23,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-1.1411769286019131e-08,1.600114468320396e-09,3.357138977812364e-06,1.600114468320396e-09,-0.0033992543536149,0.0004766331461028
240.0,-1.6763993514739306e-06,1.660707307334647e-06,-3.878270962476084e-05,4.543335049951856e-06,-1.6759634736385566e-06,1.6609251875191129e-06,1.138034878968973e-09,7.931563676109241e-10,21,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-1.5038286119443753e-08,1.3871627190894658e-09,3.3368886611576697e-06,1.3871627190894658e-09,-0.0045066790194391,0.000415709646507
255.0,-1.6715877131932171e-06,1.653229981013377e-06,-3.316318447063648e-05,1.1084608977124754e-05,-1.6707350564649568e-06,1.6535033456004768e-06,1.2070551492430103e-09,8.48959482988587e-10,23,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-1.7231710864479985e-08,1.4757080798959915e-09,3.3242384020654338e-06,1.4757080798959915e-09,-0.0051836567599283,0.0004439296246633
270.0,-1.667645797878558e-06,1.6493818718568795e-06,-3.924158248917728e-05,4.692897532400032e-06,-1.667941429724774e-06,1.6490629706127423e-06,9.138618990028224e-10,6.165075557885451e-10,21,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-1.88784591120318e-08,1.1023725036453928e-09,3.3170044003375164e-06,1.1023725036453928e-09,-0.0056914181693912,0.0003323451598515
285.0,-1.6703793400692612e-06,1.64853070353812e-06,-4.324425135803024e-05,4.886856581701955e-07,-1.6701953288584117e-06,1.6489266125480314e-06,1.0956133743160988e-09,6.766719647969313e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-2.1268716310380333e-08,1.287731965093065e-09,3.319121941406443e-06,1.287731965093065e-09,-0.0064079345941016,0.0003879816486826
300.0,-1.6767957356446248e-06,1.653573456826454e-06,-3.8717746050389424e-05,5.114781424397654e-06,-1.6772495738311963e-06,1.6536840102490988e-06,1.1044033161578963e-09,6.463404618940042e-10,21,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-2.3565563582097552e-08,1.2796338059858816e-09,3.330933584080295e-06,1.2796338059858816e-09,-0.007074762371344,0.0003841763270167
315.0,-1.6874120387934937e-06,1.660605582237222e-06,-4.149665488516622e-05,2.564492519666248e-06,-1.6870788575668575e-06,1.6611163631753452e-06,1.0698473050892198e-09,4.4963865227251805e-10,21,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-2.5962494391512336e-08,1.1604947969827835e-09,3.348195220742203e-06,1.1604947969827835e-09,-0.0077541758110977,0.0003466135062689
330.0,-1.6967325116146694e-06,1.6681068787481837e-06,-4.103678444180301e-05,2.0552804366402275e-06,-1.696781529445787e-06,1.668275886704354e-06,1.254621111684578e-09,5.03336849689968e-10,21,17,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-2.8505642741433087e-08,1.351821777506365e-09,3.365057416150141e-06,1.351821777506365e-09,-0.0084710717281149,0.0004017376562062
345.0,-1.704715149722713e-06,1.6733978711265475e-06,-4.590072874617576e-05,-2.847975127991379e-06,-1.7050465577127702e-06,1.6735897778686084e-06,7.79249297630241e-10,5.993016480485787e-10,21,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-3.1456779844161784e-08,9.830523552746143e-10,3.3786363355813783e-06,9.830523552746143e-10,-0.0093104959278634,0.0002909738914807
360.0,-1.7087184239181111e-06,1.6758772917083449e-06,-5.017400342875778e-05,-7.056575863399438e-06,-1.708895457169744e-06,1.6761435554723814e-06,4.88370266934056e-10,4.844724880140063e-10,19,19,-4.8,2024/06/Data_0619/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-083.hdf5,-3.275190169736248e-08,6.879092303986931e-10,3.3850390126421254e-06,6.879092303986931e-10,-0.0096754872174423,0.0002032299853577
