VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err
-0.2499999999999999,-1.75e-06,1.6e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.5000000000000005e-07,3.35e-06,3.535533905932737e-08,3.535533905932737e-08,-0.044776119402985,0.0105644069515521
-0.2449999999999998,-1.8e-06,1.65e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.4999999999999986e-07,3.45e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0434782608695651,0.0102576059206677
-0.2399999999999998,-1.825e-06,1.675e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.5000000000000005e-07,3.5000000000000004e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0428571428571428,0.0101107981007469
-0.2349999999999998,-1.9e-06,1.7000000000000002e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-1.9999999999999978e-07,3.6000000000000003e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0555555555555554,0.0098360715925786
-0.2299999999999998,-1.9500000000000004e-06,1.75e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.0000000000000041e-07,3.7e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0540540540540541,0.0095694466812081
-0.2249999999999998,-1.975e-06,1.7750000000000002e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2e-07,3.750000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0533333333333333,0.0094414897338853
-0.2199999999999998,-2.0500000000000003e-06,1.8e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.500000000000004e-07,3.85e-06,3.535533905932737e-08,3.535533905932737e-08,-0.064935064935065,0.0092025453639424
-0.2149999999999998,-2.1e-06,1.875e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.2499999999999975e-07,3.975e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0566037735849056,0.0089086623373079
-0.2099999999999998,-2.15e-06,1.875e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.750000000000001e-07,4.025e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0683229813664596,0.0088044131353972
-0.2049999999999998,-2.2250000000000003e-06,1.9500000000000004e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.749999999999999e-07,4.175000000000001e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0658682634730538,0.0084866953015305
-0.1999999999999998,-2.3000000000000004e-06,2e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-3.000000000000005e-07,4.3e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0697674418604652,0.0082421582769757
-0.1949999999999998,-2.325e-06,2.0500000000000003e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.749999999999999e-07,4.3750000000000005e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0628571428571428,0.0080971691517192
-0.1899999999999998,-2.425e-06,2.075e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-3.500000000000001e-07,4.5e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0777777777777777,0.0078804704014357
-0.1849999999999998,-2.475e-06,2.125e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-3.500000000000001e-07,4.6e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0760869565217391,0.0077081589945094
-0.1799999999999998,-2.5750000000000003e-06,2.15e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.250000000000002e-07,4.7250000000000005e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0899470899470899,0.0075128194202826
