VectorMagnet - Field Z,ic-,ic+,datafile,rmse-,rmse+,delta,sigma,delta_err,sigma_err,eta,eta_err,ic+ smoothed,ic- smoothed,delta smoothed,eta smoothed
-0.35,-1.125e-06,1.1e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-2.4999999999999972e-08,2.225e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0112359550561797,0.0158910430274556,1.0875000000000002e-06,-1.1243872549019604e-06,-3.6887254901960744e-08,-0.016421576315104224
-0.345,-1.1500000000000002e-06,1.1e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-5.000000000000016e-08,2.2500000000000005e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0222222222222222,0.0157173634200884,1.1108193277310927e-06,-1.1505427170868345e-06,-3.972338935574231e-08,-0.017529974180492684
-0.3399999999999999,-1.175e-06,1.125e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.9999999999999945e-08,2.3e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0217391304347825,0.0153755184168217,1.132906431803491e-06,-1.1757649213531566e-06,-4.285848954966606e-08,-0.01866828323261891
-0.3349999999999999,-1.2000000000000002e-06,1.1500000000000002e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.9999999999999945e-08,2.3500000000000004e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0212765957446808,0.0150482300937932,1.1540723981900457e-06,-1.2003743805214394e-06,-4.630198233139415e-08,-0.019842369322937987
-0.3299999999999999,-1.225e-06,1.175e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.9999999999999945e-08,2.4e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0208333333333333,0.0147345878444166,1.1746283128636074e-06,-1.224691607412196e-06,-5.0063294548588714e-08,-0.021058098302904987
-0.3249999999999999,-1.25e-06,1.2000000000000002e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-4.9999999999999945e-08,2.4500000000000003e-06,3.535533905932737e-08,3.535533905932737e-08,-0.020408163265306,0.0144337554778537,1.194885261797027e-06,-1.2490371148459388e-06,-5.415185304891191e-08,-0.022321336023974982
-0.3199999999999999,-1.275e-06,1.225e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-5.000000000000016e-08,2.5e-06,3.535533905932737e-08,3.535533905932737e-08,-0.02,0.0141449637680695,1.215154330963155e-06,-1.2737314156431808e-06,-5.857708468002588e-08,-0.02363794833760305
-0.3149999999999999,-1.3e-06,1.225e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-7.500000000000014e-08,2.525e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0297029702970297,0.0140082899150249,1.2357466063348492e-06,-1.2990950226244424e-06,-6.334841628959312e-08,-0.025013801095244422
-0.3099999999999999,-1.3250000000000002e-06,1.275e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-5.000000000000016e-08,2.6000000000000005e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0192307692307692,0.013600721559492,1.2586651583710484e-06,-1.3265610859728587e-06,-6.789592760181037e-08,-0.026126669732055352
-0.3049999999999999,-1.35e-06,1.275e-06,2023/10/Data_1011/JS633-W2_Wsc@v3.1_Wsc=inf-SSE_WFS03-078.hdf5,2.5e-08,2.5e-08,-7.499999999999993e-08,2.6250000000000003e-06,3.535533905932737e-08,3.535533905932737e-08,-0.0285714285714285,0.0134741969013768,1.281176470588243e-06,-1.3540723981900538e-06,-7.289592760181044e-08,-0.02759127686442034
