imax,b,c,bstar,imax_err,b_err,c_err,bstar_err,ndata,chisqr,redchi,rsquared,datapath,bcol,icp_col,icm_col,icp_err_col,icm_err_col,bmax,bmask,invert_current,remove_zero_field_offset,quiet
3.886716753406096e-06,24.661116249087627,-0.10839550190699046,-0.00041490494123355774,0.0,0.2380290407992601,0.034878238566837305,0.0007148954852175404,42,1.7542822758529243e-15,4.498159681674165e-17,0.9935607396450483,../data/processed/centermax/JS633-W2_Wsc=0.9um-ENE_WFS06_slopes+10Vreset/diode-lowfield_-3.0V/data.csv,,ic+ from fit,ic- from fit,rmse+,rmse-,0.15,,False,True,True
