angle-from-z,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.0,-3.761118382982772e-06,3.746393938129988e-06,-4.3251740617240085e-05,5.904576262451692e-06,-3.760853128355672e-06,3.746713052637803e-06,2.589790156516725e-09,2.184926093827431e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-030.hdf5,-1.4140075717869105e-08,3.3883499067066433e-09,7.507566180993475e-06,3.3883499067066433e-09,-0.0018834433659295363,0.0004513254808363945
0.0,-3.760750469817948e-06,3.746862620282068e-06,-4.24859945658098e-05,6.3178476162500575e-06,-3.7616617533205088e-06,3.747431106234064e-06,9.660236584309746e-10,1.97324006604105e-09,17,21,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-031.hdf5,-1.4230647086444907e-08,2.1970157183957633e-09,7.509092859554573e-06,2.1970157183957633e-09,-0.0018951220011000165,0.0002925812351453167
15.0,-3.752838368961093e-06,3.735608341655501e-06,-3.990140690011678e-05,9.86299288469912e-06,-3.75078720566444e-06,3.735997743650873e-06,1.9554699822584822e-09,1.834429326832684e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-032.hdf5,-1.478946201356687e-08,2.681229905595155e-09,7.4867849493153135e-06,2.681229905595155e-09,-0.0019754089523994415,0.00035812904406146465
30.0,-3.728105837578311e-06,3.712937426474406e-06,-4.503106275284568e-05,3.872924151126898e-06,-3.727773237076284e-06,3.713202523237317e-06,1.191863634539814e-09,1.7960885419002182e-09,19,21,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-033.hdf5,-1.4570713838967284e-08,2.1555679005041124e-09,7.440975760313601e-06,2.1555679005041124e-09,-0.001958172463977117,0.00028968943088003633
45.0,-3.6955964393607138e-06,3.682940173591192e-06,-5.1227071514673126e-05,-2.5305117632761376e-06,-3.6951999969925576e-06,3.683118564555311e-06,1.7010401052153843e-09,1.271268820303093e-09,17,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-034.hdf5,-1.2081432437246712e-08,2.1235964430715134e-09,7.3783185615478686e-06,2.1235964430715134e-09,-0.0016374235317256612,0.00028781615651338687
60.0,-3.665092579336216e-06,3.651693314941917e-06,-6.064238174511179e-05,-1.2938983901154046e-05,-3.6645790375999256e-06,3.650335635077652e-06,1.0722680992966432e-09,2.2243978553055716e-09,19,21,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-035.hdf5,-1.424340252227364e-08,2.4693530925036345e-09,7.314914672677578e-06,2.4693530925036345e-09,-0.0019471727504184178,0.00033757847962003086
75.0,-3.642059778432097e-06,3.623023148646687e-06,-6.086868281236016e-05,-1.363954803296267e-05,-3.64244718439938e-06,3.6230338641746594e-06,1.4134999946436301e-09,1.824386290668841e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-036.hdf5,-1.9413320224720606e-08,2.307892452528487e-09,7.265481048574039e-06,2.307892452528487e-09,-0.002671993787463084,0.000317652840292584
90.0,-3.638342202580458e-06,3.610379834284255e-06,-6.24178497116084e-05,-1.5530845694355784e-05,-3.637607418082972e-06,3.6101660275358376e-06,1.4682685755359923e-09,2.207754722263063e-09,19,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-037.hdf5,-2.7441390547134526e-08,2.6514134953985104e-09,7.24777344561881e-06,2.6514134953985104e-09,-0.0037861821638095644,0.00036582717705834053
105.0,-3.648549094369116e-06,3.6133258483938593e-06,-5.6724922378748536e-05,-1.0355040009006582e-05,-3.648094793239386e-06,3.61324187980008e-06,1.3725116171897379e-09,1.5270140943732496e-09,21,19,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-038.hdf5,-3.485291343930565e-08,2.053182939665958e-09,7.261336673039466e-06,2.053182939665958e-09,-0.004799793069602548,0.00028275876503305837
120.0,-3.67070549707564e-06,3.633006497660861e-06,-5.067029106404695e-05,-3.3643681012703896e-06,-3.66991322542153e-06,3.633318200059471e-06,2.345226840799964e-09,1.0461512298266923e-09,21,17,-2.4,2024/06/Data_0611/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-039.hdf5,-3.6595025362058995e-08,2.5679800097501694e-09,7.303231425481001e-06,2.5679800097501694e-09,-0.005010799087425714,0.00035162684823968055
